Geneid	HISAT2 on data 6 and data 5: aligned reads (BAM)
CLDN19	10
LEPRE1	1624
C1orf50	1634
LOC100129924	55
CCDC23	3161
ERMAP	469
ZNF691	701
SLC2A1	3951
FLJ32224	6
FAM183A	6
EBNA1BP2	4513
WDR65	59
TMEM125	40
C1orf210	0
TIE1	1241
MPL	61
CDC20	129
ELOVL1	1142
MED8	1723
SZT2	7092
HYI	0
PTPRF	23493
KDM4A	13294
LOC100132774	92
ST3GAL3	3871
ARTN	124
IPO13	4674
DPH2	2154
ATP6V0B	7718
B4GALT2	11862
CCDC24	847
SLC6A9	1136
KLF17	12
DMAP1	3495
ERI3	5949
RNF220	9832
TMEM53	439
C1orf228	472
KIF2C	238
RPS8	50578
SNORD55	30
SNORD46	30
SNORD38A	66
SNORD38B	43
BEST4	217
PLK3	1670
TCTEX1D4	4
BTBD19	71
PTCH2	2632
EIF2B3	2646
HECTD3	8012
UROD	2212
ZSWIM5	6103
LOC400752	35
HPDL	153
MUTYH	1251
TOE1	567
TESK2	98
CCDC163P	281
MMACHC	607
PRDX1	7718
AKR1A1	5270
NASP	18124
CCDC17	35
GPBP1L1	5104
RPS15AP10	48
TMEM69	1779
IPP	1374
MAST2	22664
PIK3R3	7233
TSPAN1	172
POMGNT1	7951
LURAP1	168
RAD54L	256
LRRC41	6087
UQCRH	10427
NSUN4	1809
FAAH	1911
LOC729041	23
DMBX1	0
LOC100507423	87
KNCN	22
MKNK1	1292
MOB3C	404
ATPAF1	2765
ATPAF1-AS1	0
LOC100130197	20
KIAA0494	3653
CYP4B1	0
CYP4Z2P	7
CYP4A11	46
CYP4X1	2084
CYP4Z1	41
CYP4A22	2
PDZK1IP1	2
TAL1	139
STIL	912
CMPK1	12724
FOXE3	4
MGC12982	33
FOXD2	50
LOC388630	72
SKINTL	2
SLC5A9	9
SPATA6	379
AGBL4	299
BEND5	1016
ELAVL4	10344
DMRTA2	64
FAF1	4056
CDKN2C	135
C1orf185	0
RNF11	18776
TTC39A	50
EPS15	15355
OSBPL9	4517
NRD1	15047
MIR761	0
RAB3B	5962
TXNDC12	2191
KTI12	575
BTF3L4	13937
ZFYVE9	10162
CC2D1B	3677
ORC1	128
PRPF38A	6128
ZCCHC11	12259
GPX7	694
FAM159A	13
SELRC1	5052
ZYG11B	25270
ZYG11A	4
ECHDC2	153
SCP2	4209
PODN	130
SLC1A7	6
CPT2	580
C1orf123	2388
MAGOH	985
LOC100507564	16
LRP8	20387
FLJ40434	0
DMRTB1	0
GLIS1	10
TMEM48	3500
YIPF1	1280
DIO1	13
HSPB11	1438
LRRC42	1580
LDLRAD1	0
TMEM59	8742
TCEANC2	1020
MIR4781	0
CDCP2	4
CYB5RL	854
MRPL37	3351
SSBP3	12677
ACOT11	37
FAM151A	4
HEATR8	9
HEATR8-TTC4	5
TTC4	209
PARS2	272
TTC22	12
C1orf177	6
DHCR24	22815
TMEM61	2
BSND	0
PCSK9	190
USP24	19948
LOC100507634	69
MIR4422	0
PPAP2B	1133
PRKAA2	6916
C1orf168	14
C8A	1
C8B	2
DAB1	13288
OMA1	388
TACSTD2	2
MYSM1	8758
JUN	7737
LOC100131060	12
HSD52	2
FGGY	101
MIR4711	0
HOOK1	1856
CYP2J2	25
C1orf87	0
NFIA	21119
TM2D1	1463
INADL	1849
L1TD1	32
KANK4	171
USP1	6854
DOCK7	12172
ANGPTL3	32
ATG4C	1511
LINC00466	0
FOXD3	2
ALG6	1345
ITGB3BP	443
EFCAB7	3604
DLEU2L	407
PGM1	1483
ROR1	160
UBE2U	0
CACHD1	3479
MIR4794	0
RAVER2	1904
JAK1	7680
MIR3671	51
MIR101-1	1
AK4	2363
DNAJC6	38023
LEPROT	3766
LEPR	1095
PDE4B	5541
SGIP1	9444
MIR3117	14
TCTEX1D1	23
INSL5	3
WDR78	256
MIER1	5100
SLC35D1	3375
C1orf141	8
IL23R	4
IL12RB2	411
SERBP1	36211
GADD45A	895
GNG12	1745
LOC100289178	69
DIRAS3	528
WLS	5001
MIR1262	2
RPE65	8
DEPDC1	114
LRRC7	18049
PIN1P1	6
LRRC40	7540
SRSF11	23821
ANKRD13C	8061
HHLA3	104
CTH	625
PTGER3	791
ZRANB2-AS1	308
ZRANB2	16805
MIR186	79
ZRANB2-AS2	25
NEGR1	12987
NEGR1-IT1	3
LRRIQ3	42
FPGT-TNNI3K	17
FPGT	2116
TNNI3K	0
C1orf173	9260
CRYZ	346
TYW3	857
LHX8	0
SLC44A5	17153
ACADM	4538
RABGGTB	2949
SNORD45C	10
SNORD45A	17
SNORD45B	35
MSH4	168
ASB17	2
ST6GALNAC3	2221
ST6GALNAC5	3484
PIGK	2857
AK5	2703
ZZZ3	6001
USP33	20872
FAM73A	2612
NEXN	132
FUBP1	21426
DNAJB4	2837
GIPC2	44
MGC27382	0
PTGFR	556
IFI44L	378
IFI44	1519
ELTD1	653
LPHN2	11732
TTLL7	13708
PRKACB	61037
SAMD13	50
UOX	6
DNASE2B	0
RPF1	1847
GNG5	480
CTBS	210
C1orf180	3
SSX2IP	12476
LPAR3	4
MCOLN2	6
MCOLN3	0
WDR63	6
MIR4423	1
SYDE2	276
C1orf52	5120
BCL10	1628
LOC646626	12
DDAH1	7270
CYR61	523
ZNHIT6	2439
COL24A1	101
ODF2L	6179
CLCA2	0
CLCA1	0
CLCA4	1
CLCA3P	4
SH3GLB1	32455
SEP15	6352
HS2ST1	6198
LOC339524	339
LMO4	58452
LOC100505768	35
PKN2	5220
GTF2B	2340
CCBL2	1617
RBMXL1	6476
GBP3	79
GBP1	22
GBP2	21
GBP7	20
GBP4	231
GBP5	14
GBP6	16
GBP1P1	0
LRRC8B	11581
FLJ27354	73
LRRC8C	2563
LRRC8D	5405
GEMIN8P4	61
ZNF326	8504
BARHL2	12
ZNF644	12694
HFM1	1273
CDC7	4162
HSP90B3P	20
TGFBR3	711
BRDT	20
EPHX4	285
BTBD8	478
KIAA1107	7523
C1orf146	35
GLMN	1450
RPAP2	2291
GFI1	6
EVI5	2082
RPL5	87055
FAM69A	3135
SNORD21	25
SNORA66	51
MTF2	6998
TMED5	3678
CCDC18	466
LOC100131564	785
DR1	10003
FNBP1L	62760
BCAR3	353
LOC100129046	5
MIR760	42
DNTTIP2	5219
GCLM	966
ABCA4	146
ARHGAP29	2735
ABCD3	8506
F3	1532
SLC44A3	121
CNN3	11058
LOC729970	521
ALG14	270
TMEM56	1382
TMEM56-RWDD3	125
RWDD3	662
FLJ31662	0
PTBP2	18333
DPYD	714
MIR137HG	994
MIR2682	82
MIR137	0
LOC729987	17
SNX7	4859
LPPR5	10470
LOC100129620	287
LPPR4	29158
PALMD	2495
MIR548D1	0
MIR548AA1	0
FRRS1	89
AGL	7726
SLC35A3	1706
HIAT1	6969
SASS6	1169
CCDC76	2827
LRRC39	361
DBT	4220
RTCD1	4820
MIR553	2
CDC14A	142
GPR88	480
LOC100128787	0
VCAM1	891
EXTL2	3986
SLC30A7	3387
DPH5	2265
S1PR1	649
OLFM3	3070
DNAJA1P5	5
COL11A1	3005
RNPC3	2719
AMY2B	1367
LOC648740	209
AMY2A	25
AMY1A	0
AMY1C	0
AMY1B	0
LOC100129138	7
PRMT6	1702
NTNG1	239
VAV3	101
SLC25A24	1566
NBPF4	2
NBPF6	0
FAM102B	8775
HENMT1	2150
PRPF38B	8638
FNDC7	0
STXBP3	1862
AKNAD1	187
SRG7	12
GPSM2	1181
CLCC1	4088
WDR47	39183
TAF13	1416
TMEM167B	8741
SCARNA2	43
C1orf194	151
KIAA1324	3926
SARS	17151
CELSR2	29544
PSRC1	524
MYBPHL	71
SORT1	12979
PSMA5	4587
SYPL2	12
ATXN7L2	1062
CYB561D1	2886
AMIGO1	1795
GPR61	292
GNAI3	9886
MIR197	0
GNAT2	16
AMPD2	9734
GSTM4	329
GSTM2	3335
GSTM1	598
GSTM5	366
GSTM3	5847
EPS8L3	3
CSF1	425
AHCYL1	8799
FAM40A	12361
ALX3	223
UBL4B	50
SLC6A17	10842
KCNC4	2145
LOC440600	17
RBM15	1365
SLC16A4	581
HBXIP	3372
PROK1	4
CYMP	0
KCNA10	0
KCNA2	605
KCNA3	1604
CD53	86
LRIF1	3050
DRAM2	1496
CEPT1	2228
DENND2D	18
CHI3L2	0
RP11-165H20.1	0
CHIA	0
C1orf88	6
PGCP1	0
OVGP1	321
WDR77	3097
ATP5F1	10119
C1orf162	125
ADORA3	32
LOC100129269	14
RAP1A	3717
FAM212B	484
LOC100506343	156
DDX20	2360
KCND3	830
CTTNBP2NL	12775
MIR4256	0
WNT2B	565
ST7L	2110
CAPZA1	5327
MOV10	504
RHOC	1914
PPM1J	515
FAM19A3	2
SLC16A1	4818
AKR7A2P1	44
LRIG2	2666
LOC643441	0
MAGI3	6635
PHTF1	3238
RSBN1	8829
PTPN22	23
LOC100287722	248
BCL2L15	314
AP4B1	3423
DCLRE1B	2275
HIPK1	9966
OLFML3	2000
SYT6	8426
TRIM33	18510
BCAS2	3204
DENND2C	249
AMPD1	0
NRAS	12654
CSDE1	78920
SIKE1	6303
SYCP1	0
TSHB	9
TSPAN2	5115
NGF	58
VANGL1	1044
CASQ2	30
NHLH2	283
SLC22A15	1228
MAB21L3	4
ATP1A1	35601
ATP1A1OS	107
CD58	113
IGSF3	33013
MIR320B1	0
CD2	0
PTGFRN	5452
CD101	264
TTF2	384
MIR942	0
TRIM45	829
VTCN1	50
MAN1A2	7500
FAM46C	92
GDAP2	2358
WDR3	5437
SPAG17	225
TBX15	179
WARS2	601
HAO2	4
HSD3B2	0
HSD3B1	0
HSD3BP4	104
LOC644242	333
ZNF697	7768
PHGDH	544
HMGCS2	0
REG4	0
NBPF7	0
ADAM30	0
NOTCH2	3206
FAM72B	71
HIST2H2BA	68
FCGR1B	22
EMBP1	110
LOC375010	1
LOC100130000	24
FLJ39739	40
LOC100286793	82
PPIAL4G	4
FAM72D	64
SRGAP2P2	3501
LOC728855	27
LOC728875	57
PPIAL4C	0
PPIAL4B	0
PPIAL4A	0
PFN1P2	131
NBPF9	1242
LOC653513	231
PDE4DIP	40679
SEC22B	3838
NOTCH2NL	340
NBPF10	861
HFE2	10
TXNIP	9502
POLR3GL	2239
ANKRD34A	1873
LIX1L	2036
RBM8A	6455
GNRHR2	520
PEX11B	3506
ITGA10	597
ANKRD35	289
PIAS3	3290
NUDT17	277
POLR3C	2377
RNF115	2170
CD160	372
PDZK1	146
GPR89A	387
GPR89C	9
PDZK1P1	11
NBPF11	0
NBPF24	18
LOC728989	309
PRKAB2	15535
PDIA3P	1182
FMO5	218
CHD1L	1174
LOC100289211	0
BCL9	16396
ACP6	312
GJA5	314
GJA8	0
GPR89B	240
NBPF14	1530
PPIAL4F	0
PPIAL4D	0
NBPF15	441
NBPF16	170
PPIAL4E	0
LOC645166	503
LOC388692	1001
FCGR1C	11
HIST2H2BF	277
FAM91A2	69
FCGR1A	13
HIST2H3D	8
HIST2H4A	0
HIST2H4B	0
HIST2H3A	0
HIST2H3C	0
HIST2H2AA4	0
HIST2H2AA3	0
HIST2H2BC	70
HIST2H2BE	2394
HIST2H2AC	3
HIST2H2AB	2
BOLA1	459
SV2A	32630
SF3B4	4418
MTMR11	278
OTUD7B	1290
VPS45	6109
PLEKHO1	6085
ANP32E	2043
CA14	107
APH1A	7672
C1orf54	243
C1orf51	318
MRPS21	5220
PRPF3	5312
RPRD2	12196
TARS2	1963
ECM1	630
ADAMTSL4	190
MIR4257	7
MCL1	18553
ENSA	15587
GOLPH3L	1254
HORMAD1	4
CTSS	184
CTSK	843
ARNT	3877
SETDB1	7285
CERS2	3901
ANXA9	614
FAM63A	1573
PRUNE	3913
BNIPL	29
C1orf56	489
CDC42SE1	7696
MLLT11	70929
GABPB2	573
SEMA6C	11591
TNFAIP8L2	46
TNFAIP8L2-SCNM1	0
LYSMD1	2528
SCNM1	202
TMOD4	175
VPS72	7066
PIP5K1A	5268
PSMD4	8024
ZNF687	1819
PI4KB	6078
RFX5	2211
SELENBP1	193
PSMB4	8128
POGZ	26434
CGN	1052
TUFT1	1659
MIR554	7
SNX27	14423
CELF3	48727
RIIAD1	182
MRPL9	1882
OAZ3	231
TDRKH	3544
LINGO4	4
RORC	0
C2CD4D	10
LOC100132111	31
THEM5	25
THEM4	534
S100A10	601
S100A11	354
TCHHL1	0
TCHH	133
RPTN	0
HRNR	34
FLG	2597
FLG2	30
CRNN	0
LCE5A	2
CRCT1	0
LCE3E	0
LCE3D	0
LCE3C	0
LCE3B	0
LCE3A	0
LCE2D	0
LCE2C	0
LCE2B	0
LCE2A	0
LCE4A	0
C1orf68	2
KPRP	0
LCE1F	0
LCE1E	0
LCE1D	0
LCE1C	0
LCE1B	0
LCE1A	0
LCE6A	0
SMCP	0
IVL	0
SPRR4	2
SPRR1A	0
SPRR3	0
SPRR1B	1
SPRR2D	46
SPRR2A	4
SPRR2B	0
SPRR2E	2
SPRR2F	0
SPRR2C	0
SPRR2G	12
LELP1	2
PRR9	2
LOR	54
PGLYRP3	0
PGLYRP4	0
S100A9	6
S100A12	0
S100A8	8
S100A7A	0
S100A7L2	0
S100A7	0
S100A6	757
S100A5	0
S100A4	28
S100A3	0
S100A2	0
S100A16	461
S100A14	2
S100A13	189
S100A1	12
CHTOP	8274
SNAPIN	1395
ILF2	17557
NPR1	145
INTS3	10656
SLC27A3	1971
GATAD2B	20003
DENND4B	6537
CRTC2	2075
SLC39A1	2482
CREB3L4	477
JTB	3690
RAB13	1008
RPS27	34031
NUP210L	99
TPM3	29917
MIR190B	0
C1orf189	3
C1orf43	9789
UBAP2L	17516
HAX1	2808
AQP10	4
ATP8B2	5202
IL6R	176
SHE	463
TDRD10	55
UBE2Q1	8185
CHRNB2	8664
ADAR	27664
KCNN3	1683
PMVK	3165
PBXIP1	958
PYGO2	4116
SHC1	1584
CKS1B	345
MIR4258	0
FLAD1	2109
LENEP	5
ZBTB7B	90
DCST2	29
DCST1	15
LOC100505666	51
ADAM15	2301
EFNA4	38
EFNA3	3810
EFNA1	427
SLC50A1	580
DPM3	227
KRTCAP2	1273
TRIM46	9061
MUC1	93
MIR92B	2
THBS3	2437
MTX1	691
GBAP1	830
GBA	1015
FAM189B	2667
SCAMP3	3664
CLK2	3062
HCN3	7281
PKLR	6
FDPS	11753
RUSC1-AS1	312
RUSC1	19367
ASH1L	23077
MIR555	3
POU5F1P4	12
LOC645676	201
MSTO1	907
YY1AP1	8174
DAP3	6022
MSTO2P	753
GON4L	7326
SYT11	43760
RIT1	2818
KIAA0907	6778
SNORA42	5
SCARNA4	8
RXFP4	8
ARHGEF2	12917
SSR2	8929
UBQLN4	13944
LAMTOR2	1551
RAB25	52
MEX3A	28754
LMNA	2546
SEMA4A	4263
SLC25A44	5187
PMF1	379
PMF1-BGLAP	0
BGLAP	11
PAQR6	826
SMG5	9567
TMEM79	279
C1orf85	569
VHLL	20
CCT3	21690
C1orf182	63
RHBG	5
C1orf61	10013
MIR9-1	6
MEF2D	7828
IQGAP3	178
TTC24	0
APOA1BP	1544
GPATCH4	3233
HAPLN2	225
BCAN	3053
NES	11754
CRABP2	682
ISG20L2	3017
RRNAD1	825
MRPL24	1940
HDGF	13544
PRCC	6382
SH2D2A	71
NTRK1	22
INSRR	120
PEAR1	496
LRRC71	50
ARHGEF11	14103
MIR765	10
ETV3L	1
ETV3	886
CYCSP52	12
FCRL5	0
FCRL4	0
FCRL3	4
FCRL2	0
FCRL1	2
CD5L	0
KIRREL	1843
LOC646268	0
CD1D	114
CD1A	0
CD1C	4
CD1B	2
CD1E	0
OR10T2	0
OR10K2	0
OR10K1	0
OR10R2	0
OR6Y1	0
OR6P1	0
OR10X1	0
OR10Z1	0
SPTA1	23
OR6K2	0
OR6K3	0
OR6K6	0
OR6N1	0
OR6N2	0
MNDA	42
PYHIN1	4
IFI16	1081
AIM2	722
CADM3	26818
LOC100131825	381
DARC	1134
FCER1A	10
OR10J3	4
OR10J1	0
OR10J5	0
APCS	0
CRP	6
DUSP23	889
FCRL6	9
SLAMF8	510
C1orf204	1186
VSIG8	16
CCDC19	8
TAGLN2	1777
IGSF9	3808
SLAMF9	0
LOC100505633	22
PIGM	2357
KCNJ10	299
KCNJ9	2554
IGSF8	8642
ATP1A2	11158
ATP1A4	12
CASQ1	65
PEA15	26831
DCAF8	7486
PEX19	2747
COPA	21636
SUMO1P3	278
NCSTN	4421
NHLH1	90
VANGL2	18664
SLAMF6	1
CD84	90
SLAMF1	2
CD48	4
SLAMF7	0
LY9	0
CD244	2
