Geneid	HISAT2 on data 6 and data 5: aligned reads (BAM)
OR7E156P	0
PCDH9	5462
LINC00550	0
KLHL1	10682
ATXN8OS	39
DACH1	629
MZT1	3626
BORA	341
DIS3	6433
PIBF1	2080
KLF5	332
KLF12	14181
LINC00347	0
CTAGE11P	1
TBC1D4	2978
COMMD6	4865
UCHL3	1362
LMO7	26250
KCTD12	92103
BTF3P11	0
CLN5	1594
FBXL3	6790
MYCBP2	49806
SCEL	11
SLAIN1	8510
MIR3665	0
EDNRB	737
POU4F1	2
RNF219	8978
RBM26	9839
RBM26-AS1	264
NDFIP2	6830
SPRY2	5050
SLITRK1	4733
SLITRK6	155
MIR4500HG	224
MIR4500	8
SLITRK5	9360
MIR622	0
LINC00410	0
MIR17HG	643
MIR17	0
MIR18A	0
MIR19A	0
MIR20A	0
MIR19B1	0
MIR92A1	0
GPC5	27
GPC6	1338
DCT	6
TGDS	407
GPR180	2320
SOX21	90
ABCC4	819
CLDN10	60
DZIP1	12448
DNAJC3	3370
UGGT2	1994
HS6ST3	8730
OXGR1	44
MBNL2	2625
RAP2A	27023
IPO5	27240
FARP1	24833
RNF113B	3
MIR3170	0
STK24	6977
SLC15A1	6
DOCK9	36413
UBAC2-AS1	61
UBAC2	2351
MIR548AN	0
GPR18	8
GPR183	28
FKSG29	6
MIR623	1
TM9SF2	12045
CLYBL	210
MIR4306	2
ZIC5	502
ZIC2	1142
PCCA	1910
A2LD1	71
TMTC4	4573
NALCN	3136
ITGBL1	256
FGF14	3381
MIR2681	3
MIR4705	0
FGF14-IT1	32
LOC283481	42
TPP2	7538
METTL21C	4
CCDC168	34
TEX30	383
KDELC1	754
BIVM	4537
BIVM-ERCC5	0
ERCC5	218
METTL21CP1	21
SLC10A2	0
DAOA-AS1	0
DAOA	0
LINC00460	0
EFNB2	20216
ARGLU1	24482
FAM155A	7559
LIG4	3171
ABHD13	2684
TNFSF13B	22
MYO16	18714
IRS2	9462
COL4A1	12853
COL4A2	10289
RAB20	42
CARKD	6341
CARS2	3073
ING1	3210
LINC00346	114
ANKRD10	8078
ARHGEF7	28387
TEX29	10
SOX1	1273
SPACA7	0
TUBGCP3	3220
C13orf35	0
ATP11A	3598
MCF2L-AS1	400
MCF2L	22483
F7	111
F10	125
PROZ	46
PCID2	3244
CUL4A	7193
LAMP1	7919
GRTP1	36
ADPRHL1	209
DCUN1D2	1995
TMCO3	4773
TFDP1	6804
ATP4B	7
GRK1	30
LINC00552	6
FAM70B	49
GAS6	4579
FLJ41484	23
LOC100506394	90
FLJ44054	28
RASA3	3145
CDC16	5775
UPF3A	12425
CHAMP1	6632
OR11H12	0
LOC642426	0
POTEG	0
POTEM	0
OR11H2	0
OR4Q3	0
OR4M1	0
OR4N2	0
OR4K2	0
OR4K5	0
OR4K1	0
OR4K15	0
OR4K14	0
OR4K13	0
OR4L1	0
OR4K17	0
OR4N5	0
OR11G2	0
OR11H6	2
OR11H4	6
TTC5	2503
CCNB1IP1	3452
SNORD126	0
RPPH1	104
PARP2	5495
TEP1	1783
KLHL33	15
OSGEP	3719
APEX1	13974
TMEM55B	3978
PNP	260
RNASE10	0
RNASE9	0
RNASE11	0
RNASE12	0
OR6S1	0
ANG	19
RNASE4	87
EDDM3A	0
EDDM3B	0
RNASE6	30
RNASE1	689
RNASE3	0
ECRP	0
RNASE2	0
METTL17	2580
SLC39A2	4
NDRG2	7611
TPPP2	2
RNASE13	0
RNASE7	0
RNASE8	1
ARHGEF40	2999
ZNF219	1189
C14orf176	14
OR5AU1	0
LOC283624	19966
HNRNPC	47098
RPGRIP1	43
SUPT16H	23736
CHD8	18344
SNORD9	8
SNORD8	10
RAB2B	5470
TOX4	7433
METTL3	4272
SALL2	6846
OR10G3	0
OR10G2	0
OR4E2	0
DAD1	2331
ABHD4	753
OXA1L	3981
SLC7A7	154
MRPL52	2105
MMP14	1305
LRP10	525
REM2	266
RBM23	4471
PRMT5	5884
HAUS4	943
MIR4707	0
AJUBA	263
C14orf93	591
PSMB5	9253
PSMB11	0
CDH24	3064
ACIN1	19735
C14orf119	1273
CEBPE	2
SLC7A8	1219
HOMEZ	490
PPP1R3E	1925
BCL2L2-PABPN1	0
BCL2L2	4110
PABPN1	1052
SLC22A17	17312
EFS	2956
IL25	0
CMTM5	28
MYH6	0
MIR208A	0
MYH7	113
MIR208B	0
NGDN	2839
THTPA	1795
ZFHX2	4623
AP1G2	3812
JPH4	32064
DHRS2	12
C14orf165	0
C14orf167	744
DHRS4	130
DHRS4L2	185
DHRS4L1	72
LRRC16B	11321
CPNE6	2026
NRL	150
PCK2	177
DCAF11	7150
FITM1	36
PSME1	1826
FAM158A	684
PSME2	1514
RNF31	2738
IRF9	784
REC8	7085
IPO4	1902
TM9SF1	2111
TSSK4	731
CHMP4A	2788
MDP1	224
NEDD8-MDP1	0
NEDD8	1646
GMPR2	3521
TINF2	4471
TGM1	222
RABGGTA	1729
DHRS1	1684
C14orf21	2183
CIDEB	3010
LTB4R2	34
LTB4R	316
ADCY4	363
RIPK3	26
NFATC4	574
NYNRIN	12518
CBLN3	56
KHNYN	2383
SDR39U1	886
CMA1	1
CTSG	2
GZMH	0
GZMB	0
STXBP6	467
NOVA1	13102
MIR4307	0
LOC100505967	28
FOXG1	41725
C14orf23	6304
MIR548AI	0
PRKD1	914
G2E3	7438
SCFD1	5190
COCH	1700
LOC100506071	129
STRN3	6264
MIR624	0
AP4S1	3462
HECTD1	27995
HEATR5A	2614
C14orf126	2755
GPR33	0
NUBPL	1481
ARHGAP5-AS1	404
ARHGAP5	17185
AKAP6	25869
NPAS3	3280
EGLN3	495
SPTSSA	3228
EAPP	3001
SNX6	6754
CFL2	5693
BAZ1A	2392
IGBP1P1	15
SRP54	4712
FAM177A1	6355
PPP2R3C	3544
KIAA0391	2160
PSMA6	8005
NFKBIA	2028
INSM2	22
RALGAPA1	9456
BRMS1L	3023
MBIP	1979
SFTA3	2
NKX2-1	26
NKX2-8	0
PAX9	0
SLC25A21	24
MIR4503	0
LOC100129794	117
MIPOL1	584
FOXA1	4
SSTR1	2729
CLEC14A	409
LOC283547	20
SEC23A	11315
GEMIN2	1089
TRAPPC6B	8721
PNN	21464
MIA2	0
CTAGE5	1707
LOC100288846	22
FBXO33	1657
LRFN5	3754
FSCB	0
C14orf28	707
KLHL28	5605
FAM179B	4772
PRPF39	7384
SNORD127	12
FKBP3	9824
FANCM	643
MIS18BP1	842
RPL10L	0
MDGA2	3606
MIR548Y	0
LOC100506433	8
RPS29	19854
LRR1	175
RPL36AL	3543
MGAT2	3245
DNAAF2	2071
POLE2	226
KLHDC1	884
KLHDC2	7037
NEMF	7636
ARF6	11568
C14orf182	23
C14orf183	12
METTL21D	1128
SOS2	9363
L2HGDH	2205
ATP5S	954
CDKL1	891
MAP4K5	11833
ATL1	11137
SAV1	3974
NIN	20795
ABHD12B	8
PYGL	212
TRIM9	7947
TMX1	1702
LOC283553	0
FRMD6	1459
FRMD6-AS1	160
GNG2	92142
C14orf166	4819
NID2	2537
PTGDR	39
PTGER2	12
TXNDC16	5297
GPR137C	5675
ERO1L	3568
PSMC6	7429
STYX	3689
GNPNAT1	4254
FERMT2	10224
DDHD1	7396
BMP4	121
CDKN3	50
CNIH	4975
GMFB	20032
CGRRF1	628
SAMD4A	1590
GCH1	198
MIR4308	0
WDHD1	1195
SOCS4	5409
MAPK1IP1L	7899
LGALS3	293
DLGAP5	154
FBXO34	4706
ATG14	4346
TBPL2	0
KTN1-AS1	81
KTN1	18428
RPL13AP3	4
LINC00520	2
PELI2	7767
C14orf101	2581
OTX2	11
OTX2OS1	0
EXOC5	19813
MUDENG	4105
NAA30	8904
C14orf105	2
SLC35F4	74
C14orf37	5870
ACTR10	9932
PSMA3	4047
FLJ31306	8469
ARID4A	11141
TOMM20L	135
TIMM9	1522
KIAA0586	3294
DACT1	27183
DAAM1	25164
GPR135	480
C14orf149	309
JKAMP	2594
C14orf38	27
RTN1	114065
C14orf135	9076
DHRS7	1792
PPM1A	16757
C14orf39	6
SIX6	0
SIX1	106
SIX4	33
MNAT1	1042
TRMT5	3962
SLC38A6	674
TMEM30B	22
PRKCH	476
FLJ22447	9
HIF1A	12264
HIF1A-AS2	4
SNAPC1	625
SYT16	2250
FLJ43390	15893
KCNH5	1275
RHOJ	843
GPHB5	4
PPP2R5E	13059
WDR89	2375
SGPP1	2856
SYNE2	12063
ESR2	128
TEX21P	101
MTHFD1	4810
AKAP5	3032
ZBTB25	989
ZBTB1	4046
HSPA2	268
PPP1R36	6
PLEKHG3	769
SPTB	6125
CHURC1-FNTB	0
CHURC1	4686
GPX2	15
RAB15	15044
FNTB	141
MAX	5740
MIR4706	1
LOC100506321	16
MIR4708	0
FUT8	5743
LOC645431	17
LINC00238	2
GPHN	6953
FAM71D	42
MPP5	2265
ATP6V1D	7036
EIF2S1	9124
PLEK2	17
TMEM229B	5934
PLEKHH1	4124
PIGH	996
ARG2	4357
VTI1B	4419
RDH11	10455
RDH12	49
ZFYVE26	4809
RAD51B	70
ZFP36L1	2885
ACTN1	3026
DCAF5	12942
EXD2	7568
GALNTL1	2579
ERH	9019
SLC39A9	7464
PLEKHD1	80
C14orf162	884
KIAA0247	2976
LOC100289511	43
SRSF5	15504
SLC10A1	64
SMOC1	2948
SLC8A3	7596
ADAM21P1	8
SYNJ2BP-COX16	0
COX16	484
SYNJ2BP	6498
ADAM21	32
C14orf55	114
ADAM20	48
MED6	2139
TTC9	17007
MAP3K9	4991
PCNX	21219
SNORD56B	0
LOC145474	2
SIPA1L1	3295
RGS6	2389
DPF3	263
DCAF4	1615
ZFYVE1	4205
RBM25	20339
PSEN1	9971
PAPLN	693
NUMB	4356
HEATR4	407
C14orf169	1840
ACOT1	164
ACOT2	1177
ACOT4	80
ACOT6	6
DNAL1	6260
PNMA1	38951
C14orf43	4403
MIR4505	0
PTGR2	1378
ZNF410	3723
FAM161B	5033
COQ6	1487
ENTPD5	429
C14orf45	945
ALDH6A1	1087
LIN52	1761
VSX2	12
ABCD4	2977
VRTN	0
SYNDIG1L	104
NPC2	567
MIR4709	0
ISCA2	953
LTBP2	1409
KIAA0317	14426
FCF1	4056
YLPM1	25542
PROX2	501
DLST	8704
RPS6KL1	6216
PGF	169
EIF2B2	2310
MLH3	4392
ACYP1	2125
ZC2HC1C	169
NEK9	6114
TMED10	18018
FOS	2470
LOC731223	7
JDP2	336
BATF	2
FLVCR2	315
C14orf1	3843
TTLL5	3030
TGFB3	1444
IFT43	1170
C14orf118	4141
ESRRB	28
VASH1	37753
ANGEL1	3000
C14orf166B	3
IRF2BPL	10851
KIAA1737	9663
ZDHHC22	4548
TMEM63C	5196
NGB	517
MIR1260A	0
POMT2	3051
GSTZ1	155
TMED8	787
SAMD15	345
NOXRED1	166
C14orf133	3666
AHSA1	8786
ISM2	30
SPTLC2	6818
ALKBH1	1013
SLIRP	1481
SNW1	6910
C14orf178	16
ADCK1	794
NRXN3	3135
DIO2	1837
LOC100628307	6
CEP128	458
TSHR	25
GTF2A1	2956
SNORA79	2
STON2	397
SEL1L	16746
FLRT2	42872
LOC283585	1
GALC	3089
GPR65	10
LOC283587	0
KCNK10	4500
SPATA7	1843
PTPN21	3566
ZC3H14	7855
EML5	2497
TTC8	710
FOXN3	15460
LOC400236	45
PRO1768	3
EFCAB11	104
TDP1	2668
KCNK13	8
PSMC1	7368
C14orf102	1932
CALM1	287670
LOC400238	9
TTC7B	4417
RPS6KA5	2591
C14orf159	2049
SNORA11B	0
GPR68	648
CCDC88C	4897
SMEK1	9233
CATSPERB	1
TC2N	251
FBLN5	630
TRIP11	5324
ATXN3	2772
NDUFB1	3194
CPSF2	4929
SLC24A4	20
RIN3	70
LGMN	2189
GOLGA5	3759
CHGA	7220
ITPK1	9643
ITPK1-AS1	14
MOAP1	9843
C14orf109	1381
C14orf142	589
UBR7	6010
BTBD7	5748
UNC79	9743
COX8C	14
PRIMA1	2
FAM181A-AS1	32
FAM181A	48
ASB2	8
LINC00521	0
OTUB2	1061
DDX24	17314
IFI27L1	429
IFI27	411
IFI27L2	164
PPP4R4	44
SERPINA10	0
SERPINA6	0
SERPINA1	20
SERPINA11	0
SERPINA9	0
SERPINA12	0
SERPINA4	0
SERPINA5	6
SERPINA3	4
SERPINA13	0
GSC	0
DICER1	21221
MIR3173	1
DICER1-AS1	306
CLMN	348
LINC00341	117
C14orf49	113
SNHG10	403
SCARNA13	0
GLRX5	1915
TCL6	2
TCL1B	2
TCL1A	0
LOC100507043	2481
C14orf132	12574
BDKRB2	38
BDKRB1	4
ATG2B	8756
C14orf129	2224
AK7	34
PAPOLA	19995
VRK1	1183
LOC100129345	15
C14orf64	12
C14orf177	0
BCL11B	13626
SETD3	4358
CCNK	3068
CCDC85C	2262
HHIPL1	516
CYP46A1	828
EML1	24272
EVL	25491
DEGS2	46
YY1	6747
SLC25A29	6455
MIR345	2
SLC25A47	0
WARS	5601
WDR25	663
BEGAIN	2523
LINC00523	0
DLK1	8
MIR2392	0
MEG3	13982
MIR770	2379
MIR493	0
MIR337	0
MIR665	0
RTL1	9
MIR431	0
MIR433	0
MIR127	0
MIR432	0
MIR136	0
MEG8	47
SNORD113-1	1
SNORD113-2	10
SNORD113-4	1
SNORD113-5	0
SNORD113-6	2
SNORD113-7	0
SNORD113-9	1
SNORD114-1	3
SNORD114-2	3
SNORD114-3	5
SNORD114-4	0
SNORD114-5	2
SNORD114-6	3
SNORD114-7	1
SNORD114-8	2
SNORD114-9	1
SNORD114-10	12
SNORD114-11	3
SNORD114-12	0
SNORD114-13	2
SNORD114-14	0
SNORD114-15	1
SNORD114-16	0
SNORD114-17	3
SNORD114-18	1
SNORD114-19	0
SNORD114-20	2
SNORD114-21	0
SNORD114-22	0
SNORD114-23	3
SNORD114-24	3
SNORD114-25	1
SNORD114-26	2
SNORD114-27	0
SNORD114-28	3
SNORD114-29	0
SNORD114-30	0
SNORD114-31	2
MIR379	0
MIR411	0
MIR299	0
MIR380	0
MIR1197	0
MIR323A	0
MIR758	0
MIR329-1	0
MIR329-2	0
MIR494	0
MIR1193	0
MIR543	0
MIR495	0
MIR376C	0
MIR376A2	0
MIR654	0
MIR376B	0
MIR376A1	0
MIR300	0
MIR1185-1	0
MIR1185-2	0
MIR381	0
MIR487B	0
MIR539	0
MIR889	0
MIR655	0
MIR487A	0
MIR382	0
MIR134	0
MIR668	0
MIR485	0
MIR323B	0
MIR154	0
MIR496	0
MIR377	0
MIR541	1
MIR409	0
MIR412	0
MIR369	0
MIR410	3
MIR656	5
DIO3OS	0
MIR1247	0
DIO3	10
LINC00239	1
PPP2R5C	16521
DYNC1H1	138427
HSP90AA1	194984
WDR20	6029
MOK	4177
ZNF839	1842
CINP	1503
TECPR2	5995
ANKRD9	154
MIR4309	0
RCOR1	5509
TRAF3	7197
AMN	18
CDC42BPB	30113
EXOC3L4	5
TNFAIP2	1053
LOC100131366	4
EIF5	26354
SNORA28	8
MARK3	13832
CKB	26815
TRMT61A	1200
BAG5	8006
APOPT1	3036
KLC1	55545
XRCC3	824
ZFYVE21	2902
PPP1R13B	5340
LOC145216	15
C14orf2	4381
TDRD9	158
ASPG	14
MIR203	0
MIR3545	0
KIF26A	3198
C14orf180	3
TMEM179	659
MIR4710	2
INF2	3119
ADSSL1	120
SIVA1	593
AKT1	15992
ZBTB42	46
MGC23270	38
KIAA0284	12166
PLD4	37
AHNAK2	9969
C14orf79	1347
CDCA4	732
GPR132	176
JAG2	7119
NUDT14	1123
BRF1	7165
BTBD6	5507
PACS2	23752
TEX22	86
MTA1	9327
CRIP2	15738
CRIP1	101
C14orf80	559
TMEM121	593
ELK2AP	2
KIAA0125	2
ADAM6	1
LINC00226	0
LINC00221	0
CHEK2P2	2
HERC2P3	1024
GOLGA6L6	0
GOLGA8C	0
NBEAP1	2
POTEB	0
NF1P2	0
LOC348120	0
LOC646214	410
CXADRP2	7
LOC727924	0
OR4M2	0
OR4N4	0
OR4N3P	0
REREP3	1
MIR4509-1	0
MIR4509-2	0
MIR4509-3	0
GOLGA8DP	0
GOLGA6L1	0
TUBGCP5	1977
CYFIP1	8929
NIPA2	5115
NIPA1	14220
LOC283683	945
WHAMMP3	220
GOLGA8IP	0
HERC2P2	3933
HERC2P7	224
GOLGA8E	0
LOC653061	6
MIR4508	0
MKRN3	1003
MAGEL2	467
NDN	7206
PWRN2	19
PWRN1	210
C15orf2	180
SNRPN	247
SNURF	11
SNORD107	0
PAR-SN	621
PAR5	1154
SNORD64	0
SNORD108	0
SNORD109B	0
SNORD109A	0
SNORD116-1	9
SNORD116-2	6
SNORD116-3	0
SNORD116-9	0
SNORD116-4	49
SNORD116-7	0
SNORD116-5	0
SNORD116-6	0
SNORD116-8	2
SNORD116-10	0
SNORD116-11	0
SNORD116-12	1
SNORD116-13	3
SNORD116-14	3
SNORD116-15	4
SNORD116-16	0
SNORD116-19	0
SNORD116-17	0
SNORD116-18	2
SNORD116-20	20
SNORD116-21	46
SNORD116-22	3
SNORD116-23	1
SNORD116-24	14
SNORD116-25	3
SNORD116-26	5
SNORD116-27	18
SNORD116-28	6
SNORD116-29	2
IPW	2774
PAR1	72
SNORD115-1	0
SNORD115-2	0
SNORD115-3	0
SNORD115-4	3
SNORD115-5	0
SNORD115-10	0
SNORD115-9	0
SNORD115-12	0
SNORD115-6	0
SNORD115-7	0
SNORD115-8	0
SNORD115-11	0
SNORD115-29	0
SNORD115-36	0
SNORD115-43	0
SNORD115-13	17
SNORD115-14	1
SNORD115-16	0
SNORD115-19	0
SNORD115-17	0
SNORD115-18	0
SNORD115-15	0
SNORD115-21	0
SNORD115-20	3
SNORD115-22	4
PAR4	9
SNORD115-23	0
SNORD115-24	0
SNORD115-25	2
SNORD115-26	13
SNORD115-27	0
SNORD115-28	0
SNORD115-30	0
SNORD115-31	1
SNORD115-32	0
SNORD115-33	0
SNORD115-34	0
SNORD115-35	0
SNORD115-37	0
SNORD115-38	0
SNORD115-39	0
SNORD115-40	0
SNORD115-41	0
SNORD115-42	0
SNORD115-44	2
SNORD115-45	28
SNORD115-47	1
SNORD115-48	0
UBE3A	22667
ATP10A	329
MIR4715	0
LOC100128714	2
LOC503519	0
GABRB3	29517
GABRA5	3933
GABRG3	469
OCA2	419
HERC2	26268
GOLGA8G	0
GOLGA8F	0
HERC2P9	2373
WHAMMP2	122
LOC100289656	0
LOC646278	164
APBA2	13704
FAM189A1	6846
NDNL2	1770
TJP1	8607
ULK4P3	7
LOC653075	25
DKFZP434L187	6
CHRFAM7A	104
ULK4P2	0
ULK4P1	0
ARHGAP11B	63
LOC100288637	177
FAN1	4455
MTMR10	867
TRPM1	1
MIR211	0
LOC283710	123
KLF13	13916
OTUD7A	569
CHRNA7	222
LOC100288615	267
ARHGAP11A	900
SCG5	14832
GREM1	3151
FMN1	146
TMCO5B	0
RYR3	7456
AVEN	879
CHRM5	6
C15orf24	2497
PGBD4	440
C15orf29	6074
TMEM85	3816
SLC12A6	10514
NOP10	1657
C15orf55	0
LPCAT4	4394
GOLGA8A	8179
MIR1233-1	0
MIR1233-2	0
GOLGA8B	7621
GJD2	82
ACTC1	14
AQR	4429
ZNF770	21200
ANP32AP1	614
ATPBD4	241
MIR3942	0
LOC100507466	17
MIR4510	0
C15orf41	1380
CSNK1A1P1	11
LOC145845	7
MEIS2	24383
TMCO5A	0
SPRED1	11154
FAM98B	5514
RASGRP1	2383
C15orf53	2
C15orf54	4
THBS1	29743
FSIP1	574
GPR176	2890
EIF2AK4	5329
SRP14	11201
LOC100131089	312
BMF	390
BUB1B	242
PAK6	6077
C15orf56	1
ANKRD63	25
PLCB2	701
C15orf52	408
PHGR1	2
DISP2	9358
C15orf23	1945
IVD	3496
BAHD1	5389
CHST14	318
MRPL42P5	195
C15orf57	1998
RPUSD2	856
CASC5	270
LOC100505648	597
RAD51	134
FAM82A2	3062
GCHFR	371
DNAJC17	1186
C15orf62	781
ZFYVE19	2107
PPP1R14D	29
SPINT1	86
RHOV	1498
VPS18	3395
DLL4	488
CHAC1	578
INO80	4522
EXD1	4
CHP	8279
OIP5-AS1	17942
OIP5	135
NUSAP1	653
NDUFAF1	1325
RTF1	19408
ITPKA	42
LTK	25
RPAP1	3281
TYRO3	5175
MGA	12297
MIR626	0
MAPKBP1	14829
JMJD7-PLA2G4B	0
JMJD7	912
PLA2G4B	184
SPTBN5	235
MIR4310	0
EHD4	364
PLA2G4E	0
PLA2G4D	2
PLA2G4F	0
VPS39	14030
MIR627	0
TMEM87A	4605
GANC	677
CAPN3	185
ZFP106	10595
SNAP23	1534
LRRC57	2023
HAUS2	4060
STARD9	3105
CDAN1	2780
TTBK2	4885
UBR1	7800
TMEM62	2087
CCNDBP1	2077
EPB42	16
TGM5	0
TGM7	0
LCMT2	1688
ADAL	780
ZSCAN29	5139
TUBGCP4	5751
TP53BP1	22789
MAP1A	29381
PPIP5K1	1136
CKMT1B	629
STRC	105
CATSPER2	415
CKMT1A	255
CATSPER2P1	48
PDIA3	11940
ELL3	114
SERF2	2605
SERF2-C15ORF63	0
MIR1282	0
SERINC4	251
C15orf63	10
MFAP1	4795
WDR76	1343
FRMD5	1511
LOC728758	63
CASC4	17867
CTDSPL2	8395
LOC645212	1198
EIF3J	10525
SPG11	7202
PATL2	3
B2M	3868
TRIM69	233
C15orf43	0
SORD	608
DUOX2	4
DUOXA2	2
DUOXA1	4
DUOX1	1069
SHF	5784
SLC28A2	45
GATM	2830
LOC145663	10
SPATA5L1	1150
C15orf48	4
MIR147B	0
SLC30A4	3350
HMGN2P46	14
PLDN	12890
SQRDL	103
SEMA6D	12812
SLC24A5	1178
MYEF2	17825
CTXN2	146
SLC12A1	60
DUT	4131
FBN1	4468
CEP152	394
SHC4	843
EID1	32306
SECISBP2L	27722
COPS2	9282
GALK2	1266
LOC100306975	6
MIR4716	0
C15orf33	98
FGF7	15
DTWD1	1946
ATP8B4	64
SLC27A2	54
HDC	1
GABPB1	2126
FLJ10038	5352
LOC100129387	4402
MIR4712	275
USP8	4073
USP50	9
TRPM7	4871
SPPL2A	1506
AP4E1	2174
LOC100132724	22
TNFAIP8L3	182
CYP19A1	6
MIR4713	0
GLDN	135
DMXL2	19647
SCG3	19925
LYSMD2	1327
TMOD2	92812
TMOD3	10641
LEO1	5228
MAPK6	16719
BCL2L10	34
GNB5	4423
MYO5C	375
MIR1266	0
MYO5A	64289
ARPP19	24340
FAM214A	2810
ONECUT1	2
WDR72	8
UNC13C	2647
RSL24D1	12095
RAB27A	492
PIGB	611
CCPG1	2201
DYX1C1-CCPG1	0
MIR628	106
FLJ27352	128
DYX1C1	91
PYGO1	1843
PRTG	698
NEDD4	528
RFX7	15290
TEX9	204
MNS1	161
ZNF280D	10683
LOC145783	1176
TCF12	9011
LOC283663	183
CGNL1	2774
GCOM1	0
MYZAP	51
POLR2M	1580
ALDH1A2	508
AQP9	0
LIPC	0
ADAM10	10239
HSP90AB4P	8
FAM63B	3906
SLTM	11260
RNF111	8156
CCNB2	210
MYO1E	1199
MIR2116	0
LDHAL6B	7
FAM81A	9566
GCNT3	1
GTF2A2	2291
BNIP2	2925
FOXB1	0
ANXA2	1861
NARG2	3006
RORA	1171
VPS13C	18057
C2CD4A	7
C2CD4B	24
MGC15885	2
TLN2	13835
MIR190A	1
TPM1	14032
LACTB	1233
RPS27L	845
RAB8B	10490
APH1B	3278
CA12	1364
USP3	5445
LOC100130855	124
FBXL22	94
HERC1	38172
DAPK2	76
FAM96A	936
SNX1	9635
SNX22	441
PPIB	4961
CSNK1G1	7457
KIAA0101	122
TRIP4	3141
ZNF609	20422
OAZ2	9145
RBPMS2	85
MIR1272	0
PIF1	69
PLEKHO2	837
ANKDD1A	1931
SPG21	3541
MTFMT	973
OSTBETA	9
RASL12	172
KBTBD13	0
UBAP1L	300
PDCD7	2525
CLPX	5311
CILP	172
PARP16	1603
IGDCC3	3239
IGDCC4	4195
DPP8	3135
PTPLAD1	14771
C15orf44	1978
SLC24A1	553
DENND4A	4805
MIR4511	0
RAB11A	30630
MEGF11	1102
MIR4311	0
DIS3L	3646
TIPIN	641
SCARNA14	0
MAP2K1	4166
SNAPC5	719
RPL4	152763
SNORD18C	43
SNORD18B	25
SNORD16	32
SNORD18A	8
ZWILCH	3870
LCTL	22
SMAD6	209
SMAD3	1938
AAGAB	4209
IQCH	125
LOC100506686	274
C15orf61	405
MAP2K5	1842
SKOR1	143
PIAS1	2894
CALML4	1578
CLN6	911
FEM1B	9252
ITGA11	320
CORO2B	13047
ANP32A	23090
MIR4312	3
ANP32A-IT1	107
MIR548H4	33
SPESP1	91
NOX5	17
LINC00277	69
GLCE	5297
PAQR5	150
KIF23	313
RPLP1	29061
LOC145837	45
C15orf50	2
TLE3	18485
MIR629	0
UACA	11974
LARP6	4715
THAP10	665
LRRC49	6079
CT62	18
THSD4	431
NR2E3	34
MYO9A	11109
SENP8	371
GRAMD2	43
PKM2	33915
PARP6	18722
CELF6	5083
HEXA	2519
C15orf34	10
TMEM202	0
ARIH1	12661
MIR630	84
GOLGA6B	2
HIGD2B	0
BBS4	1773
ADPGK	1749
LOC100287559	71
NEO1	61865
HCN4	4547
C15orf60	4
NPTN	13979
CD276	6017
C15orf59	2644
TBC1D21	2
LOC100287616	69
LOXL1	152
STOML1	3488
PML	2526
GOLGA6A	4
LOC283731	1261
ISLR2	66809
ISLR	2456
STRA6	409
CCDC33	47
CYP11A1	5
LOC729739	0
SEMA7A	8310
UBL7	2860
LOC440288	162
ARID3B	1307
CLK3	2310
EDC3	7288
CYP1A1	152
CYP1A2	2
CSK	7455
MIR4513	7
LMAN1L	27
CPLX3	177
ULK3	8915
SCAMP2	845
MPI	1998
C15orf17	11540
COX5A	5098
RPP25	714
SCAMP5	23613
PPCDC	192
C15orf39	208
GOLGA6C	0
GOLGA6D	0
COMMD4	1147
NEIL1	3141
MIR631	194
MAN2C1	5450
SIN3A	7020
PTPN9	7637
SNUPN	2218
IMP3	2483
SNX33	266
CSPG4	1295
ODF3L1	3
DNM1P35	94
MIR4313	0
UBE2Q2	7330
FBXO22	1973
FBXO22-AS1	0
NRG4	256
C15orf27	562
ETFA	2348
TYRO3P	5
ISL2	0
SCAPER	12294
RCN2	7106
PSTPIP1	8
TSPAN3	18176
PEAK1	4518
C15orf5	0
HMG20A	9005
LINGO1	20437
LOC253044	3
LOC645752	11
LOC91450	4
TBC1D2B	2321
SH2D7	279
CIB2	2238
IDH3A	5573
ACSBG1	146
DNAJA4	7598
WDR61	2927
CRABP1	654
IREB2	14507
AGPHD1	19
PSMA4	8112
CHRNA5	228
CHRNA3	89
CHRNB4	241
LOC646938	2
ADAMTS7	3510
MORF4L1	49310
CTSH	207
RASGRF1	1783
LOC729911	6
MIR184	0
ANKRD34C	6
TMED3	1923
KIAA1024	581
ST20-MTHFS	0
MTHFS	18
ST20	201
C15orf37	156
BCL2A1	0
ZFAND6	4431
FAH	63
LOC283688	0
ARNT2	23811
FAM108C1	3662
KIAA1199	857
MIR549	0
MESDC2	2839
MIR4514	0
MESDC1	1853
C15orf26	19
IL16	1127
STARD5	235
TMC3	139
MEX3B	14341
EFTUD1	3622
FAM154B	800
LOC390660	46
GOLGA6L10	110
UBE2Q2P3	3
UBE2Q2P2	9
GOLGA6L9	304
LOC440297	296
LOC727849	84
AGSK1	3
RPS17L	0
RPS17	0
CPEB1	61
LOC283692	135
AP3B2	14278
LOC338963	16
LOC283693	16
SCARNA15	129
FSD2	23
WHAMM	1020
HOMER2	1649
FAM103A1	338
C15orf40	1144
BTBD1	17045
MIR4515	0
TM6SF1	5016
HDGFRP3	31200
BNC1	14
SH3GL3	9673
ADAMTSL3	5380
LOC648809	180
LOC100505679	97
LOC440300	918
LOC388152	541
DNM1P41	90
GOLGA6L5	747
