Geneid	HISAT2 on data 2 and data 1: aligned reads (BAM)
AMIGO2	357
MIR4698	0
LOC100233209	10
FAM113B	47
RPAP3	2134
ENDOU	5
RAPGEF3	1085
SLC48A1	1702
HDAC7	5296
VDR	0
TMEM106C	2843
COL2A1	38
SENP1	2525
PFKM	14247
ASB8	3902
C12orf68	3176
OR10AD1	6
H1FNT	30
ZNF641	5156
ANP32D	0
C12orf54	2
OR8S1	4
LALBA	2
KANSL2	3604
SNORA34	5
MIR1291	0
SNORA2A	31
SNORA2B	3
CCNT1	5128
LOC255411	0
ADCY6	9194
MIR4701	3
CACNB3	11227
DDX23	11213
RND1	2761
CCDC65	659
FKBP11	1039
ARF3	24862
WNT10B	364
WNT1	12
DDN	1110
PRKAG1	2449
MLL2	13896
RHEBL1	52
DHH	18
LMBR1L	7987
TUBA1B	68639
TUBA1A	313443
TUBA1C	9567
PRPH	12
TROAP	1106
C1QL4	10
DNAJC22	8
SPATS2	7216
LOC100335030	68
KCNH3	3858
MCRS1	3264
FAM186B	105
PRPF40B	2296
FMNL3	3450
TMBIM6	22951
NCKAP5L	5021
LOC100286844	315
BCDIN3D	552
FAIM2	9476
LOC283332	10
AQP2	0
AQP5	33
AQP6	37
RACGAP1	4151
ACCN2	13815
SMARCD1	11290
GPD1	407
COX14	531
CERS5	7264
LIMA1	1704
MIR1293	0
FAM186A	9
LARP4	5217
DIP2B	12768
ATF1	1200
TMPRSS12	5
METTL7A	1447
HIGD1C	6
SLC11A2	6729
LETMD1	4626
CSRNP2	17069
TFCP2	4995
POU6F1	7102
DAZAP2	6947
SMAGP	58
BIN2	108
CELA1	0
GALNT6	27
SLC4A8	5022
SCN8A	7384
FIGNL2	102
ANKRD33	2
ACVRL1	484
ACVR1B	13345
GRASP	183
NR4A1	1036
C12orf44	1520
KRT80	0
LOC283403	0
LOC283404	0
KRT7	0
KRT81	0
KRT86	21
KRT83	0
KRT85	0
KRT84	0
KRT82	0
KRT75	0
KRT6B	0
KRT6C	0
KRT6A	0
KRT5	4
KRT71	0
KRT74	0
KRT72	0
KRT73	0
KRT2	0
KRT1	19
KRT77	0
KRT76	0
KRT3	0
KRT4	0
KRT79	0
KRT78	0
KRT8	0
KRT18	39
EIF4B	61585
LOC283335	235
TENC1	3644
SPRYD3	4590
IGFBP6	146
SOAT2	0
CSAD	10815
ZNF740	5279
ITGB7	21
RARG	622
MFSD5	962
ESPL1	1569
PFDN5	13272
C12orf10	2822
AAAS	3824
SP7	10
SP1	5131
AMHR2	0
PRR13	899
PCBP2	36511
MAP3K12	5625
TARBP2	1991
NPFF	218
ATF7	4003
LOC100652999	7
ATP5G2	7099
CALCOCO1	14546
HOXC13	0
HOXC12	0
HOTAIR	0
HOXC11	0
HOXC10	0
MIR196A2	0
HOXC9	0
HOXC8	0
HOXC5	0
HOXC4	0
HOXC6	0
MIR615	0
FLJ12825	6
LOC100240735	0
LOC100240734	0
LOC400043	87
SMUG1	1733
CBX5	33494
MIR3198-2	0
HNRNPA1	4203
HNRNPA1P10	0
NFE2	26
COPZ1	7898
MIR148B	0
GPR84	12
ZNF385A	614
ITGA5	489
GTSF1	2
NCKAP1L	170
PDE1B	971
PPP1R1A	861
GLYCAM1	0
LACRT	0
DCD	0
MUCL1	0
KIAA0748	4
NEUROD4	1488
OR9K2	0
OR10A7	0
OR6C74	0
OR6C6	0
OR6C1	0
OR6C3	0
OR6C75	0
OR6C65	0
OR6C76	0
OR6C2	0
OR6C70	0
OR6C68	0
OR6C4	0
OR10P1	0
METTL7B	0
ITGA7	2040
BLOC1S1	252
BLOC1S1-RDH5	0
RDH5	134
CD63	5541
GDF11	2667
SARNP	3504
ORMDL2	457
DNAJC14	4025
TMEM198B	1269
MMP19	7
WIBG	1094
DGKA	436
PMEL	10
CDK2	1956
RAB5B	12822
SUOX	997
IKZF4	3661
RPS26	12059
ERBB3	149
PA2G4	10849
RPL41	20479
ZC3H10	840
ESYT1	1881
MYL6B	5956
MYL6	16850
SMARCC2	30425
RNF41	6872
OBFC2B	1645
SLC39A5	20
ANKRD52	10475
COQ10A	855
CS	15448
CNPY2	2835
PAN2	4728
IL23A	8
STAT2	7825
APOF	0
TIMELESS	3491
MIP	8
SPRYD4	417
GLS2	963
RBMS2	1415
BAZ2A	10181
ATP5B	35008
SNORD59B	25
SNORD59A	36
PTGES3	18538
NACA	38993
PRIM1	1531
HSD17B6	48
SDR9C7	22
RDH16	47
GPR182	11
ZBTB39	2371
TAC3	80
MYO1A	3
TMEM194A	3717
NAB2	4340
STAT6	368
LRP1	38355
MIR1228	0
NXPH4	1299
SHMT2	3422
NDUFA4L2	586
STAC3	391
R3HDM2	15830
INHBC	5
INHBE	6
GLI1	226
ARHGAP9	42
MARS	9867
DDIT3	353
MBD6	4202
DCTN2	12435
KIF5A	31824
PIP4K2C	3033
DTX3	11325
ARHGEF25	7026
SLC26A10	4631
B4GALNT1	8689
OS9	13327
AGAP2	17395
LOC100130776	118
TSPAN31	1526
CDK4	4639
MARCH9	2549
CYP27B1	102
METTL1	347
METTL21B	355
TSFM	1709
AVIL	793
CTDSP2	12818
MIR26A2	2
LOC100506844	465
XRCC6BP1	170
LRIG3	897
SLC16A7	823
FAM19A2	2808
USP15	7782
MON2	8420
C12orf61	64
MIRLET7I	19
PPM1H	1159
AVPR1A	778
DPY19L2	3795
TMEM5	751
SRGAP1	26707
C12orf66	282
C12orf56	5
XPOT	7402
TBK1	1904
RASSF3	370
MIR548C	0
MIR548Z	0
GNS	4533
TBC1D30	8901
FLJ41278	410
WIF1	127
LEMD3	6579
MSRB3	416
RPSAP52	5
HMGA2	358
LLPH	1652
TMBIM4	1888
IRAK3	491
HELB	692
GRIP1	6407
CAND1	24444
DYRK2	14335
IFNG	0
IL26	0
IL22	0
MDM1	1270
RAP1B	2738
SNORA70G	2
LOC100507250	6
NUP107	3573
SLC35E3	1492
MDM2	7207
CPM	55
CPSF6	21747
MIR1279	0
LYZ	12
YEATS4	1700
FRS2	5901
MIR3913-1	0
MIR3913-2	0
CCT2	16709
LRRC10	0
BEST3	3
RAB3IP	2816
CNOT2	7965
KCNMB4	5135
PTPRB	630
PTPRR	280
TSPAN8	0
LGR5	8
ZFC3H1	8586
THAP2	3812
TMEM19	3555
RAB21	3039
TBC1D15	3292
MRS2P2	10
TPH2	4
LOC283392	124
TRHDE	116
LOC100507377	0
ATXN7L3B	23301
KCNC2	365
CAPS2	85
GLIPR1L1	6
GLIPR1L2	77
GLIPR1	175
KRR1	1855
PHLDA1	10315
NAP1L1	29782
BBS10	2989
OSBPL8	14398
ZDHHC17	12220
CSRP2	13790
E2F7	1248
NAV3	18734
SYT1	27588
MIR1252	0
PAWR	367
PPP1R12A	9391
OTOGL	12
PTPRQ	10
MYF6	5
MYF5	0
LIN7A	1121
MIR617	0
MIR618	0
ACSS3	202
MIR4699	0
PPFIA2	13868
CCDC59	816
C12orf26	123
TMTC2	3507
SLC6A15	6610
TSPAN19	5
LRRIQ1	148
ALX1	0
RASSF9	0
NTS	0
MGAT4C	462
MIR548AL	0
MKRN9P	10
C12orf50	5
C12orf29	1518
CEP290	4939
TMTC3	1943
KITLG	3104
LOC728084	1
DUSP6	983
POC1B	648
POC1B-GALNT4	0
GALNT4	24
ATP2B1	17088
LOC338758	469
C12orf37	0
C12orf12	0
EPYC	0
KERA	28
LUM	203
DCN	1547
LOC256021	42
BTG1	5913
CLLU1OS	0
CLLU1	0
C12orf74	0
PLEKHG7	0
EEA1	3494
LOC643339	0
NUDT4	134
NUDT4P1	0
UBE2N	11187
MRPL42	3500
LOC144481	49
SOCS2	787
CRADD	263
PLXNC1	3844
CCDC41	765
LOC144486	34
TMCC3	619
MIR492	0
KRT19P2	0
NDUFA12	2057
NR2C1	1554
FGD6	2273
VEZT	9742
MIR331	9
MIR3685	141
METAP2	6335
USP44	97
NTN4	1729
SNRPF	2525
CCDC38	24
AMDHD1	3
HAL	0
LTA4H	3367
ELK3	290
CDK17	5622
NEDD1	1266
RMST	43
MIR1251	0
MIR135A2	1
MIR4303	0
SLC9A7P1	75
LOC643770	4
LOC100128191	155
TMPO	13505
SLC25A3	12924
SNORA53	29
IKBIP	372
APAF1	7248
ANKS1B	9142
FAM71C	11
UHRF1BP1L	4843
GOLGA2P5	133
MIR1827	0
ACTR6	3085
DEPDC4	55
SCYL2	7753
SLC17A8	37
NR1H4	2
GAS2L3	1048
ANO4	1677
SLC5A8	34
UTP20	3349
ARL1	2601
SPIC	0
MYBPC1	277
CHPT1	1106
SYCP3	186
GNPTAB	17182
DRAM1	56
CCDC53	1119
NUP37	385
PARPBP	271
PMCH	4
IGF1	390
LINC00485	0
PAH	4
ASCL1	3738
C12orf42	10
STAB2	30
NT5DC3	2053
GNN	24
HSP90B1	18429
MIR3652	0
C12orf73	1010
TDG	5476
GLT8D2	542
HCFC2	5968
NFYB	4984
TXNRD1	9116
EID3	132
CHST11	8883
MIR3922	0
SLC41A2	1907
C12orf45	560
ALDH1L2	2692
KIAA1033	5152
APPL2	5585
C12orf75	1179
NUAK1	15017
CKAP4	3471
TCP11L2	624
POLR3B	1469
LOC100287944	12
RFX4	705
LOC100505978	11
RIC8B	3274
C12orf23	2694
MTERFD3	911
CRY1	3189
BTBD11	16
PWP1	5650
PRDM4	4588
ASCL4	0
LOC728739	1
WSCD2	576
CMKLR1	75
FICD	206
SART3	7952
ISCU	1928
TMEM119	144
SELPLG	210
CORO1C	20489
SSH1	6367
DAO	38
SVOP	4044
LOC100131733	6
USP30	3059
ALKBH2	1487
UNG	3912
ACACB	1403
FOXN4	1457
MYO1H	159
KCTD10	7624
UBE3B	4895
MMAB	1351
MVK	1189
C12orf34	207
MGC14436	4
TRPV4	28
MIR4497	0
GLTP	1290
TCHP	1882
GIT2	4706
ANKRD13A	2442
C12orf76	2494
IFT81	3533
ATP2A2	34167
ANAPC7	5950
ARPC3	5944
GPN3	1087
FAM216A	1443
VPS29	4213
RAD9B	37
PPTC7	1758
TCTN1	1072
HVCN1	424
PPP1CC	10975
CCDC63	0
MYL2	0
LOC100131138	167
CUX2	25793
FAM109A	1792
SH2B3	1460
ATXN2	6965
BRAP	3405
ACAD10	2125
ALDH2	5152
C12orf47	1324
MAPKAPK5	2441
ADAM1	1965
TMEM116	516
ERP29	5668
NAA25	4841
TRAFD1	5465
C12orf51	40024
RPL6	53544
PTPN11	17441
RPH3A	463
OAS1	22
OAS3	508
OAS2	86
DTX1	6046
RASAL1	329
CCDC42B	15
DDX54	2571
C12orf52	958
IQCD	165
TPCN1	1799
SLC24A6	974
PLBD2	3150
SDS	18
SDSL	48
LHX5	0
RBM19	5162
TBX5	0
LOC255480	0
TBX3	223
MED13L	32890
MIR620	0
MIR4472-2	0
LINC00173	111
MAP1LC3B2	433
C12orf49	3529
RNFT2	1977
HRK	0
FBXW8	3113
TESC	65
FBXO21	11432
NOS1	46
KSR2	420
RFC5	2345
WSB2	18615
VSIG10	1017
PEBP1	25155
TAOK3	6690
SUDS3	6996
SRRM4	23047
HSPB8	14
LOC144742	0
CCDC60	0
TMEM233	0
PRKAB1	2762
CIT	1984
MIR1178	0
CCDC64	5297
RAB35	7383
GCN1L1	12803
MIR4498	0
RPLP0	70664
LOC100506649	98
PXN	2251
SIRT4	284
PLA2G1B	24
MSI1	7459
COX6A1	5889
TRIAP1	1230
GATC	5075
SRSF9	3429
DYNLL1	14949
LOC100506668	1259
COQ5	1189
RNF10	13159
POP5	1383
CABP1	806
MLEC	8779
UNC119B	3419
MIR4700	0
ACADS	211
SPPL3	7201
HNF1A-AS1	0
HNF1A	182
C12orf43	1335
OASL	4
P2RX7	277
P2RX4	531
CAMKK2	14845
ANAPC5	9301
RNF34	4156
KDM2B	14562
ORAI1	331
MORN3	511
TMEM120B	4656
RHOF	19
LOC338799	3702
SETD1B	8561
HPD	2
PSMD9	1518
WDR66	282
BCL7A	19300
MLXIP	6289
LRRC43	35
IL31	0
B3GNT4	375
DIABLO	2887
VPS33A	2314
CLIP1	10710
LOC100507066	5
ZCCHC8	3644
RSRC2	9140
KNTC1	2469
HCAR2	5
HCAR3	0
HCAR1	18
DENR	5097
CCDC62	215
HIP1R	17950
VPS37B	5161
ABCB9	2588
OGFOD2	939
ARL6IP4	4091
PITPNM2	6164
MIR4304	0
LOC100507091	6
MPHOSPH9	2021
C12orf65	1883
CDK2AP1	7368
SBNO1	11413
SETD8	3340
RILPL2	232
SNRNP35	1538
RILPL1	2024
MIR3908	0
TMED2	9314
DDX55	3933
EIF2B1	4010
GTF2H3	1879
TCTN2	2065
ATP6V0A2	5252
DNAH10	6149
CCDC92	5146
ZNF664	13899
ZNF664-FAM101A	32
FAM101A	11
NCOR2	17990
SCARB1	3119
UBC	58406
DHX37	2350
BRI3BP	451
AACS	4888
TMEM132B	17421
LOC400084	14
LOC100128554	8
LOC387895	8
LOC100507206	720
LOC440117	0
FLJ37505	0
TMEM132C	354
MIR3612	0
SLC15A4	1645
GLT1D1	878
TMEM132D	1341
LOC100190940	3
FLJ31485	12
FZD10	42
PIWIL1	3
RIMBP2	8132
STX2	5262
RAN	12953
GPR133	194
LOC116437	4
SFSWAP	6070
MMP17	1859
ULK1	12275
PUS1	913
EP400	12951
SNORA49	0
EP400NL	352
DDX51	4426
NOC4L	1424
GALNT9	143
LOC100130238	15
FBRSL1	7693
LOC100507055	16
P2RX2	6
POLE	9971
PXMP2	552
PGAM5	3264
ANKLE2	6480
GOLGA3	12211
CHFR	4633
ZNF605	4471
ZNF26	22
ZNF84	260
ZNF140	2343
ZNF10	2578
ZNF268	2909
LOC647589	0
ANKRD20A9P	50
LINC00442	0
PHF2P1	0
TUBA3C	0
ANKRD26P3	0
LINC00421	0
TPTE2	57
MPHOSPH8	9055
PSPC1	6496
ZMYM5	2087
ZMYM2	18429
GJA3	2
GJB2	45
GJB6	32
CRYL1	507
MIR4499	1
IFT88	1110
IL17D	390
N6AMT2	426
XPO4	4169
LATS2	1262
SAP18	5624
SKA3	697
MRP63	1922
ZDHHC20	4727
EFHA1	4105
FGF9	2604
BASP1P1	2
SGCG	157
SACS	18424
LINC00327	26
TNFRSF19	1033
MIPEP	517
C1QTNF9B-AS1	5
C1QTNF9B	1
SPATA13	3971
MIR2276	0
C1QTNF9	4
PARP4	1154
TPTE2P6	104
ATP12A	7
RNF17	1412
CENPJ	3424
TPTE2P1	1684
PABPC3	172
FAM123A	5863
MTMR6	5667
NUPL1	6801
ATP8A2	4115
SHISA2	1617
RNF6	1938
CDK8	1658
WASF3	5609
GPR12	13025
USP12	5123
RPL21	0
RPL21P28	0
SNORD102	53
SNORA27	38
RASL11A	93
GTF3A	4643
MTIF3	1536
LNX2	1145
POLR1D	5660
GSX1	7
PDX1	0
ATP5EP2	1
CDX2	0
PRHOXNB	0
FLT3	45
PAN3-AS1	241
PAN3	5924
FLT1	1652
POMP	3678
SLC46A3	243
MTUS2	1021
LOC728437	31
SLC7A1	6601
UBL3	7609
LOC440131	0
KATNAL1	6547
LINC00426	15
HMGB1	37625
USPL1	3848
ALOX5AP	44
TEX26-AS1	20
C13orf33	27
TEX26	44
HSPH1	16483
B3GALTL	468
RXFP2	2
EEF1DP3	83
FRY	10775
ZAR1L	0
BRCA2	885
N4BP2L1	568
N4BP2L2	6462
CG030	513
PDS5B	11788
KL	181
STARD13	2287
RFC3	1365
NBEA	36957
MAB21L1	30
MIR548F5	2
DCLK1	46641
SOHLH2	0
CCDC169-SOHLH2	0
CCDC169	17
SPG20	2810
SPG20OS	9
CCNA1	811
SERTM1	46
RFXAP	1097
SMAD9	5327
ALG5	785
EXOSC8	2307
FAM48A	5805
CSNK1A1L	7
LINC00547	0
POSTN	79
TRPC4	457
UFM1	7270
FREM2	639
STOML3	10
PROSER1	5718
NHLRC3	2794
LHFP	2571
COG6	2231
MIR4305	0
LINC00548	0
TTL	10173
FOXO1	369
MIR320D1	6
MRPS31	1554
SLC25A15	986
LOC100616668	185
MIR621	0
SUGT1P3	28
ELF1	451
WBP4	1728
KBTBD6	10356
KBTBD7	3010
MTRF1	708
NAA16	3549
OR7E37P	0
C13orf15	441
KIAA0564	1342
LOC100507240	16
DGKH	242
AKAP11	20257
TNFSF11	2
FAM216B	0
EPSTI1	32
DNAJC15	2180
ENOX1	2680
CCDC122	45
LACC1	204
LINC00284	1
SERP2	1709
TSC22D1	36087
TSC22D1-AS1	555
LINC00330	0
NUFIP1	1536
KIAA1704	1903
GTF2F2	1556
KCTD4	46
TPT1	78190
SNORA31	37
TPT1-AS1	1350
SLC25A30	1503
COG3	4183
FAM194B	14
SPERT	0
SIAH3	1253
ZC3H13	16053
LOC100509894	364
CPB2	15
LCP1	276
KIAA0226L	152
LRCH1	6157
ESD	5688
HTR2A	322
SUCLA2	3456
NUDT15	1040
MED4	2840
ITM2B	9806
RB1	4169
LPAR6	337
RCBTB2	5570
CYSLTR2	54
FNDC3A	8171
MLNR	2
CDADC1	1100
CAB39L	2998
SETDB2	1622
PHF11	350
RCBTB1	5718
ARL11	4
EBPL	909
KPNA3	9375
CTAGE10P	4
SPRYD7	1472
DLEU2	317
MIR3613	11
TRIM13	9504
KCNRG	50
MIR16-1	0
MIR15A	0
DLEU1	155
ST13P4	100
DLEU7	268
RNASEH2B	1747
GUCY1B2	96
FAM124A	4213
SERPINE3	53
INTS6	3943
MIR4703	0
WDFY2	1652
DHRS12	533
LINC00282	199
CCDC70	0
ATP7B	2177
ALG11	653
UTP14C	4148
NEK5	38
NEK3	1134
THSD1P1	1624
THSD1	765
VPS36	6317
CKAP2	4448
TPTE2P3	6
HNRNPA1L2	3103
SUGT1	2176
LECT1	239
MIR759	0
PCDH8	2217
OLFM4	15
MIR1297	0
PRR20A	0
PRR20D	0
PRR20B	0
PRR20E	0
PRR20C	0
PCDH17	1519
DIAPH3	620
TDRD3	2414
MIR3169	0
PCDH20	98
OR7E156P	1
PCDH9	3764
LINC00550	0
KLHL1	5451
ATXN8OS	21
DACH1	1811
MZT1	1724
BORA	424
DIS3	5234
PIBF1	1731
KLF5	171
KLF12	8091
LINC00347	0
CTAGE11P	0
TBC1D4	2662
COMMD6	4263
UCHL3	950
LMO7	18661
KCTD12	60197
BTF3P11	0
CLN5	1313
FBXL3	4809
MYCBP2	21992
SCEL	4
SLAIN1	6964
MIR3665	0
EDNRB	825
POU4F1	10
RNF219	5349
RBM26	7386
RBM26-AS1	212
NDFIP2	3298
SPRY2	2695
SLITRK1	5742
SLITRK6	104
MIR4500HG	216
MIR4500	15
SLITRK5	9258
MIR622	0
LINC00410	0
MIR17HG	741
MIR17	0
MIR18A	0
MIR19A	0
MIR20A	0
MIR19B1	0
MIR92A1	0
GPC5	78
GPC6	1685
DCT	14
TGDS	317
GPR180	1759
SOX21	982
ABCC4	780
CLDN10	39
DZIP1	6190
DNAJC3	2415
UGGT2	1408
HS6ST3	1927
OXGR1	13
MBNL2	1527
RAP2A	21531
IPO5	22756
FARP1	12829
RNF113B	4
MIR3170	1
STK24	4741
SLC15A1	0
DOCK9	31168
UBAC2-AS1	35
UBAC2	1844
MIR548AN	0
GPR18	3
GPR183	6
FKSG29	0
MIR623	3
TM9SF2	9071
CLYBL	100
MIR4306	0
ZIC5	515
ZIC2	867
PCCA	759
A2LD1	54
TMTC4	5404
NALCN	359
ITGBL1	34
FGF14	1065
MIR2681	0
MIR4705	0
FGF14-IT1	1
LOC283481	58
TPP2	6069
METTL21C	0
CCDC168	41
TEX30	418
KDELC1	879
BIVM	3292
BIVM-ERCC5	0
ERCC5	288
METTL21CP1	29
SLC10A2	2
DAOA-AS1	0
DAOA	0
LINC00460	0
EFNB2	23684
ARGLU1	22128
FAM155A	4019
LIG4	1969
ABHD13	2120
TNFSF13B	14
MYO16	4321
IRS2	7148
COL4A1	5940
COL4A2	7149
RAB20	50
CARKD	6158
CARS2	2629
ING1	3300
LINC00346	36
ANKRD10	8635
ARHGEF7	20480
TEX29	6
SOX1	2823
SPACA7	0
TUBGCP3	3948
C13orf35	0
ATP11A	3937
MCF2L-AS1	280
MCF2L	19709
F7	31
F10	55
PROZ	17
PCID2	2748
CUL4A	5222
LAMP1	6814
GRTP1	304
ADPRHL1	127
DCUN1D2	1702
TMCO3	5262
TFDP1	6141
ATP4B	3
GRK1	8
LINC00552	0
FAM70B	46
GAS6	3942
FLJ41484	22
LOC100506394	27
FLJ44054	10
RASA3	2291
CDC16	5769
UPF3A	12418
CHAMP1	4481
OR11H12	0
LOC642426	0
POTEG	0
POTEM	0
OR11H2	0
OR4Q3	0
OR4M1	0
OR4N2	0
OR4K2	0
OR4K5	0
OR4K1	0
OR4K15	0
OR4K14	0
OR4K13	0
OR4L1	0
OR4K17	0
OR4N5	0
OR11G2	0
OR11H6	0
OR11H4	0
TTC5	1991
CCNB1IP1	2620
SNORD126	0
RPPH1	25
PARP2	4374
TEP1	1755
KLHL33	0
OSGEP	3088
APEX1	17854
TMEM55B	3074
PNP	389
RNASE10	0
RNASE9	0
RNASE11	0
RNASE12	0
OR6S1	0
ANG	50
RNASE4	136
EDDM3A	0
EDDM3B	0
RNASE6	12
RNASE1	227
RNASE3	5
ECRP	0
RNASE2	2
METTL17	3017
SLC39A2	10
NDRG2	7161
TPPP2	4
RNASE13	2
RNASE7	0
RNASE8	0
ARHGEF40	3970
ZNF219	2391
C14orf176	17
OR5AU1	0
LOC283624	9756
HNRNPC	40168
RPGRIP1	33
SUPT16H	18615
CHD8	15272
SNORD9	4
SNORD8	8
RAB2B	4224
TOX4	6576
METTL3	4211
SALL2	6694
OR10G3	0
OR10G2	2
OR4E2	0
DAD1	2251
ABHD4	652
OXA1L	3944
SLC7A7	132
MRPL52	1610
MMP14	1904
LRP10	911
REM2	145
RBM23	4955
PRMT5	4748
HAUS4	1104
MIR4707	0
AJUBA	522
C14orf93	703
PSMB5	6041
PSMB11	0
CDH24	3197
ACIN1	23339
C14orf119	876
CEBPE	2
SLC7A8	648
HOMEZ	434
PPP1R3E	1905
BCL2L2-PABPN1	0
BCL2L2	3507
PABPN1	1838
SLC22A17	18158
EFS	8771
IL25	0
CMTM5	28
MYH6	8
MIR208A	0
MYH7	40
MIR208B	0
NGDN	2535
THTPA	1584
ZFHX2	4732
AP1G2	4472
JPH4	27083
DHRS2	20
C14orf165	1
C14orf167	413
DHRS4	87
DHRS4L2	225
DHRS4L1	34
LRRC16B	13274
CPNE6	1052
NRL	150
PCK2	364
DCAF11	6524
FITM1	41
PSME1	2077
FAM158A	810
PSME2	2143
RNF31	3280
IRF9	975
REC8	8528
IPO4	2075
TM9SF1	1990
TSSK4	772
CHMP4A	2420
MDP1	204
NEDD8-MDP1	0
NEDD8	1243
GMPR2	2898
TINF2	4102
TGM1	126
RABGGTA	1747
DHRS1	1743
C14orf21	2135
CIDEB	2744
LTB4R2	34
LTB4R	322
ADCY4	275
RIPK3	26
NFATC4	1714
NYNRIN	12446
CBLN3	38
KHNYN	2295
SDR39U1	1244
CMA1	0
CTSG	4
GZMH	0
GZMB	0
STXBP6	443
NOVA1	6668
MIR4307	0
LOC100505967	6
FOXG1	77270
C14orf23	8113
MIR548AI	0
PRKD1	1215
G2E3	6605
SCFD1	3683
COCH	537
LOC100506071	41
STRN3	4723
MIR624	0
AP4S1	1849
HECTD1	16667
HEATR5A	3328
C14orf126	2287
GPR33	0
NUBPL	805
ARHGAP5-AS1	268
ARHGAP5	12765
AKAP6	11470
NPAS3	2181
EGLN3	323
SPTSSA	1781
EAPP	2629
SNX6	5103
CFL2	3350
BAZ1A	4592
IGBP1P1	12
SRP54	3266
FAM177A1	3781
PPP2R3C	2378
KIAA0391	1528
PSMA6	5809
NFKBIA	1309
INSM2	30
RALGAPA1	5722
BRMS1L	1959
MBIP	1496
SFTA3	0
NKX2-1	2
NKX2-8	0
PAX9	0
SLC25A21	11
MIR4503	0
LOC100129794	48
MIPOL1	453
FOXA1	6
SSTR1	106
CLEC14A	237
LOC283547	0
SEC23A	5007
GEMIN2	783
TRAPPC6B	6065
PNN	21239
MIA2	0
CTAGE5	1376
LOC100288846	6
FBXO33	1402
LRFN5	2460
FSCB	0
C14orf28	376
KLHL28	4751
FAM179B	3831
PRPF39	5990
SNORD127	17
FKBP3	6551
FANCM	914
MIS18BP1	1891
RPL10L	6
MDGA2	1942
MIR548Y	0
LOC100506433	17
RPS29	16621
LRR1	346
RPL36AL	3846
MGAT2	2452
DNAAF2	1788
POLE2	349
KLHDC1	419
KLHDC2	6017
NEMF	5657
ARF6	8279
C14orf182	34
C14orf183	4
METTL21D	1231
SOS2	6351
L2HGDH	1698
ATP5S	751
CDKL1	422
MAP4K5	7512
ATL1	6343
SAV1	3342
NIN	14177
ABHD12B	2
PYGL	295
TRIM9	7851
TMX1	2698
LOC283553	2
FRMD6	854
FRMD6-AS1	82
GNG2	49173
C14orf166	4296
NID2	2556
PTGDR	4
PTGER2	9
TXNDC16	5261
GPR137C	4170
ERO1L	2310
PSMC6	4625
STYX	2793
GNPNAT1	2698
FERMT2	8534
DDHD1	6096
BMP4	22
CDKN3	270
CNIH	2926
GMFB	11325
CGRRF1	273
SAMD4A	1932
GCH1	66
MIR4308	0
WDHD1	1777
SOCS4	4211
MAPK1IP1L	7000
LGALS3	567
DLGAP5	1491
FBXO34	2727
ATG14	3534
TBPL2	1
KTN1-AS1	40
KTN1	11717
RPL13AP3	1
LINC00520	3
PELI2	7732
C14orf101	1780
OTX2	16
OTX2OS1	0
EXOC5	13251
MUDENG	2772
NAA30	5018
C14orf105	0
SLC35F4	24
C14orf37	4916
ACTR10	6149
PSMA3	3015
FLJ31306	6730
ARID4A	7389
TOMM20L	88
TIMM9	1200
KIAA0586	2545
DACT1	38587
DAAM1	11873
GPR135	208
C14orf149	499
JKAMP	1792
C14orf38	115
RTN1	63256
C14orf135	7430
DHRS7	1135
PPM1A	11428
C14orf39	4
SIX6	0
SIX1	26
SIX4	34
MNAT1	845
TRMT5	2887
SLC38A6	548
TMEM30B	0
PRKCH	318
FLJ22447	6
HIF1A	10074
HIF1A-AS2	0
SNAPC1	587
SYT16	959
FLJ43390	3033
KCNH5	221
RHOJ	1083
GPHB5	6
PPP2R5E	8950
WDR89	1599
SGPP1	1443
SYNE2	26298
ESR2	131
TEX21P	98
MTHFD1	5356
AKAP5	1747
ZBTB25	870
ZBTB1	3996
HSPA2	340
PPP1R36	4
PLEKHG3	1027
SPTB	3933
CHURC1-FNTB	0
CHURC1	2474
GPX2	25
RAB15	13099
FNTB	133
MAX	4858
MIR4706	0
LOC100506321	17
MIR4708	0
FUT8	5157
LOC645431	44
LINC00238	1
GPHN	4763
FAM71D	29
MPP5	2268
ATP6V1D	4197
EIF2S1	6335
PLEK2	16
TMEM229B	3186
PLEKHH1	2099
PIGH	902
ARG2	2642
VTI1B	3127
RDH11	7975
RDH12	22
ZFYVE26	4470
RAD51B	112
ZFP36L1	5264
ACTN1	2858
DCAF5	12465
EXD2	6228
GALNTL1	3103
ERH	7695
SLC39A9	5686
PLEKHD1	21
C14orf162	824
KIAA0247	2641
LOC100289511	99
SRSF5	15918
SLC10A1	39
SMOC1	6190
SLC8A3	2645
ADAM21P1	5
SYNJ2BP-COX16	0
COX16	399
SYNJ2BP	5525
ADAM21	35
C14orf55	159
ADAM20	24
MED6	1594
TTC9	11080
MAP3K9	3496
PCNX	14521
SNORD56B	0
LOC145474	0
SIPA1L1	4141
RGS6	2493
DPF3	113
DCAF4	1451
ZFYVE1	3455
RBM25	18260
PSEN1	8920
PAPLN	272
NUMB	5042
HEATR4	351
C14orf169	1578
ACOT1	99
ACOT2	1219
ACOT4	25
ACOT6	7
DNAL1	3863
PNMA1	26043
C14orf43	4528
MIR4505	0
PTGR2	965
ZNF410	3131
FAM161B	3584
COQ6	1320
ENTPD5	582
C14orf45	684
ALDH6A1	1222
