Geneid	HISAT2 on data 4 and data 3: aligned reads (BAM)
HOXC4	2
HOXC6	0
MIR615	0
FLJ12825	11
LOC100240735	2
LOC100240734	0
LOC400043	124
SMUG1	2156
CBX5	44705
MIR3198-2	0
HNRNPA1	4576
HNRNPA1P10	0
NFE2	29
COPZ1	8966
MIR148B	0
GPR84	6
ZNF385A	832
ITGA5	836
GTSF1	6
NCKAP1L	225
PDE1B	667
PPP1R1A	985
GLYCAM1	0
LACRT	0
DCD	0
MUCL1	2
KIAA0748	12
NEUROD4	2288
OR9K2	0
OR10A7	0
OR6C74	0
OR6C6	0
OR6C1	0
OR6C3	0
OR6C75	0
OR6C65	0
OR6C76	0
OR6C2	0
OR6C70	0
OR6C68	0
OR6C4	0
OR10P1	0
METTL7B	8
ITGA7	2342
BLOC1S1	259
BLOC1S1-RDH5	0
RDH5	98
CD63	7256
GDF11	4291
SARNP	4968
ORMDL2	439
DNAJC14	4451
TMEM198B	1742
MMP19	23
WIBG	1127
DGKA	886
PMEL	7
CDK2	2179
RAB5B	17326
SUOX	1438
IKZF4	4477
RPS26	11290
ERBB3	318
PA2G4	13067
RPL41	24710
ZC3H10	1111
ESYT1	2676
MYL6B	7740
MYL6	24242
SMARCC2	35719
RNF41	8173
OBFC2B	2178
SLC39A5	24
ANKRD52	12818
COQ10A	1044
CS	17222
CNPY2	2959
PAN2	5160
IL23A	24
STAT2	9242
APOF	0
TIMELESS	3789
MIP	17
SPRYD4	655
GLS2	812
RBMS2	2758
BAZ2A	13425
ATP5B	41449
SNORD59B	32
SNORD59A	45
PTGES3	23172
NACA	40085
PRIM1	1834
HSD17B6	63
SDR9C7	27
RDH16	39
GPR182	16
ZBTB39	3179
TAC3	50
MYO1A	6
TMEM194A	3947
NAB2	4612
STAT6	695
LRP1	62895
MIR1228	0
NXPH4	1240
SHMT2	3706
NDUFA4L2	694
STAC3	456
R3HDM2	16592
INHBC	10
INHBE	24
GLI1	225
ARHGAP9	73
MARS	10477
DDIT3	648
MBD6	4270
DCTN2	16241
KIF5A	36110
PIP4K2C	3321
DTX3	12743
ARHGEF25	6056
SLC26A10	5154
B4GALNT1	9244
OS9	17951
AGAP2	16235
LOC100130776	95
TSPAN31	1835
CDK4	5639
MARCH9	3086
CYP27B1	85
METTL1	385
METTL21B	412
TSFM	1947
AVIL	1070
CTDSP2	15811
MIR26A2	5
LOC100506844	488
XRCC6BP1	248
LRIG3	973
SLC16A7	852
FAM19A2	3215
USP15	8860
MON2	9878
C12orf61	48
MIRLET7I	20
PPM1H	1653
AVPR1A	884
DPY19L2	5026
TMEM5	1072
SRGAP1	38489
C12orf66	328
C12orf56	12
XPOT	9017
TBK1	2665
RASSF3	1177
MIR548C	0
MIR548Z	0
GNS	6566
TBC1D30	10045
FLJ41278	291
WIF1	50
LEMD3	7162
MSRB3	823
RPSAP52	4
HMGA2	335
LLPH	1964
TMBIM4	2323
IRAK3	735
HELB	800
GRIP1	8266
CAND1	30274
DYRK2	16603
IFNG	0
IL26	2
IL22	0
MDM1	1786
RAP1B	3868
SNORA70G	2
LOC100507250	16
NUP107	4529
SLC35E3	1480
MDM2	9787
CPM	107
CPSF6	28714
MIR1279	0
LYZ	68
YEATS4	2143
FRS2	6804
MIR3913-1	0
MIR3913-2	0
CCT2	20747
LRRC10	3
BEST3	8
RAB3IP	3137
CNOT2	9737
KCNMB4	5513
PTPRB	1697
PTPRR	738
TSPAN8	0
LGR5	83
ZFC3H1	11284
THAP2	6181
TMEM19	3753
RAB21	3806
TBC1D15	3705
MRS2P2	8
TPH2	0
LOC283392	123
TRHDE	131
LOC100507377	0
ATXN7L3B	27907
KCNC2	1245
CAPS2	100
GLIPR1L1	33
GLIPR1L2	119
GLIPR1	268
KRR1	2415
PHLDA1	15496
NAP1L1	38580
BBS10	4135
OSBPL8	21143
ZDHHC17	14689
CSRP2	25958
E2F7	1640
NAV3	24398
SYT1	43573
MIR1252	0
PAWR	780
PPP1R12A	11819
OTOGL	17
PTPRQ	7
MYF6	53
MYF5	0
LIN7A	1213
MIR617	0
MIR618	0
ACSS3	522
MIR4699	0
PPFIA2	21608
CCDC59	1065
C12orf26	215
TMTC2	6932
SLC6A15	5569
TSPAN19	4
LRRIQ1	212
ALX1	6
RASSF9	23
NTS	5
MGAT4C	1476
MIR548AL	0
MKRN9P	6
C12orf50	7
C12orf29	1910
CEP290	8216
TMTC3	2790
KITLG	5577
LOC728084	4
DUSP6	1835
POC1B	821
POC1B-GALNT4	0
GALNT4	24
ATP2B1	19535
LOC338758	410
C12orf37	0
C12orf12	0
EPYC	0
KERA	36
LUM	504
DCN	3138
LOC256021	79
BTG1	7739
CLLU1OS	0
CLLU1	0
C12orf74	0
PLEKHG7	7
EEA1	5116
LOC643339	9
NUDT4	154
NUDT4P1	0
UBE2N	13887
MRPL42	4430
LOC144481	89
SOCS2	1868
CRADD	415
PLXNC1	10862
CCDC41	1179
LOC144486	56
TMCC3	1419
MIR492	0
KRT19P2	0
NDUFA12	2657
NR2C1	4197
FGD6	1814
VEZT	10632
MIR331	8
MIR3685	115
METAP2	7969
USP44	165
NTN4	7415
SNRPF	3023
CCDC38	25
AMDHD1	7
HAL	2
LTA4H	4279
ELK3	376
CDK17	7561
NEDD1	1680
RMST	29
MIR1251	0
MIR135A2	0
MIR4303	0
SLC9A7P1	67
LOC643770	6
LOC100128191	186
TMPO	18702
SLC25A3	16834
SNORA53	84
IKBIP	709
APAF1	8996
ANKS1B	7925
FAM71C	30
UHRF1BP1L	5877
GOLGA2P5	324
MIR1827	0
ACTR6	4062
DEPDC4	73
SCYL2	10242
SLC17A8	462
NR1H4	10
GAS2L3	2427
ANO4	4157
SLC5A8	333
UTP20	4118
ARL1	3162
SPIC	0
MYBPC1	186
CHPT1	2033
SYCP3	313
GNPTAB	20624
DRAM1	111
CCDC53	1284
NUP37	414
PARPBP	367
PMCH	5
IGF1	645
LINC00485	0
PAH	19
ASCL1	5072
C12orf42	10
STAB2	42
NT5DC3	1904
GNN	59
HSP90B1	27845
MIR3652	0
C12orf73	1354
TDG	5614
GLT8D2	860
HCFC2	6777
NFYB	6325
TXNRD1	12965
EID3	124
CHST11	7066
MIR3922	0
SLC41A2	1924
C12orf45	489
ALDH1L2	3394
KIAA1033	6019
APPL2	6874
C12orf75	1015
NUAK1	17895
CKAP4	5478
TCP11L2	873
POLR3B	1878
LOC100287944	15
RFX4	889
LOC100505978	6
RIC8B	3873
C12orf23	3902
MTERFD3	1653
CRY1	4114
BTBD11	57
PWP1	6174
PRDM4	5240
ASCL4	0
LOC728739	2
WSCD2	155
CMKLR1	161
FICD	215
SART3	9708
ISCU	2258
TMEM119	110
SELPLG	274
CORO1C	29215
SSH1	8019
DAO	79
SVOP	6140
LOC100131733	22
USP30	3748
ALKBH2	1560
UNG	3935
ACACB	1663
FOXN4	1252
MYO1H	135
KCTD10	7967
UBE3B	6221
MMAB	1575
MVK	1651
C12orf34	756
MGC14436	7
TRPV4	32
MIR4497	0
GLTP	1715
TCHP	2001
GIT2	6243
ANKRD13A	2807
C12orf76	2455
IFT81	4329
ATP2A2	41635
ANAPC7	5444
ARPC3	7603
GPN3	1380
FAM216A	1924
VPS29	5469
RAD9B	44
PPTC7	2077
TCTN1	1357
HVCN1	447
PPP1CC	12890
CCDC63	0
MYL2	0
LOC100131138	14
CUX2	24462
FAM109A	2765
SH2B3	1472
ATXN2	8443
BRAP	3793
ACAD10	2315
ALDH2	5862
C12orf47	1742
MAPKAPK5	3186
ADAM1	2018
TMEM116	767
ERP29	5618
NAA25	4903
TRAFD1	6624
C12orf51	48616
RPL6	62410
PTPN11	22546
RPH3A	1793
OAS1	35
OAS3	777
OAS2	106
DTX1	7122
RASAL1	114
CCDC42B	12
DDX54	2493
C12orf52	1143
IQCD	178
TPCN1	1577
SLC24A6	585
PLBD2	2273
SDS	34
SDSL	49
LHX5	17
RBM19	5659
TBX5	0
LOC255480	0
TBX3	314
MED13L	29880
MIR620	2
MIR4472-2	0
LINC00173	73
MAP1LC3B2	461
C12orf49	4127
RNFT2	2360
HRK	0
FBXW8	3429
TESC	49
FBXO21	14398
NOS1	730
KSR2	390
RFC5	2315
WSB2	22867
VSIG10	1079
PEBP1	25445
TAOK3	8575
SUDS3	8072
SRRM4	27003
HSPB8	173
LOC144742	0
CCDC60	0
TMEM233	0
PRKAB1	2635
CIT	2508
MIR1178	0
CCDC64	3779
RAB35	7495
GCN1L1	14576
MIR4498	2
RPLP0	69803
LOC100506649	132
PXN	2760
SIRT4	411
PLA2G1B	31
MSI1	7346
COX6A1	7040
TRIAP1	1631
GATC	5473
SRSF9	3854
DYNLL1	20803
LOC100506668	1552
COQ5	1998
RNF10	17059
POP5	1247
CABP1	256
MLEC	13399
UNC119B	4968
MIR4700	0
ACADS	408
SPPL3	7465
HNF1A-AS1	0
HNF1A	267
C12orf43	1384
OASL	0
P2RX7	246
P2RX4	419
CAMKK2	16302
ANAPC5	9772
RNF34	4482
KDM2B	15652
ORAI1	294
MORN3	405
TMEM120B	3761
RHOF	10
LOC338799	4441
SETD1B	9517
HPD	8
PSMD9	1590
WDR66	290
BCL7A	15911
MLXIP	7480
LRRC43	27
IL31	0
B3GNT4	505
DIABLO	3725
VPS33A	2616
CLIP1	13816
LOC100507066	9
ZCCHC8	4427
RSRC2	11917
KNTC1	3515
HCAR2	11
HCAR3	2
HCAR1	79
DENR	7038
CCDC62	314
HIP1R	20333
VPS37B	6496
ABCB9	2655
OGFOD2	908
ARL6IP4	4061
PITPNM2	5369
MIR4304	3
LOC100507091	11
MPHOSPH9	2759
C12orf65	2211
CDK2AP1	12956
SBNO1	13569
SETD8	4017
RILPL2	210
SNRNP35	1649
RILPL1	2229
MIR3908	0
TMED2	12091
DDX55	4153
EIF2B1	4576
GTF2H3	2306
TCTN2	3360
ATP6V0A2	7313
DNAH10	14941
CCDC92	6170
ZNF664	18367
ZNF664-FAM101A	34
FAM101A	4
NCOR2	13159
SCARB1	3319
UBC	63882
DHX37	2255
BRI3BP	743
AACS	4969
TMEM132B	19811
LOC400084	17
LOC100128554	28
LOC387895	13
LOC100507206	828
LOC440117	0
FLJ37505	2
TMEM132C	989
MIR3612	0
SLC15A4	1583
GLT1D1	1115
TMEM132D	1335
LOC100190940	4
FLJ31485	51
FZD10	30
PIWIL1	0
RIMBP2	9824
STX2	6425
RAN	15919
GPR133	583
LOC116437	13
SFSWAP	7215
MMP17	3734
ULK1	13337
PUS1	924
EP400	17447
SNORA49	3
EP400NL	570
DDX51	4645
NOC4L	1319
GALNT9	557
LOC100130238	32
FBRSL1	6867
LOC100507055	4
P2RX2	17
POLE	11549
PXMP2	1032
PGAM5	2895
ANKLE2	7976
GOLGA3	15415
CHFR	4707
ZNF605	5640
ZNF26	13
ZNF84	170
ZNF140	2559
ZNF10	2753
ZNF268	3679
LOC647589	2
ANKRD20A9P	48
LINC00442	0
PHF2P1	0
TUBA3C	0
ANKRD26P3	0
LINC00421	0
TPTE2	62
MPHOSPH8	13599
PSPC1	8050
ZMYM5	2443
ZMYM2	22087
GJA3	0
GJB2	472
GJB6	478
CRYL1	928
MIR4499	0
IFT88	1591
IL17D	799
N6AMT2	514
XPO4	5153
LATS2	1258
SAP18	7013
SKA3	845
MRP63	1780
ZDHHC20	5222
EFHA1	5288
FGF9	2910
BASP1P1	15
SGCG	271
SACS	31915
LINC00327	57
TNFRSF19	2320
MIPEP	819
C1QTNF9B-AS1	13
C1QTNF9B	5
SPATA13	7415
MIR2276	0
C1QTNF9	8
PARP4	1730
TPTE2P6	73
ATP12A	8
RNF17	18
CENPJ	5082
TPTE2P1	1844
PABPC3	114
FAM123A	8322
MTMR6	7631
NUPL1	8183
ATP8A2	10047
SHISA2	1678
RNF6	2476
CDK8	2165
WASF3	5969
GPR12	11374
USP12	7509
RPL21	3
RPL21P28	0
SNORD102	90
SNORA27	74
RASL11A	84
GTF3A	5041
MTIF3	2277
LNX2	1582
POLR1D	7749
GSX1	7
PDX1	0
ATP5EP2	1
CDX2	0
PRHOXNB	1
FLT3	69
PAN3-AS1	282
PAN3	6901
FLT1	3233
POMP	5028
SLC46A3	308
MTUS2	2910
LOC728437	26
SLC7A1	10030
UBL3	11460
LOC440131	1
KATNAL1	8463
LINC00426	13
HMGB1	38613
USPL1	4888
ALOX5AP	60
TEX26-AS1	20
C13orf33	26
TEX26	64
HSPH1	21566
B3GALTL	630
RXFP2	0
EEF1DP3	54
FRY	10767
ZAR1L	2
BRCA2	1082
N4BP2L1	1052
N4BP2L2	8610
CG030	809
PDS5B	10677
KL	138
STARD13	1103
RFC3	1391
NBEA	41118
MAB21L1	109
MIR548F5	8
DCLK1	59432
SOHLH2	0
CCDC169-SOHLH2	0
CCDC169	22
SPG20	3897
SPG20OS	13
CCNA1	1450
SERTM1	647
RFXAP	1509
SMAD9	4521
ALG5	921
EXOSC8	2451
FAM48A	7152
CSNK1A1L	38
LINC00547	0
POSTN	145
TRPC4	484
UFM1	9598
FREM2	305
STOML3	16
PROSER1	7206
NHLRC3	4124
LHFP	1472
COG6	3191
MIR4305	0
LINC00548	0
TTL	11565
FOXO1	698
MIR320D1	5
MRPS31	2083
SLC25A15	1812
LOC100616668	370
MIR621	0
SUGT1P3	35
ELF1	711
WBP4	2114
KBTBD6	12975
KBTBD7	3571
MTRF1	749
NAA16	4206
OR7E37P	1
C13orf15	644
KIAA0564	1782
LOC100507240	22
DGKH	495
AKAP11	24852
TNFSF11	2
FAM216B	2
EPSTI1	68
DNAJC15	3088
ENOX1	5601
CCDC122	104
LACC1	1011
LINC00284	16
SERP2	1788
TSC22D1	41060
TSC22D1-AS1	689
LINC00330	0
NUFIP1	1684
KIAA1704	2374
GTF2F2	1865
KCTD4	132
TPT1	96995
SNORA31	56
TPT1-AS1	1814
SLC25A30	1942
COG3	4981
FAM194B	14
SPERT	0
SIAH3	3032
ZC3H13	21786
LOC100509894	567
CPB2	34
LCP1	289
KIAA0226L	188
LRCH1	6566
ESD	7613
HTR2A	825
SUCLA2	4424
NUDT15	1399
MED4	3494
ITM2B	11298
RB1	5108
LPAR6	481
RCBTB2	4897
CYSLTR2	118
FNDC3A	12173
MLNR	4
CDADC1	1484
CAB39L	5068
SETDB2	1756
PHF11	502
RCBTB1	4043
ARL11	12
EBPL	1016
KPNA3	11450
CTAGE10P	11
SPRYD7	1647
DLEU2	657
MIR3613	11
TRIM13	11789
KCNRG	63
MIR16-1	0
MIR15A	4
DLEU1	349
ST13P4	136
DLEU7	226
RNASEH2B	2585
GUCY1B2	282
FAM124A	3881
SERPINE3	32
INTS6	4812
MIR4703	0
WDFY2	1882
DHRS12	811
LINC00282	315
CCDC70	4
ATP7B	2520
ALG11	747
UTP14C	5104
NEK5	32
NEK3	1674
THSD1P1	2152
THSD1	953
VPS36	7967
CKAP2	6184
TPTE2P3	8
HNRNPA1L2	3811
SUGT1	3493
LECT1	185
MIR759	0
PCDH8	2833
OLFM4	22
MIR1297	0
PRR20A	0
PRR20D	0
PRR20B	0
PRR20E	0
PRR20C	0
PCDH17	10429
DIAPH3	930
TDRD3	2445
MIR3169	0
PCDH20	293
OR7E156P	0
PCDH9	2554
LINC00550	0
KLHL1	6188
ATXN8OS	26
DACH1	2007
MZT1	2671
BORA	580
DIS3	6270
PIBF1	2519
KLF5	365
KLF12	17236
LINC00347	0
CTAGE11P	0
TBC1D4	1993
COMMD6	5683
UCHL3	958
LMO7	15972
KCTD12	37773
BTF3P11	0
CLN5	1532
FBXL3	6153
MYCBP2	35836
SCEL	13
SLAIN1	12026
MIR3665	0
EDNRB	967
POU4F1	86
RNF219	6547
RBM26	9918
RBM26-AS1	218
NDFIP2	3514
SPRY2	5135
SLITRK1	5329
SLITRK6	121
MIR4500HG	175
MIR4500	9
SLITRK5	6804
MIR622	0
LINC00410	2
MIR17HG	790
MIR17	0
MIR18A	0
MIR19A	0
MIR20A	0
MIR19B1	0
MIR92A1	0
GPC5	49
GPC6	3120
DCT	250
TGDS	490
GPR180	2101
SOX21	1518
ABCC4	1152
CLDN10	116
DZIP1	9599
DNAJC3	3317
UGGT2	2022
HS6ST3	6013
OXGR1	38
MBNL2	2687
RAP2A	23329
IPO5	25285
FARP1	21848
RNF113B	7
MIR3170	0
STK24	6304
SLC15A1	7
DOCK9	22830
UBAC2-AS1	73
UBAC2	2062
MIR548AN	0
GPR18	4
GPR183	58
FKSG29	3
MIR623	0
TM9SF2	10337
CLYBL	149
MIR4306	0
ZIC5	828
ZIC2	1289
PCCA	2039
A2LD1	165
TMTC4	5391
NALCN	1778
ITGBL1	93
FGF14	2270
MIR2681	0
MIR4705	1
FGF14-IT1	15
LOC283481	62
TPP2	7201
METTL21C	0
CCDC168	70
TEX30	636
KDELC1	1104
BIVM	3722
BIVM-ERCC5	0
ERCC5	352
METTL21CP1	17
SLC10A2	15
DAOA-AS1	0
DAOA	0
LINC00460	0
EFNB2	37055
ARGLU1	28981
FAM155A	5547
LIG4	2046
ABHD13	2316
TNFSF13B	34
MYO16	10791
IRS2	8349
COL4A1	12034
COL4A2	11226
RAB20	58
CARKD	5455
CARS2	2513
ING1	3573
LINC00346	76
ANKRD10	10683
ARHGEF7	24870
TEX29	22
SOX1	5234
SPACA7	0
TUBGCP3	4359
C13orf35	2
ATP11A	4813
MCF2L-AS1	287
MCF2L	20426
F7	65
F10	76
PROZ	36
PCID2	3358
CUL4A	7152
LAMP1	7733
GRTP1	186
ADPRHL1	179
DCUN1D2	2188
TMCO3	5182
TFDP1	6831
ATP4B	6
GRK1	28
LINC00552	17
FAM70B	67
GAS6	4498
FLJ41484	1
LOC100506394	89
FLJ44054	19
RASA3	3325
CDC16	7217
UPF3A	15412
CHAMP1	6021
OR11H12	0
LOC642426	0
POTEG	0
POTEM	0
OR11H2	0
OR4Q3	0
OR4M1	0
OR4N2	0
OR4K2	0
OR4K5	0
OR4K1	0
OR4K15	0
OR4K14	0
OR4K13	0
OR4L1	0
OR4K17	0
OR4N5	0
OR11G2	0
OR11H6	0
OR11H4	0
TTC5	2368
CCNB1IP1	3414
SNORD126	2
RPPH1	64
PARP2	5435
TEP1	1677
KLHL33	17
OSGEP	4567
APEX1	19062
TMEM55B	3185
PNP	527
RNASE10	0
RNASE9	0
RNASE11	0
RNASE12	0
OR6S1	0
ANG	50
RNASE4	227
EDDM3A	0
EDDM3B	0
RNASE6	48
RNASE1	684
RNASE3	2
ECRP	0
RNASE2	0
METTL17	3494
SLC39A2	7
NDRG2	11088
TPPP2	5
RNASE13	2
RNASE7	4
RNASE8	0
ARHGEF40	5412
ZNF219	3409
C14orf176	24
OR5AU1	0
LOC283624	12207
HNRNPC	52006
RPGRIP1	31
SUPT16H	23906
CHD8	19279
SNORD9	14
SNORD8	9
RAB2B	5962
TOX4	7863
METTL3	5054
SALL2	8244
OR10G3	0
OR10G2	0
OR4E2	0
DAD1	2862
ABHD4	1644
OXA1L	4011
SLC7A7	224
MRPL52	1953
MMP14	3121
LRP10	1476
REM2	314
RBM23	6798
PRMT5	5813
HAUS4	1570
MIR4707	0
AJUBA	946
C14orf93	769
PSMB5	7738
PSMB11	0
CDH24	5757
ACIN1	29285
C14orf119	1425
CEBPE	0
SLC7A8	1119
HOMEZ	578
PPP1R3E	1590
BCL2L2-PABPN1	0
BCL2L2	3894
PABPN1	1747
SLC22A17	14751
EFS	6933
IL25	0
CMTM5	91
MYH6	0
MIR208A	0
MYH7	84
MIR208B	0
NGDN	3129
THTPA	1811
ZFHX2	7366
AP1G2	3826
JPH4	20899
DHRS2	20
C14orf165	0
C14orf167	1522
DHRS4	214
DHRS4L2	288
DHRS4L1	48
LRRC16B	8394
CPNE6	888
NRL	148
PCK2	148
DCAF11	6891
FITM1	38
PSME1	2645
FAM158A	667
PSME2	2441
RNF31	3775
IRF9	1425
REC8	7937
IPO4	1715
TM9SF1	2306
TSSK4	896
CHMP4A	2687
MDP1	257
NEDD8-MDP1	0
NEDD8	1533
GMPR2	3205
TINF2	4366
TGM1	210
RABGGTA	1646
DHRS1	1583
C14orf21	2565
CIDEB	3407
LTB4R2	43
LTB4R	282
ADCY4	388
RIPK3	37
NFATC4	2680
NYNRIN	17494
CBLN3	54
KHNYN	3757
SDR39U1	1282
CMA1	0
CTSG	4
GZMH	0
GZMB	2
STXBP6	963
NOVA1	9384
MIR4307	0
LOC100505967	22
FOXG1	49459
C14orf23	8080
MIR548AI	2
PRKD1	2070
G2E3	6508
SCFD1	4249
COCH	1348
LOC100506071	110
STRN3	5584
MIR624	1
AP4S1	2833
HECTD1	23382
HEATR5A	4682
C14orf126	2260
GPR33	0
NUBPL	1078
ARHGAP5-AS1	429
ARHGAP5	19165
AKAP6	18733
NPAS3	3819
EGLN3	1033
SPTSSA	2645
EAPP	3088
SNX6	6552
CFL2	5209
BAZ1A	5331
IGBP1P1	15
SRP54	4667
FAM177A1	4077
PPP2R3C	3221
KIAA0391	2031
PSMA6	6748
NFKBIA	2011
INSM2	10
RALGAPA1	7769
BRMS1L	2110
MBIP	2135
SFTA3	4
NKX2-1	37
NKX2-8	0
PAX9	2
SLC25A21	17
MIR4503	0
LOC100129794	116
MIPOL1	338
FOXA1	0
SSTR1	277
CLEC14A	294
LOC283547	15
SEC23A	7940
GEMIN2	919
TRAPPC6B	6583
PNN	24310
MIA2	0
CTAGE5	1403
LOC100288846	15
FBXO33	1552
LRFN5	2503
FSCB	2
C14orf28	467
KLHL28	6621
FAM179B	4692
PRPF39	7860
SNORD127	20
FKBP3	7859
FANCM	1078
MIS18BP1	2681
RPL10L	2
MDGA2	1528
MIR548Y	0
LOC100506433	107
RPS29	22802
LRR1	405
RPL36AL	4680
MGAT2	2758
DNAAF2	2217
POLE2	365
KLHDC1	473
KLHDC2	6571
NEMF	7787
ARF6	9012
C14orf182	30
C14orf183	17
METTL21D	1365
SOS2	10850
L2HGDH	1899
ATP5S	881
CDKL1	616
MAP4K5	10559
ATL1	7216
SAV1	2358
NIN	14977
ABHD12B	12
PYGL	953
TRIM9	13052
TMX1	3788
LOC283553	0
FRMD6	844
FRMD6-AS1	99
GNG2	62517
C14orf166	4954
NID2	1699
PTGDR	24
PTGER2	4
TXNDC16	5432
GPR137C	6257
ERO1L	2939
PSMC6	6102
STYX	3266
GNPNAT1	3213
FERMT2	9371
DDHD1	5832
BMP4	105
CDKN3	319
CNIH	3669
GMFB	14600
CGRRF1	605
SAMD4A	2166
GCH1	159
MIR4308	0
WDHD1	2327
SOCS4	5808
MAPK1IP1L	9001
LGALS3	1040
DLGAP5	1651
FBXO34	3973
ATG14	3746
TBPL2	0
KTN1-AS1	70
KTN1	17311
RPL13AP3	0
LINC00520	2
PELI2	8892
C14orf101	2476
OTX2	10
OTX2OS1	0
EXOC5	19187
MUDENG	3763
NAA30	6731
C14orf105	0
SLC35F4	121
C14orf37	3886
ACTR10	6623
PSMA3	3683
FLJ31306	8214
ARID4A	9958
TOMM20L	104
TIMM9	1429
KIAA0586	3606
DACT1	25664
DAAM1	19505
GPR135	413
C14orf149	636
JKAMP	3099
C14orf38	234
RTN1	75773
C14orf135	10247
DHRS7	2510
PPM1A	12908
C14orf39	2
SIX6	0
SIX1	48
SIX4	61
MNAT1	1016
TRMT5	3474
SLC38A6	675
TMEM30B	8
PRKCH	605
FLJ22447	6
HIF1A	10183
HIF1A-AS2	2
SNAPC1	668
SYT16	1401
FLJ43390	8338
KCNH5	313
RHOJ	1533
GPHB5	0
PPP2R5E	10599
WDR89	1956
SGPP1	1710
SYNE2	46953
ESR2	154
TEX21P	163
MTHFD1	5522
AKAP5	2469
ZBTB25	959
ZBTB1	4512
HSPA2	667
PPP1R36	10
PLEKHG3	1816
SPTB	3626
CHURC1-FNTB	0
CHURC1	3348
GPX2	49
RAB15	9989
FNTB	140
MAX	5329
MIR4706	2
LOC100506321	27
MIR4708	0
FUT8	4390
LOC645431	35
LINC00238	7
GPHN	4734
FAM71D	35
MPP5	4176
ATP6V1D	5453
EIF2S1	7537
PLEK2	11
TMEM229B	4206
PLEKHH1	4998
PIGH	1040
ARG2	3350
VTI1B	3504
RDH11	9787
RDH12	43
ZFYVE26	5830
RAD51B	136
ZFP36L1	6999
ACTN1	5687
DCAF5	15490
EXD2	6966
GALNTL1	5060
ERH	8809
SLC39A9	7488
PLEKHD1	32
C14orf162	964
KIAA0247	3269
LOC100289511	94
SRSF5	18231
SLC10A1	61
SMOC1	8272
SLC8A3	3522
ADAM21P1	6
SYNJ2BP-COX16	0
COX16	569
SYNJ2BP	6791
ADAM21	27
C14orf55	164
ADAM20	29
MED6	2261
TTC9	10639
MAP3K9	4023
PCNX	17826
SNORD56B	0
LOC145474	2
SIPA1L1	4523
RGS6	1913
DPF3	303
DCAF4	1241
ZFYVE1	4615
RBM25	23224
PSEN1	11308
PAPLN	468
NUMB	4799
HEATR4	405
C14orf169	1934
ACOT1	184
ACOT2	951
ACOT4	35
ACOT6	22
DNAL1	5379
PNMA1	27138
C14orf43	5318
MIR4505	1
PTGR2	1232
ZNF410	4134
FAM161B	4368
COQ6	1346
ENTPD5	490
C14orf45	754
ALDH6A1	1614
LIN52	1736
VSX2	6
ABCD4	5384
VRTN	0
SYNDIG1L	98
NPC2	623
MIR4709	0
ISCA2	1023
LTBP2	483
KIAA0317	9104
FCF1	3766
YLPM1	27173
PROX2	647
DLST	9027
RPS6KL1	4449
PGF	261
EIF2B2	2041
MLH3	4261
ACYP1	2047
ZC2HC1C	109
NEK9	8328
TMED10	15633
FOS	1364
LOC731223	6
JDP2	323
BATF	6
FLVCR2	236
C14orf1	2962
TTLL5	4373
TGFB3	2460
IFT43	1462
C14orf118	4345
ESRRB	14
VASH1	37308
ANGEL1	3750
C14orf166B	4
IRF2BPL	10208
KIAA1737	9156
ZDHHC22	5546
TMEM63C	3783
NGB	129
MIR1260A	0
POMT2	3861
GSTZ1	292
TMED8	676
SAMD15	239
NOXRED1	138
C14orf133	3891
AHSA1	8767
ISM2	14
SPTLC2	6039
ALKBH1	1055
SLIRP	1320
SNW1	7020
C14orf178	34
ADCK1	702
NRXN3	3571
DIO2	3634
LOC100628307	3
CEP128	1034
TSHR	51
GTF2A1	2564
SNORA79	3
STON2	1713
SEL1L	13501
FLRT2	32189
LOC283585	0
GALC	3167
GPR65	6
LOC283587	0
KCNK10	3504
SPATA7	1393
PTPN21	5006
ZC3H14	8346
EML5	2062
TTC8	754
FOXN3	20565
LOC400236	40
PRO1768	12
EFCAB11	150
TDP1	2424
KCNK13	10
PSMC1	7144
C14orf102	2268
CALM1	139869
LOC400238	7
TTC7B	3543
RPS6KA5	2017
C14orf159	2084
SNORA11B	0
GPR68	364
CCDC88C	8133
SMEK1	9730
CATSPERB	0
TC2N	597
FBLN5	417
TRIP11	5820
ATXN3	3488
NDUFB1	2415
CPSF2	4724
SLC24A4	24
RIN3	120
LGMN	1841
GOLGA5	3501
CHGA	6065
ITPK1	6964
ITPK1-AS1	17
MOAP1	7348
C14orf109	1178
C14orf142	564
UBR7	6183
BTBD7	7467
UNC79	9731
COX8C	17
PRIMA1	27
FAM181A-AS1	40
FAM181A	34
ASB2	2
LINC00521	0
OTUB2	752
DDX24	14941
IFI27L1	595
IFI27	219
IFI27L2	667
PPP4R4	16
SERPINA10	0
SERPINA6	0
SERPINA1	52
SERPINA11	0
SERPINA9	0
SERPINA12	0
SERPINA4	0
SERPINA5	0
SERPINA3	1
SERPINA13	0
GSC	0
DICER1	19348
MIR3173	0
DICER1-AS1	395
CLMN	360
LINC00341	126
C14orf49	165
SNHG10	550
SCARNA13	0
GLRX5	2232
TCL6	0
TCL1B	3
TCL1A	0
LOC100507043	1497
C14orf132	28352
BDKRB2	20
BDKRB1	2
ATG2B	8618
C14orf129	1766
AK7	19
PAPOLA	22870
VRK1	1669
LOC100129345	2
C14orf64	54
