Geneid	HISAT2 on data 8 and data 7: aligned reads (BAM)
FAM186A	9
LARP4	2488
DIP2B	5296
ATF1	584
TMPRSS12	0
METTL7A	7365
HIGD1C	2
SLC11A2	4206
LETMD1	3328
CSRNP2	4293
TFCP2	2457
POU6F1	4350
DAZAP2	10109
SMAGP	43
BIN2	90
CELA1	0
GALNT6	833
SLC4A8	1942
SCN8A	9979
FIGNL2	188
ANKRD33	6
ACVRL1	535
ACVR1B	5054
GRASP	2469
NR4A1	1574
C12orf44	1594
KRT80	16
LOC283403	0
LOC283404	23
KRT7	2
KRT81	40
KRT86	82
KRT83	40
KRT85	0
KRT84	4
KRT82	10
KRT75	0
KRT6B	0
KRT6C	0
KRT6A	0
KRT5	204
KRT71	2
KRT74	2
KRT72	4
KRT73	0
KRT2	0
KRT1	8
KRT77	0
KRT76	0
KRT3	9
KRT4	0
KRT79	2
KRT78	2
KRT8	2
KRT18	9
EIF4B	12780
LOC283335	506
TENC1	3806
SPRYD3	19452
IGFBP6	582
SOAT2	0
CSAD	2094
ZNF740	1555
ITGB7	81
RARG	477
MFSD5	1108
ESPL1	6
PFDN5	7053
C12orf10	1659
AAAS	1200
SP7	24
SP1	1648
AMHR2	0
PRR13	2880
PCBP2	13859
MAP3K12	3752
TARBP2	615
NPFF	83
ATF7	1592
LOC100652999	0
ATP5G2	4826
CALCOCO1	7080
HOXC13	0
HOXC12	0
HOTAIR	0
HOXC11	0
HOXC10	0
MIR196A2	0
HOXC9	0
HOXC8	0
HOXC5	0
HOXC4	0
HOXC6	0
MIR615	0
FLJ12825	8
LOC100240735	6
LOC100240734	0
LOC400043	33
SMUG1	1273
CBX5	7526
MIR3198-2	0
HNRNPA1	1019
HNRNPA1P10	0
NFE2	20
COPZ1	4225
MIR148B	0
GPR84	4
ZNF385A	5304
ITGA5	181
GTSF1	6
NCKAP1L	137
PDE1B	5986
PPP1R1A	2422
GLYCAM1	0
LACRT	0
DCD	0
MUCL1	6
KIAA0748	8068
NEUROD4	2
OR9K2	0
OR10A7	0
OR6C74	0
OR6C6	0
OR6C1	0
OR6C3	0
OR6C75	0
OR6C65	0
OR6C76	0
OR6C2	0
OR6C70	0
OR6C68	0
OR6C4	0
OR10P1	0
METTL7B	142
ITGA7	3363
BLOC1S1	181
BLOC1S1-RDH5	0
RDH5	32
CD63	8309
GDF11	1546
SARNP	1857
ORMDL2	249
DNAJC14	1984
TMEM198B	893
MMP19	0
WIBG	604
DGKA	1247
PMEL	8
CDK2	138
RAB5B	17633
SUOX	1745
IKZF4	894
RPS26	3985
ERBB3	4133
PA2G4	5455
RPL41	4630
ZC3H10	347
ESYT1	3852
MYL6B	4047
MYL6	9262
SMARCC2	15230
RNF41	5063
OBFC2B	2429
SLC39A5	8
ANKRD52	5523
COQ10A	755
CS	10015
CNPY2	2209
PAN2	2533
IL23A	13
STAT2	4810
APOF	2
TIMELESS	403
MIP	16
SPRYD4	299
GLS2	2591
RBMS2	946
BAZ2A	3521
ATP5B	35997
SNORD59B	10
SNORD59A	6
PTGES3	14504
NACA	11591
PRIM1	274
HSD17B6	986
SDR9C7	10
RDH16	26
GPR182	0
ZBTB39	442
TAC3	174
MYO1A	8
TMEM194A	636
NAB2	2240
STAT6	2709
LRP1	22491
MIR1228	0
NXPH4	366
SHMT2	1646
NDUFA4L2	783
STAC3	99
R3HDM2	8476
INHBC	0
INHBE	15
GLI1	79
ARHGAP9	315
MARS	6067
DDIT3	1109
MBD6	1623
DCTN2	8511
KIF5A	65687
PIP4K2C	4493
DTX3	6360
ARHGEF25	9866
SLC26A10	1463
B4GALNT1	3793
OS9	8698
AGAP2	22948
LOC100130776	21
TSPAN31	1404
CDK4	1114
MARCH9	1011
CYP27B1	14
METTL1	317
METTL21B	100
TSFM	1542
AVIL	441
CTDSP2	5780
MIR26A2	1
LOC100506844	690
XRCC6BP1	289
LRIG3	207
SLC16A7	95
FAM19A2	3395
USP15	2052
MON2	4031
C12orf61	9
MIRLET7I	5
PPM1H	5886
AVPR1A	12
DPY19L2	916
TMEM5	640
SRGAP1	590
C12orf66	232
C12orf56	2
XPOT	4309
TBK1	2448
RASSF3	799
MIR548C	0
MIR548Z	0
GNS	3149
TBC1D30	1731
FLJ41278	414
WIF1	3693
LEMD3	2530
MSRB3	985
RPSAP52	0
HMGA2	7
LLPH	935
TMBIM4	1521
IRAK3	165
HELB	27
GRIP1	680
CAND1	7217
DYRK2	660
IFNG	0
IL26	0
IL22	0
MDM1	767
RAP1B	1994
SNORA70G	0
LOC100507250	12
NUP107	863
SLC35E3	633
MDM2	3186
CPM	1163
CPSF6	5157
MIR1279	0
LYZ	89
YEATS4	713
FRS2	2700
MIR3913-1	0
MIR3913-2	0
CCT2	6092
LRRC10	0
BEST3	86
RAB3IP	2844
CNOT2	2515
KCNMB4	6047
PTPRB	1610
PTPRR	1498
TSPAN8	55
LGR5	332
ZFC3H1	1846
THAP2	716
TMEM19	1680
RAB21	2761
TBC1D15	2746
MRS2P2	8
TPH2	12
LOC283392	509
TRHDE	1543
LOC100507377	11
ATXN7L3B	12400
KCNC2	8714
CAPS2	379
GLIPR1L1	29
GLIPR1L2	106
GLIPR1	795
KRR1	725
PHLDA1	2665
NAP1L1	18253
BBS10	1541
OSBPL8	5180
ZDHHC17	7782
CSRP2	765
E2F7	34
NAV3	3477
SYT1	84424
MIR1252	0
PAWR	97
PPP1R12A	4924
OTOGL	352
PTPRQ	19
MYF6	2
MYF5	0
LIN7A	189
MIR617	0
MIR618	0
ACSS3	706
MIR4699	0
PPFIA2	8111
CCDC59	723
C12orf26	134
TMTC2	2233
SLC6A15	3266
TSPAN19	51
LRRIQ1	45
ALX1	2
RASSF9	4
NTS	0
MGAT4C	208
MIR548AL	0
MKRN9P	3
C12orf50	2
C12orf29	2311
CEP290	1480
TMTC3	1418
KITLG	2949
LOC728084	222
DUSP6	3079
POC1B	1016
POC1B-GALNT4	0
GALNT4	5
ATP2B1	29544
LOC338758	1068
C12orf37	0
C12orf12	0
EPYC	0
KERA	2
LUM	62
DCN	2137
LOC256021	12
BTG1	1529
CLLU1OS	0
CLLU1	0
C12orf74	0
PLEKHG7	4
EEA1	2513
LOC643339	0
NUDT4	244
NUDT4P1	0
UBE2N	7637
MRPL42	1210
LOC144481	40
SOCS2	378
CRADD	419
PLXNC1	2034
CCDC41	565
LOC144486	8
TMCC3	1747
MIR492	0
KRT19P2	0
NDUFA12	3245
NR2C1	1610
FGD6	1189
VEZT	3560
MIR331	0
MIR3685	36
METAP2	3456
USP44	79
NTN4	2402
SNRPF	829
CCDC38	28
AMDHD1	68
HAL	5
LTA4H	2078
ELK3	123
CDK17	7744
NEDD1	386
RMST	49
MIR1251	0
MIR135A2	2
MIR4303	0
SLC9A7P1	176
LOC643770	6
LOC100128191	34
TMPO	2363
SLC25A3	13920
SNORA53	21
IKBIP	137
APAF1	1776
ANKS1B	8717
FAM71C	0
UHRF1BP1L	3452
GOLGA2P5	109
MIR1827	0
ACTR6	3538
DEPDC4	23
SCYL2	1475
SLC17A8	150
NR1H4	6
GAS2L3	18
ANO4	1573
SLC5A8	57
UTP20	741
ARL1	6139
SPIC	0
MYBPC1	1538
CHPT1	2542
SYCP3	131
GNPTAB	5788
DRAM1	146
CCDC53	1443
NUP37	190
PARPBP	40
PMCH	1
IGF1	331
LINC00485	0
PAH	329
ASCL1	1036
C12orf42	9
STAB2	18
NT5DC3	3112
GNN	63
HSP90B1	17671
MIR3652	0
C12orf73	523
TDG	843
GLT8D2	219
HCFC2	1349
NFYB	3768
TXNRD1	3112
EID3	229
CHST11	1495
MIR3922	0
SLC41A2	574
C12orf45	172
ALDH1L2	454
KIAA1033	2357
APPL2	2500
C12orf75	201
NUAK1	11535
CKAP4	1460
TCP11L2	643
POLR3B	899
LOC100287944	5
RFX4	1402
LOC100505978	1
RIC8B	2067
C12orf23	1836
MTERFD3	1314
CRY1	868
BTBD11	1324
PWP1	2291
PRDM4	2442
ASCL4	2
LOC728739	9
WSCD2	1745
CMKLR1	93
FICD	237
SART3	2907
ISCU	7839
TMEM119	137
SELPLG	349
CORO1C	4227
SSH1	2569
DAO	13
SVOP	8744
LOC100131733	5
USP30	1725
ALKBH2	476
UNG	1290
ACACB	1664
FOXN4	11
MYO1H	9
KCTD10	2811
UBE3B	3290
MMAB	1290
MVK	1276
C12orf34	1715
MGC14436	26
TRPV4	2
MIR4497	0
GLTP	2926
TCHP	1718
GIT2	3282
ANKRD13A	2047
C12orf76	3618
IFT81	756
ATP2A2	38435
ANAPC7	3270
ARPC3	5010
GPN3	765
FAM216A	1967
VPS29	4020
RAD9B	45
PPTC7	1571
TCTN1	558
HVCN1	397
PPP1CC	5195
CCDC63	1
MYL2	0
LOC100131138	0
CUX2	2402
FAM109A	334
SH2B3	1017
ATXN2	4737
BRAP	1545
ACAD10	784
ALDH2	17442
C12orf47	938
MAPKAPK5	1105
ADAM1	428
TMEM116	315
ERP29	3318
NAA25	2139
TRAFD1	1404
C12orf51	8700
RPL6	13910
PTPN11	16446
RPH3A	25704
OAS1	204
OAS3	668
OAS2	282
DTX1	2789
RASAL1	2287
CCDC42B	15
DDX54	1600
C12orf52	1666
IQCD	76
TPCN1	5100
SLC24A6	725
PLBD2	2714
SDS	368
SDSL	334
LHX5	0
RBM19	1956
TBX5	16
LOC255480	4
TBX3	210
MED13L	3924
MIR620	0
MIR4472-2	0
LINC00173	95
MAP1LC3B2	498
C12orf49	1940
RNFT2	1587
HRK	78
FBXW8	455
TESC	1532
FBXO21	5650
NOS1	766
KSR2	2218
RFC5	682
WSB2	22092
VSIG10	487
PEBP1	47111
TAOK3	4417
SUDS3	3528
SRRM4	4318
HSPB8	5970
LOC144742	0
CCDC60	2
TMEM233	150
PRKAB1	1312
CIT	10645
MIR1178	0
CCDC64	2629
RAB35	2937
GCN1L1	3078
MIR4498	0
RPLP0	8829
LOC100506649	70
PXN	1641
SIRT4	139
PLA2G1B	0
MSI1	478
COX6A1	10983
TRIAP1	931
GATC	2800
SRSF9	1787
DYNLL1	18782
LOC100506668	514
COQ5	1169
RNF10	10029
POP5	586
CABP1	18307
MLEC	5499
UNC119B	2126
MIR4700	0
ACADS	588
SPPL3	4275
HNF1A-AS1	0
HNF1A	302
C12orf43	1298
OASL	28
P2RX7	2441
P2RX4	434
CAMKK2	21066
ANAPC5	6067
RNF34	2277
KDM2B	2305
ORAI1	155
MORN3	222
TMEM120B	1070
RHOF	98
LOC338799	756
SETD1B	1616
HPD	8
PSMD9	857
WDR66	194
BCL7A	3149
MLXIP	1311
LRRC43	201
IL31	0
B3GNT4	330
DIABLO	2143
VPS33A	1422
CLIP1	5102
LOC100507066	2
ZCCHC8	949
RSRC2	4640
KNTC1	285
HCAR2	8
HCAR3	6
HCAR1	8
DENR	4206
CCDC62	99
HIP1R	8960
VPS37B	1760
ABCB9	1755
OGFOD2	525
ARL6IP4	6617
PITPNM2	4348
MIR4304	0
LOC100507091	18
MPHOSPH9	377
C12orf65	938
CDK2AP1	7041
SBNO1	4461
SETD8	1546
RILPL2	432
SNRNP35	921
RILPL1	2587
MIR3908	0
TMED2	5178
DDX55	710
EIF2B1	2186
GTF2H3	772
TCTN2	807
ATP6V0A2	1175
DNAH10	426
CCDC92	10289
ZNF664	8605
ZNF664-FAM101A	32
FAM101A	1
NCOR2	11619
SCARB1	2650
UBC	43234
DHX37	1150
BRI3BP	286
AACS	4375
TMEM132B	4820
LOC400084	0
LOC100128554	111
LOC387895	3
LOC100507206	141
LOC440117	0
FLJ37505	6
TMEM132C	1452
MIR3612	0
SLC15A4	1145
GLT1D1	2779
TMEM132D	2237
LOC100190940	34
FLJ31485	64
FZD10	40
PIWIL1	8
RIMBP2	5153
STX2	1252
RAN	7756
GPR133	184
LOC116437	29
SFSWAP	2820
MMP17	3495
ULK1	6249
PUS1	494
EP400	3388
SNORA49	0
EP400NL	144
DDX51	2787
NOC4L	932
GALNT9	4645
LOC100130238	139
FBRSL1	3399
LOC100507055	19
P2RX2	85
POLE	1329
PXMP2	393
PGAM5	2074
ANKLE2	2923
GOLGA3	5240
CHFR	1166
ZNF605	1084
ZNF26	24
ZNF84	34
ZNF140	513
ZNF10	970
ZNF268	480
LOC647589	0
ANKRD20A9P	33
LINC00442	0
PHF2P1	0
TUBA3C	0
ANKRD26P3	8
LINC00421	0
TPTE2	49
MPHOSPH8	7748
PSPC1	3705
ZMYM5	650
ZMYM2	5874
GJA3	4
GJB2	131
GJB6	4358
CRYL1	2972
MIR4499	0
IFT88	905
IL17D	3018
N6AMT2	416
XPO4	1509
LATS2	303
SAP18	8206
SKA3	23
MRP63	1421
ZDHHC20	4381
EFHA1	3355
FGF9	1205
BASP1P1	0
SGCG	93
SACS	5673
LINC00327	60
TNFRSF19	206
MIPEP	469
C1QTNF9B-AS1	18
C1QTNF9B	3
SPATA13	2119
MIR2276	0
C1QTNF9	0
PARP4	975
TPTE2P6	20
ATP12A	26
RNF17	38
CENPJ	597
TPTE2P1	398
PABPC3	22
FAM123A	2754
MTMR6	4696
NUPL1	2067
ATP8A2	993
SHISA2	184
RNF6	4632
CDK8	695
WASF3	12422
GPR12	1661
USP12	4328
RPL21	1
RPL21P28	0
SNORD102	35
SNORA27	7
RASL11A	164
GTF3A	3842
MTIF3	2109
LNX2	653
POLR1D	2491
GSX1	6
PDX1	0
ATP5EP2	1
CDX2	0
PRHOXNB	0
FLT3	331
PAN3-AS1	104
PAN3	1557
FLT1	2857
POMP	4734
SLC46A3	715
MTUS2	1141
LOC728437	4
SLC7A1	4881
UBL3	10809
LOC440131	0
KATNAL1	2659
LINC00426	28
HMGB1	16212
USPL1	1432
ALOX5AP	66
TEX26-AS1	4
C13orf33	35
TEX26	49
HSPH1	18474
B3GALTL	1182
RXFP2	14
EEF1DP3	0
FRY	4090
ZAR1L	2
BRCA2	41
N4BP2L1	1712
N4BP2L2	3807
CG030	144
PDS5B	5089
KL	92
STARD13	2235
RFC3	391
NBEA	5464
MAB21L1	38
MIR548F5	1
DCLK1	25923
SOHLH2	0
CCDC169-SOHLH2	0
CCDC169	4
SPG20	5831
SPG20OS	10
CCNA1	677
SERTM1	1418
RFXAP	519
SMAD9	912
ALG5	543
EXOSC8	595
FAM48A	1170
CSNK1A1L	5
LINC00547	0
POSTN	153
TRPC4	86
UFM1	4107
FREM2	210
STOML3	0
PROSER1	1666
NHLRC3	1428
LHFP	2207
COG6	2220
MIR4305	0
LINC00548	2
TTL	4942
FOXO1	965
MIR320D1	5
MRPS31	763
SLC25A15	425
LOC100616668	349
MIR621	0
SUGT1P3	86
ELF1	621
WBP4	1995
KBTBD6	3309
KBTBD7	572
MTRF1	509
NAA16	959
OR7E37P	0
C13orf15	3511
KIAA0564	1286
LOC100507240	24
DGKH	103
AKAP11	18439
TNFSF11	1
FAM216B	2
EPSTI1	78
DNAJC15	1951
ENOX1	1155
CCDC122	119
LACC1	1087
LINC00284	8
SERP2	1964
TSC22D1	32661
TSC22D1-AS1	269
LINC00330	0
NUFIP1	721
KIAA1704	495
GTF2F2	1213
KCTD4	627
TPT1	32879
SNORA31	17
TPT1-AS1	851
SLC25A30	614
COG3	1684
FAM194B	4
SPERT	0
SIAH3	164
ZC3H13	4194
LOC100509894	223
CPB2	7
LCP1	216
KIAA0226L	241
LRCH1	751
ESD	3022
HTR2A	3464
SUCLA2	7257
NUDT15	863
MED4	2563
ITM2B	42740
RB1	2171
LPAR6	370
RCBTB2	1002
CYSLTR2	161
FNDC3A	3342
MLNR	2
CDADC1	1135
CAB39L	4129
SETDB2	964
PHF11	788
RCBTB1	3623
ARL11	4
EBPL	459
KPNA3	4521
CTAGE10P	0
SPRYD7	2950
DLEU2	90
MIR3613	3
TRIM13	1468
KCNRG	34
MIR16-1	0
MIR15A	0
DLEU1	73
ST13P4	43
DLEU7	151
RNASEH2B	1129
GUCY1B2	2
FAM124A	2073
SERPINE3	7
INTS6	1389
MIR4703	0
WDFY2	358
DHRS12	409
LINC00282	98
CCDC70	0
ATP7B	471
ALG11	96
UTP14C	1663
NEK5	19
NEK3	788
THSD1P1	754
THSD1	559
VPS36	5058
CKAP2	1219
TPTE2P3	21
HNRNPA1L2	1082
SUGT1	1440
LECT1	60
MIR759	0
PCDH8	2696
OLFM4	98
MIR1297	0
PRR20A	0
PRR20D	0
PRR20B	0
PRR20E	0
PRR20C	0
PCDH17	4031
DIAPH3	115
TDRD3	756
MIR3169	1
PCDH20	1122
OR7E156P	0
PCDH9	9424
LINC00550	0
KLHL1	149
ATXN8OS	2
DACH1	992
MZT1	2929
BORA	95
DIS3	1624
PIBF1	612
KLF5	220
KLF12	1867
LINC00347	0
CTAGE11P	1
TBC1D4	1990
COMMD6	921
UCHL3	460
LMO7	6024
KCTD12	2782
BTF3P11	0
CLN5	867
FBXL3	3793
MYCBP2	11040
SCEL	16
SLAIN1	9084
MIR3665	0
EDNRB	6066
POU4F1	8
RNF219	1353
RBM26	3291
RBM26-AS1	152
NDFIP2	12737
SPRY2	3766
SLITRK1	3711
SLITRK6	34
MIR4500HG	65
MIR4500	0
SLITRK5	3446
MIR622	0
LINC00410	0
MIR17HG	11
MIR17	0
MIR18A	0
MIR19A	0
MIR20A	0
MIR19B1	0
MIR92A1	0
GPC5	704
GPC6	276
DCT	43
TGDS	356
GPR180	1914
SOX21	1189
ABCC4	205
CLDN10	2129
DZIP1	4325
DNAJC3	1917
UGGT2	994
HS6ST3	5498
OXGR1	108
MBNL2	13339
RAP2A	10735
IPO5	10189
FARP1	3664
RNF113B	0
MIR3170	0
STK24	5449
SLC15A1	0
DOCK9	7693
UBAC2-AS1	54
UBAC2	1843
MIR548AN	2
GPR18	6
GPR183	64
FKSG29	0
MIR623	0
TM9SF2	6190
CLYBL	375
MIR4306	0
ZIC5	340
ZIC2	667
PCCA	1384
A2LD1	130
TMTC4	2689
NALCN	4218
ITGBL1	43
FGF14	1727
MIR2681	0
MIR4705	1
FGF14-IT1	11
LOC283481	124
TPP2	2105
METTL21C	58
CCDC168	2
TEX30	457
KDELC1	124
BIVM	1581
BIVM-ERCC5	0
ERCC5	42
METTL21CP1	81
SLC10A2	0
DAOA-AS1	0
DAOA	0
LINC00460	124
EFNB2	3619
ARGLU1	6649
FAM155A	3262
LIG4	2569
ABHD13	1294
TNFSF13B	234
MYO16	930
IRS2	5103
COL4A1	358
COL4A2	871
RAB20	38
CARKD	3243
CARS2	1144
ING1	894
LINC00346	40
ANKRD10	2996
ARHGEF7	10519
TEX29	137
SOX1	277
SPACA7	0
TUBGCP3	1786
C13orf35	1
ATP11A	2787
MCF2L-AS1	73
MCF2L	9179
F7	124
F10	110
PROZ	13
PCID2	1432
CUL4A	2244
LAMP1	10158
GRTP1	121
ADPRHL1	608
DCUN1D2	1711
TMCO3	1834
TFDP1	2602
ATP4B	3
GRK1	2
LINC00552	34
FAM70B	85
GAS6	4301
FLJ41484	12
LOC100506394	179
FLJ44054	5
RASA3	2230
CDC16	2995
UPF3A	3854
CHAMP1	1231
OR11H12	0
LOC642426	0
POTEG	0
POTEM	0
OR11H2	0
OR4Q3	0
OR4M1	0
OR4N2	0
OR4K2	0
OR4K5	0
OR4K1	0
OR4K15	0
OR4K14	0
OR4K13	0
OR4L1	0
OR4K17	0
OR4N5	0
OR11G2	0
OR11H6	4
OR11H4	0
TTC5	654
CCNB1IP1	1039
SNORD126	0
RPPH1	52
PARP2	2993
TEP1	531
KLHL33	8
OSGEP	1233
APEX1	4294
TMEM55B	2862
PNP	410
RNASE10	0
RNASE9	0
RNASE11	0
RNASE12	0
OR6S1	0
ANG	18
RNASE4	150
EDDM3A	0
EDDM3B	0
RNASE6	34
RNASE1	6052
RNASE3	0
ECRP	0
RNASE2	0
METTL17	1291
SLC39A2	8
NDRG2	84114
TPPP2	5
RNASE13	0
RNASE7	0
RNASE8	0
ARHGEF40	1778
ZNF219	1313
C14orf176	27
OR5AU1	0
LOC283624	8065
HNRNPC	16337
RPGRIP1	23
SUPT16H	6231
CHD8	3950
SNORD9	1
SNORD8	0
RAB2B	2305
TOX4	4570
METTL3	1366
SALL2	2838
OR10G3	0
OR10G2	0
OR4E2	0
DAD1	3085
ABHD4	790
OXA1L	2825
SLC7A7	98
MRPL52	944
MMP14	241
LRP10	1908
REM2	124
RBM23	3013
PRMT5	2337
HAUS4	557
MIR4707	0
AJUBA	108
C14orf93	249
PSMB5	5255
PSMB11	2
CDH24	911
ACIN1	4986
C14orf119	1110
CEBPE	0
SLC7A8	3186
HOMEZ	440
PPP1R3E	2992
BCL2L2-PABPN1	0
BCL2L2	13473
PABPN1	567
SLC22A17	33062
EFS	1879
IL25	0
CMTM5	2085
MYH6	3
MIR208A	0
MYH7	174
MIR208B	0
NGDN	1240
THTPA	1621
ZFHX2	1435
AP1G2	2670
JPH4	21707
DHRS2	27
C14orf165	0
C14orf167	866
DHRS4	245
DHRS4L2	207
DHRS4L1	6
LRRC16B	727
CPNE6	3780
NRL	121
PCK2	346
DCAF11	5809
FITM1	17
PSME1	1458
FAM158A	629
PSME2	1101
RNF31	2133
IRF9	1797
REC8	872
IPO4	467
TM9SF1	992
TSSK4	179
CHMP4A	2104
MDP1	121
NEDD8-MDP1	0
NEDD8	2083
GMPR2	3585
TINF2	1962
TGM1	68
RABGGTA	1839
DHRS1	708
C14orf21	513
CIDEB	1323
LTB4R2	15
LTB4R	141
ADCY4	350
RIPK3	16
NFATC4	1118
NYNRIN	709
CBLN3	190
KHNYN	1183
SDR39U1	680
CMA1	0
CTSG	0
GZMH	4
GZMB	4
STXBP6	1073
NOVA1	5027
MIR4307	0
LOC100505967	36
FOXG1	5257
C14orf23	362
MIR548AI	3
PRKD1	907
G2E3	1202
SCFD1	2652
COCH	84
LOC100506071	2
STRN3	2185
MIR624	0
AP4S1	1831
HECTD1	7732
HEATR5A	1295
C14orf126	1205
GPR33	0
NUBPL	767
ARHGAP5-AS1	354
ARHGAP5	10220
AKAP6	12162
NPAS3	2166
EGLN3	2605
SPTSSA	1700
EAPP	1737
SNX6	2859
CFL2	6583
BAZ1A	525
IGBP1P1	5
SRP54	2631
FAM177A1	3174
PPP2R3C	1958
KIAA0391	1038
PSMA6	4470
NFKBIA	1700
INSM2	157
RALGAPA1	3196
BRMS1L	2117
MBIP	1452
SFTA3	11
NKX2-1	31
NKX2-8	12
PAX9	6
SLC25A21	20
MIR4503	0
LOC100129794	74
MIPOL1	178
FOXA1	0
SSTR1	1678
CLEC14A	403
LOC283547	293
SEC23A	5468
GEMIN2	353
TRAPPC6B	5389
PNN	5414
MIA2	0
CTAGE5	1217
LOC100288846	24
FBXO33	2173
LRFN5	2335
FSCB	0
C14orf28	430
KLHL28	1447
FAM179B	3295
PRPF39	2344
SNORD127	4
FKBP3	7482
FANCM	303
MIS18BP1	475
RPL10L	0
MDGA2	349
MIR548Y	0
LOC100506433	2
RPS29	2797
LRR1	61
RPL36AL	3281
MGAT2	859
DNAAF2	655
POLE2	61
KLHDC1	1056
KLHDC2	4687
NEMF	4195
ARF6	2390
C14orf182	7
C14orf183	0
METTL21D	955
SOS2	2495
L2HGDH	1087
ATP5S	651
CDKL1	468
MAP4K5	3847
ATL1	10001
SAV1	1602
NIN	2866
ABHD12B	355
PYGL	196
TRIM9	9313
TMX1	1219
LOC283553	0
FRMD6	803
FRMD6-AS1	47
GNG2	10168
C14orf166	2429
NID2	233
PTGDR	18
PTGER2	8
TXNDC16	1683
GPR137C	2306
ERO1L	1612
PSMC6	4831
STYX	507
GNPNAT1	1662
FERMT2	3442
DDHD1	3396
BMP4	153
CDKN3	136
CNIH	2956
GMFB	12668
CGRRF1	961
SAMD4A	2116
GCH1	202
MIR4308	0
WDHD1	299
SOCS4	1319
MAPK1IP1L	3181
LGALS3	1079
DLGAP5	0
FBXO34	3311
ATG14	2052
TBPL2	0
KTN1-AS1	19
KTN1	8799
RPL13AP3	2
LINC00520	2
PELI2	647
C14orf101	1428
OTX2	0
OTX2OS1	0
EXOC5	4942
MUDENG	1756
NAA30	2419
C14orf105	0
SLC35F4	43
C14orf37	357
ACTR10	4993
PSMA3	1995
FLJ31306	2200
ARID4A	2443
TOMM20L	36
TIMM9	699
KIAA0586	737
DACT1	480
DAAM1	1216
GPR135	89
C14orf149	287
JKAMP	2756
C14orf38	23
RTN1	54055
C14orf135	1896
DHRS7	2092
PPM1A	10396
C14orf39	4
SIX6	0
SIX1	30
SIX4	143
MNAT1	835
TRMT5	827
SLC38A6	549
TMEM30B	57
PRKCH	362
FLJ22447	14
HIF1A	2678
HIF1A-AS2	0
SNAPC1	338
SYT16	115
FLJ43390	1633
KCNH5	209
RHOJ	757
GPHB5	0
PPP2R5E	1566
WDR89	721
SGPP1	3153
SYNE2	1368
ESR2	23
TEX21P	15
MTHFD1	3094
AKAP5	3327
ZBTB25	162
ZBTB1	1780
HSPA2	10997
PPP1R36	39
PLEKHG3	4286
SPTB	3871
CHURC1-FNTB	0
CHURC1	3019
GPX2	15
RAB15	9554
FNTB	50
MAX	2367
MIR4706	1
LOC100506321	3
MIR4708	0
FUT8	3112
LOC645431	37
LINC00238	0
GPHN	2621
FAM71D	4
MPP5	3909
ATP6V1D	9190
EIF2S1	3151
PLEK2	6
TMEM229B	1824
PLEKHH1	14483
PIGH	873
ARG2	1145
VTI1B	3440
RDH11	6184
RDH12	136
ZFYVE26	1107
RAD51B	64
ZFP36L1	3489
ACTN1	6947
DCAF5	3193
EXD2	2815
GALNTL1	3641
ERH	3405
SLC39A9	3266
PLEKHD1	105
C14orf162	338
KIAA0247	2002
LOC100289511	27
SRSF5	14896
SLC10A1	11
SMOC1	2275
SLC8A3	1440
ADAM21P1	5
SYNJ2BP-COX16	0
COX16	286
SYNJ2BP	2089
ADAM21	34
C14orf55	66
ADAM20	4
MED6	888
TTC9	2962
MAP3K9	851
PCNX	4129
SNORD56B	0
LOC145474	0
SIPA1L1	5506
RGS6	2238
DPF3	210
DCAF4	635
ZFYVE1	2123
RBM25	7322
PSEN1	5721
PAPLN	1458
NUMB	2761
HEATR4	73
C14orf169	516
ACOT1	380
ACOT2	633
ACOT4	289
ACOT6	38
DNAL1	3292
PNMA1	16353
C14orf43	1999
MIR4505	0
PTGR2	956
ZNF410	1559
FAM161B	1901
COQ6	819
ENTPD5	210
C14orf45	552
ALDH6A1	3629
LIN52	739
VSX2	12
ABCD4	1226
VRTN	0
SYNDIG1L	193
NPC2	1235
MIR4709	0
ISCA2	848
LTBP2	375
KIAA0317	3506
FCF1	1110
YLPM1	4477
PROX2	156
DLST	3581
RPS6KL1	3164
PGF	126
EIF2B2	1341
MLH3	1674
ACYP1	873
ZC2HC1C	178
NEK9	3584
TMED10	7880
FOS	698
LOC731223	11
JDP2	1396
BATF	2
FLVCR2	61
C14orf1	2017
TTLL5	1445
TGFB3	796
IFT43	715
C14orf118	218
ESRRB	24
VASH1	4982
ANGEL1	2490
C14orf166B	1
IRF2BPL	2721
KIAA1737	6165
ZDHHC22	3864
TMEM63C	2703
NGB	951
MIR1260A	0
POMT2	1721
GSTZ1	533
TMED8	107
SAMD15	103
NOXRED1	50
C14orf133	1311
AHSA1	6722
ISM2	28
SPTLC2	3663
ALKBH1	365
SLIRP	1627
SNW1	2698
C14orf178	13
ADCK1	1208
NRXN3	6333
DIO2	3666
LOC100628307	0
CEP128	117
TSHR	10
GTF2A1	303
SNORA79	0
STON2	2462
SEL1L	5809
FLRT2	4619
LOC283585	0
GALC	3460
GPR65	12
LOC283587	0
KCNK10	776
SPATA7	1115
PTPN21	865
ZC3H14	2779
EML5	641
TTC8	1296
FOXN3	2555
LOC400236	32
PRO1768	0
EFCAB11	153
TDP1	727
KCNK13	62
PSMC1	4715
C14orf102	788
CALM1	195367
LOC400238	11
TTC7B	6700
RPS6KA5	628
C14orf159	3762
