Geneid	HISAT2 on data 8 and data 7: aligned reads (BAM)
PRAMEF20	0
PRAMEF21	0
PRAMEF17	0
LRRC38	152
PDPN	367
PRDM2	7811
KAZN	4737
C1orf126	60
TMEM51	237
FHAD1	87
EFHD2	10476
CTRC	5
CELA2A	9
CELA2B	35
CASP9	833
DNAJC16	2046
AGMAT	195
DDI2	58
RSC1A1	114
PLEKHM2	16410
SLC25A34	265
TMEM82	1
FBLIM1	115
UQCRHL	552
FLJ37453	398
SPEN	4397
ZBTB17	1978
C1orf64	124
HSPB7	47
CLCNKA	10
CLCNKB	8
FAM131C	380
EPHA2	135
ARHGEF19	38
RSG1	367
FBXO42	1201
C1orf144	2568
SPATA21	0
NECAP2	1082
CROCCP3	1024
MIR3675	0
NBPF1	1152
CROCCP2	2230
MST1P2	392
ESPNP	23
MST1P9	133
CROCC	1935
MFAP2	4
ATP13A2	14048
SDHB	3649
PADI2	12692
PADI1	2
PADI3	0
PADI4	35
PADI6	0
RCC2	2714
ARHGEF10L	2391
ACTL8	6
IGSF21	5106
KLHDC7A	0
PAX7	290
TAS1R2	0
ALDH4A1	4002
MIR4695	0
IFFO2	1813
UBR4	7511
KIAA0090	2360
MRTO4	2101
AKR7L	83
AKR7A3	64
LOC100506730	618
AKR7A2	1447
PQLC2	824
CAPZB	10672
MINOS1	3196
C1orf151-NBL1	0
NBL1	36
HTR6	164
TMCO4	156
RNF186	0
OTUD3	1715
PLA2G2E	0
PLA2G2A	0
PLA2G5	355
PLA2G2D	0
PLA2G2F	0
PLA2G2C	0
UBXN10	373
VWA5B1	4
LOC339505	108
CAMK2N1	43945
MUL1	1472
FAM43B	920
CDA	37
PINK1	24690
DDOST	4016
KIF17	1841
SH2D5	3218
HP1BP3	10556
EIF4G3	10239
ECE1	2743
LOC100506801	2
NBPF3	182
ALPL	1621
RAP1GAP	19160
USP48	4151
LDLRAD2	1
HSPG2	410
CELA3B	0
CELA3A	0
LINC00339	279
CDC42	10904
WNT4	72
ZBTB40	1556
EPHA8	69
C1QA	215
C1QC	340
C1QB	308
EPHB2	882
MIR4684	0
MIR4253	0
LOC729059	6
KDM1A	2781
MIR3115	0
LUZP1	4923
HTR1D	71
HNRNPR	6846
ZNF436	1576
C1orf213	451
TCEA3	106
ASAP3	1274
E2F2	6
ID3	633
MDS2	2
RPL11	7667
TCEB3	1431
LOC100506963	38
PITHD1	8857
LYPLA2	1359
GALE	1011
HMGCL	997
FUCA1	682
CNR2	0
MIR378F	0
PNRC2	533
SRSF10	475
MYOM3	0
IL22RA1	0
IL28RA	48
LOC284632	0
GRHL3	3
C1orf201	1516
NIPAL3	9310
RCAN3AS	0
RCAN3	159
C1orf130	16
SRRM1	5231
CLIC4	7729
RUNX3	26
SYF2	2050
C1orf63	3250
RHD	40
TMEM50A	5503
RHCE	131
TMEM57	2295
LDLRAP1	1342
MAN1C1	2848
SEPN1	4479
FAM54B	4050
LOC646471	572
C1orf135	89
PAQR7	940
STMN1	50911
MIR3917	0
PAFAH2	480
EXTL1	4855
SLC30A2	18
TRIM63	0
PDIK1L	1262
FAM110D	64
ZNF593	382
CNKSR1	266
CATSPER4	3
CEP85	1139
SH3BGRL3	3937
UBXN11	1357
CD52	32
AIM1L	0
ZNF683	2
LIN28A	0
DHDDS	2057
HMGN2	3150
RPS6KA1	621
MIR1976	0
ARID1A	3842
PIGV	603
ZDHHC18	1194
SFN	0
GPN2	756
GPATCH3	853
NR0B2	0
NUDC	8307
C1orf172	14
TRNP1	1693
FAM46B	35
SLC9A1	3306
WDTC1	6308
TMEM222	2474
LOC644961	29
SYTL1	44
MAP3K6	642
FCN3	12
CD164L2	10
GPR3	258
WASF2	3274
AHDC1	3101
FGR	269
IFI6	2144
FAM76A	981
STX12	7091
PPP1R8	2412
SCARNA1	4
C1orf38	582
RPA2	2444
SMPDL3B	20
XKR8	198
EYA3	1444
LOC653566	814
PTAFR	96
DNAJC8	6395
ATPIF1	4162
SESN2	767
MED18	411
PHACTR4	1335
RCC1	295
SNHG3	386
TRNAU1AP	732
SNHG12	216
SNORD99	16
SNORA61	58
SNORA44	22
SNORA16A	20
RAB42	0
TAF12	649
RNU11	3
GMEB1	321
YTHDF2	3385
OPRD1	51
EPB41	752
TMEM200B	125
SRSF4	4475
MECR	1567
PTPRU	2615
MATN1	31
LOC100129196	36
LAPTM5	870
MIR4420	0
SDC3	17535
PUM1	4629
SNORD103B	0
SNORD103A	0
SNORD85	0
PRO0611	2
NKAIN1	652
SNRNP40	890
ZCCHC17	4092
FABP3	5064
SERINC2	15
LOC149086	0
LOC284551	0
TINAGL1	612
HCRTR1	21
PEF1	3824
COL16A1	5129
BAI2	22937
MIR4254	0
SPOCD1	35
PTP4A2	13714
KHDRBS1	4991
TMEM39B	753
KPNA6	5007
TXLNA	2517
CCDC28B	369
IQCC	413
DCDC2B	184
TMEM234	330
EIF3I	4943
MTMR9LP	394
FAM167B	30
LCK	8
HDAC1	1325
MARCKSL1	15199
LOC100128071	86
TSSK3	139
BSDC1	6806
ZBTB8B	68
ZBTB8A	572
ZBTB8OS	675
RBBP4	4518
SYNC	76
KIAA1522	2814
YARS	8888
S100PBP	1321
FNDC5	2172
HPCA	10781
TMEM54	1546
RNF19B	1257
AK2	2870
ADC	1925
TRIM62	872
ZNF362	2041
PHC2	4290
MIR3605	2
ZSCAN20	105
CSMD2	951
HMGB4	0
LOC402779	0
C1orf94	17
GJB5	84
GJB4	5
GJB3	31
GJA4	116
C1orf212	2534
DLGAP3	5635
LOC653160	114
ZMYM6NB	244
ZMYM6	1662
ZMYM1	338
SFPQ	7323
ZMYM4	3441
KIAA0319L	5686
NCDN	51627
TFAP2E	409
PSMB2	4865
C1orf216	9012
CLSPN	130
EIF2C4	1721
EIF2C1	1738
EIF2C3	216
TEKT2	83
ADPRHL2	1380
COL8A2	47
TRAPPC3	1777
MAP7D1	18896
THRAP3	5696
SH3D21	375
FAM176B	249
STK40	1942
LSM10	1140
OSCP1	818
MRPS15	1760
CSF3R	279
GRIK3	3841
MIR4255	0
LOC728431	79
ZC3H12A	46
MEAF6	5517
SNIP1	593
DNALI1	509
GNL2	1604
RSPO1	35
C1orf109	918
CDCA8	85
EPHA10	1927
MANEAL	1598
YRDC	639
C1orf122	1763
MTF1	1104
INPP5B	1420
SF3A3	2413
FHL3	458
UTP11L	1523
POU3F1	407
MIR3659	0
LOC339442	2
RRAGC	951
GJA9-MYCBP	5
MYCBP	0
GJA9	0
RHBDL2	324
AKIRIN1	4817
NDUFS5	8676
MACF1	18273
KIAA0754	69
BMP8A	648
PPIEL	434
PABPC4	3009
SNORA55	8
HEYL	220
NT5C1A	75
HPCAL4	20571
PPIE	1951
BMP8B	174
OXCT2	42
TRIT1	795
MYCL1	79
MFSD2A	827
CAP1	7983
PPT1	10449
RLF	2172
TMCO2	2
ZMPSTE24	3287
COL9A2	4115
SMAP2	7408
ZNF643	249
ZNF642	252
DEM1	296
ZNF684	346
RIMS3	25038
LOC100130557	268
NFYC	2253
MIR30E	0
MIR30C1	0
KCNQ4	798
CITED4	337
CTPS	1233
LOC100507178	28
SLFNL1	10
SCMH1	1772
EDN2	2
HIVEP3	1602
GUCA2B	0
GUCA2A	0
FOXJ3	5207
RIMKLA	4212
ZMYND12	210
PPCS	1520
CCDC30	343
PPIH	776
YBX1	6572
CLDN19	2
LEPRE1	583
C1orf50	479
LOC100129924	10
CCDC23	615
ERMAP	606
ZNF691	305
SLC2A1	5247
FLJ32224	55
FAM183A	0
EBNA1BP2	3249
WDR65	80
TMEM125	1271
C1orf210	4
TIE1	950
MPL	132
CDC20	70
ELOVL1	5051
MED8	1565
SZT2	3017
HYI	0
PTPRF	9697
KDM4A	1915
LOC100132774	38
ST3GAL3	2283
ARTN	40
IPO13	7462
DPH2	1180
ATP6V0B	5972
B4GALT2	4874
CCDC24	821
SLC6A9	1688
KLF17	4
DMAP1	2323
ERI3	5125
RNF220	9640
TMEM53	431
C1orf228	188
KIF2C	26
RPS8	7828
SNORD55	25
SNORD46	18
SNORD38A	26
SNORD38B	24
BEST4	49
PLK3	300
TCTEX1D4	2
BTBD19	62
PTCH2	974
EIF2B3	1327
HECTD3	2689
UROD	2987
ZSWIM5	675
LOC400752	69
HPDL	96
MUTYH	518
TOE1	299
TESK2	687
CCDC163P	165
MMACHC	394
PRDX1	11447
AKR1A1	1986
NASP	4352
CCDC17	36
GPBP1L1	3600
RPS15AP10	13
TMEM69	921
IPP	512
MAST2	4724
PIK3R3	2105
TSPAN1	43
POMGNT1	5149
LURAP1	168
RAD54L	131
LRRC41	3136
UQCRH	7463
NSUN4	1033
FAAH	2501
LOC729041	44
DMBX1	0
LOC100507423	40
KNCN	151
MKNK1	1359
MOB3C	337
ATPAF1	4686
ATPAF1-AS1	0
LOC100130197	3
KIAA0494	6551
CYP4B1	6
CYP4Z2P	2
CYP4A11	33
CYP4X1	1421
CYP4Z1	54
CYP4A22	1
PDZK1IP1	0
TAL1	193
STIL	184
CMPK1	7716
FOXE3	6
MGC12982	8
FOXD2	2
LOC388630	22
SKINTL	15
SLC5A9	37
SPATA6	778
AGBL4	817
BEND5	1109
ELAVL4	2845
DMRTA2	29
FAF1	2206
CDKN2C	436
C1orf185	0
RNF11	22509
TTC39A	394
EPS15	16201
OSBPL9	2600
NRD1	8520
MIR761	0
RAB3B	1809
TXNDC12	2198
KTI12	372
BTF3L4	3175
ZFYVE9	4697
CC2D1B	2011
ORC1	22
PRPF38A	1975
ZCCHC11	1666
GPX7	92
FAM159A	9
SELRC1	800
ZYG11B	6976
ZYG11A	0
ECHDC2	948
SCP2	5107
PODN	279
SLC1A7	22
CPT2	579
C1orf123	1842
MAGOH	993
LOC100507564	19
LRP8	2751
FLJ40434	0
DMRTB1	0
GLIS1	132
TMEM48	917
YIPF1	1049
DIO1	0
HSPB11	705
LRRC42	466
LDLRAD1	0
TMEM59	9036
TCEANC2	434
MIR4781	0
CDCP2	12
CYB5RL	141
MRPL37	2567
SSBP3	5791
ACOT11	207
FAM151A	36
HEATR8	67
HEATR8-TTC4	16
TTC4	63
PARS2	266
TTC22	19
C1orf177	6
DHCR24	21174
TMEM61	10
BSND	4
PCSK9	13
USP24	3785
LOC100507634	48
MIR4422	0
PPAP2B	10181
PRKAA2	1851
C1orf168	39
C8A	0
C8B	0
DAB1	146
OMA1	617
TACSTD2	18
MYSM1	3673
JUN	4590
LOC100131060	65
HSD52	8
FGGY	317
MIR4711	0
HOOK1	1814
CYP2J2	799
C1orf87	0
NFIA	2912
TM2D1	1719
INADL	688
L1TD1	5
KANK4	231
USP1	2064
DOCK7	2441
ANGPTL3	2
ATG4C	2039
LINC00466	0
FOXD3	0
ALG6	432
ITGB3BP	198
EFCAB7	1030
DLEU2L	54
PGM1	2954
ROR1	34
UBE2U	0
CACHD1	1695
MIR4794	0
RAVER2	1251
JAK1	5716
MIR3671	5
MIR101-1	0
AK4	4315
DNAJC6	27752
LEPROT	2799
LEPR	431
PDE4B	4365
SGIP1	3988
MIR3117	5
TCTEX1D1	209
INSL5	4
WDR78	185
MIER1	2297
SLC35D1	729
C1orf141	8
IL23R	0
IL12RB2	267
SERBP1	7648
GADD45A	1248
GNG12	1236
LOC100289178	27
DIRAS3	204
WLS	4452
MIR1262	0
RPE65	12
DEPDC1	41
LRRC7	1268
PIN1P1	1
LRRC40	2046
SRSF11	8120
ANKRD13C	2872
HHLA3	644
CTH	347
PTGER3	212
ZRANB2-AS1	59
ZRANB2	8363
MIR186	28
ZRANB2-AS2	10
NEGR1	7520
NEGR1-IT1	0
LRRIQ3	7
FPGT-TNNI3K	6
FPGT	763
TNNI3K	0
C1orf173	3969
CRYZ	1127
TYW3	1653
LHX8	0
SLC44A5	418
ACADM	3766
RABGGTB	2636
SNORD45C	3
SNORD45A	9
SNORD45B	28
MSH4	66
ASB17	0
ST6GALNAC3	641
ST6GALNAC5	1833
PIGK	2664
AK5	28058
ZZZ3	1576
USP33	7924
FAM73A	3613
NEXN	117
FUBP1	2799
DNAJB4	2474
GIPC2	37
MGC27382	0
PTGFR	72
IFI44L	674
IFI44	479
ELTD1	256
LPHN2	2971
TTLL7	3123
PRKACB	30703
SAMD13	81
UOX	34
DNASE2B	11
RPF1	1141
GNG5	566
CTBS	530
C1orf180	0
SSX2IP	8559
LPAR3	121
MCOLN2	12
MCOLN3	10
WDR63	9
MIR4423	0
SYDE2	77
C1orf52	2772
BCL10	350
LOC646626	11
DDAH1	16592
CYR61	575
ZNHIT6	1800
COL24A1	1292
ODF2L	1902
CLCA2	40
CLCA1	0
CLCA4	593
CLCA3P	2
SH3GLB1	4287
SEP15	6114
HS2ST1	3421
LOC339524	566
LMO4	25579
LOC100505768	7
PKN2	1830
GTF2B	1051
CCBL2	1299
RBMXL1	1151
GBP3	172
GBP1	220
GBP2	200
GBP7	14
GBP4	726
GBP5	8
GBP6	8
GBP1P1	14
LRRC8B	9219
FLJ27354	139
LRRC8C	1348
LRRC8D	3856
GEMIN8P4	106
ZNF326	1646
BARHL2	6
ZNF644	1762
HFM1	176
CDC7	1003
HSP90B3P	11
TGFBR3	873
BRDT	44
EPHX4	1238
BTBD8	44
KIAA1107	6386
C1orf146	33
GLMN	781
RPAP2	368
GFI1	8
EVI5	1555
RPL5	15336
FAM69A	3554
SNORD21	9
SNORA66	9
MTF2	1371
TMED5	2900
CCDC18	80
LOC100131564	259
DR1	2439
FNBP1L	1809
BCAR3	692
LOC100129046	6
MIR760	6
DNTTIP2	2423
GCLM	948
ABCA4	72
ARHGAP29	1069
ABCD3	3173
F3	4540
SLC44A3	265
CNN3	7752
LOC729970	355
ALG14	427
TMEM56	3630
TMEM56-RWDD3	36
RWDD3	520
FLJ31662	0
PTBP2	3928
DPYD	445
MIR137HG	287
MIR2682	0
MIR137	0
LOC729987	0
SNX7	517
LPPR5	1460
LOC100129620	75
LPPR4	8117
PALMD	332
MIR548D1	0
MIR548AA1	0
FRRS1	9
AGL	2160
SLC35A3	309
HIAT1	3652
SASS6	324
CCDC76	521
LRRC39	236
DBT	2116
RTCD1	2644
MIR553	0
CDC14A	359
GPR88	483
LOC100128787	0
VCAM1	100
EXTL2	3471
SLC30A7	719
DPH5	805
S1PR1	4319
OLFM3	3564
DNAJA1P5	0
COL11A1	1378
RNPC3	872
AMY2B	1735
LOC648740	131
AMY2A	52
AMY1A	0
AMY1C	0
AMY1B	0
LOC100129138	1
PRMT6	897
NTNG1	952
VAV3	399
SLC25A24	386
NBPF4	0
NBPF6	0
FAM102B	4098
HENMT1	1079
PRPF38B	2821
FNDC7	7
STXBP3	3991
AKNAD1	30
SRG7	3
GPSM2	1399
CLCC1	2103
WDR47	12058
TAF13	1859
TMEM167B	3087
SCARNA2	8
C1orf194	204
KIAA1324	1890
SARS	12601
CELSR2	16652
PSRC1	2585
MYBPHL	51
SORT1	24562
PSMA5	3550
SYPL2	102
ATXN7L2	939
CYB561D1	1415
AMIGO1	1645
GPR61	625
GNAI3	1910
MIR197	1
GNAT2	4
AMPD2	7428
GSTM4	1926
GSTM2	1659
GSTM1	16
GSTM5	604
GSTM3	6458
EPS8L3	2
CSF1	1143
AHCYL1	24648
FAM40A	2855
ALX3	137
UBL4B	8
SLC6A17	20083
KCNC4	3066
LOC440600	6
RBM15	283
SLC16A4	178
HBXIP	2511
PROK1	6
CYMP	7
KCNA10	0
KCNA2	2256
KCNA3	143
CD53	385
LRIF1	1138
DRAM2	803
CEPT1	1487
DENND2D	36
CHI3L2	24
RP11-165H20.1	0
CHIA	0
C1orf88	224
PGCP1	0
OVGP1	368
WDR77	1222
ATP5F1	6782
C1orf162	123
ADORA3	171
LOC100129269	13
RAP1A	2359
FAM212B	3570
LOC100506343	112
DDX20	809
KCND3	399
CTTNBP2NL	1109
MIR4256	0
WNT2B	273
ST7L	701
CAPZA1	3723
MOV10	821
RHOC	2364
PPM1J	475
FAM19A3	34
SLC16A1	2915
AKR7A2P1	3
LRIG2	231
LOC643441	0
MAGI3	2712
PHTF1	1434
RSBN1	1813
PTPN22	23
LOC100287722	29
BCL2L15	101
AP4B1	1076
DCLRE1B	369
HIPK1	4951
OLFML3	217
SYT6	284
TRIM33	3811
BCAS2	3872
DENND2C	78
AMPD1	0
NRAS	2110
CSDE1	25755
SIKE1	1682
SYCP1	0
TSHB	0
TSPAN2	96
NGF	36
VANGL1	194
CASQ2	144
NHLH2	75
SLC22A15	1592
MAB21L3	4
ATP1A1	48724
ATP1A1OS	55
CD58	103
IGSF3	1071
MIR320B1	0
CD2	2
PTGFRN	1457
CD101	93
TTF2	274
MIR942	0
TRIM45	524
VTCN1	8
MAN1A2	1381
FAM46C	38
GDAP2	452
WDR3	976
SPAG17	24
TBX15	36
WARS2	518
HAO2	1
HSD3B2	3
HSD3B1	10
HSD3BP4	62
LOC644242	204
ZNF697	528
PHGDH	6493
HMGCS2	0
REG4	0
NBPF7	0
ADAM30	0
NOTCH2	3680
FAM72B	30
HIST2H2BA	20
FCGR1B	33
EMBP1	40
LOC375010	0
LOC100130000	7
FLJ39739	3
LOC100286793	18
PPIAL4G	9
FAM72D	33
SRGAP2P2	169
LOC728855	102
LOC728875	54
PPIAL4C	0
PPIAL4B	0
PPIAL4A	0
PFN1P2	40
NBPF9	277
LOC653513	359
PDE4DIP	12439
SEC22B	2241
NOTCH2NL	532
NBPF10	303
HFE2	19
TXNIP	6126
POLR3GL	1123
ANKRD34A	3635
LIX1L	369
RBM8A	1589
GNRHR2	539
PEX11B	3833
ITGA10	228
ANKRD35	583
PIAS3	1702
NUDT17	172
POLR3C	974
RNF115	1012
CD160	175
PDZK1	40
GPR89A	375
GPR89C	2
PDZK1P1	4
NBPF11	0
NBPF24	0
LOC728989	52
PRKAB2	1912
PDIA3P	717
FMO5	169
CHD1L	2148
LOC100289211	0
BCL9	1805
ACP6	317
GJA5	60
GJA8	0
GPR89B	65
NBPF14	635
PPIAL4F	0
PPIAL4D	0
NBPF15	46
NBPF16	50
PPIAL4E	0
LOC645166	276
LOC388692	510
FCGR1C	7
HIST2H2BF	55
FAM91A2	47
FCGR1A	37
HIST2H3D	0
HIST2H4A	0
HIST2H4B	0
HIST2H3A	0
HIST2H3C	0
HIST2H2AA4	0
HIST2H2AA3	0
HIST2H2BC	7
HIST2H2BE	893
HIST2H2AC	0
HIST2H2AB	0
BOLA1	453
SV2A	29470
SF3B4	1592
MTMR11	429
OTUD7B	2193
VPS45	3199
PLEKHO1	2393
ANP32E	4328
CA14	828
APH1A	3251
C1orf54	237
C1orf51	857
MRPS21	3908
PRPF3	1822
RPRD2	3483
TARS2	2000
ECM1	1122
ADAMTSL4	86
MIR4257	3
MCL1	4374
ENSA	19320
GOLPH3L	1058
HORMAD1	7
CTSS	242
CTSK	258
ARNT	1725
SETDB1	1337
CERS2	5317
ANXA9	449
FAM63A	1374
PRUNE	1221
BNIPL	27
C1orf56	162
CDC42SE1	3147
MLLT11	19237
GABPB2	269
SEMA6C	1762
TNFAIP8L2	26
TNFAIP8L2-SCNM1	0
LYSMD1	833
SCNM1	59
TMOD4	27
VPS72	2171
PIP5K1A	2237
PSMD4	7565
ZNF687	1833
PI4KB	4593
RFX5	2169
SELENBP1	2391
PSMB4	6213
POGZ	6140
CGN	351
TUFT1	624
MIR554	0
SNX27	6139
CELF3	7836
RIIAD1	88
MRPL9	1559
OAZ3	115
TDRKH	1388
LINGO4	8
RORC	2
C2CD4D	44
LOC100132111	96
THEM5	285
THEM4	869
S100A10	287
S100A11	140
TCHHL1	0
TCHH	179
RPTN	0
HRNR	2
FLG	46
FLG2	1
CRNN	0
LCE5A	4
CRCT1	0
LCE3E	0
LCE3D	0
LCE3C	0
LCE3B	0
LCE3A	0
LCE2D	0
LCE2C	0
LCE2B	0
LCE2A	0
LCE4A	0
C1orf68	0
KPRP	0
LCE1F	0
LCE1E	0
LCE1D	0
LCE1C	0
LCE1B	0
LCE1A	0
LCE6A	0
SMCP	0
IVL	0
SPRR4	0
SPRR1A	0
SPRR3	0
SPRR1B	0
SPRR2D	0
SPRR2A	0
SPRR2B	0
SPRR2E	0
SPRR2F	0
SPRR2C	0
SPRR2G	4
LELP1	0
PRR9	0
LOR	16
PGLYRP3	0
PGLYRP4	0
S100A9	52
S100A12	0
S100A8	40
S100A7A	0
S100A7L2	0
S100A7	1
S100A6	2158
S100A5	10
S100A4	36
S100A3	6
S100A2	6
S100A16	1428
S100A14	34
S100A13	2153
S100A1	6066
CHTOP	2926
SNAPIN	1266
ILF2	4854
NPR1	64
INTS3	4984
SLC27A3	567
GATAD2B	3672
DENND4B	6417
CRTC2	1938
SLC39A1	1422
CREB3L4	143
JTB	2647
RAB13	662
RPS27	3492
NUP210L	15
TPM3	14583
MIR190B	0
C1orf189	0
C1orf43	9677
UBAP2L	6968
HAX1	3132
AQP10	1
ATP8B2	2242
IL6R	296
SHE	290
TDRD10	48
UBE2Q1	5513
CHRNB2	5150
ADAR	15044
KCNN3	2954
PMVK	2506
PBXIP1	7592
PYGO2	2401
SHC1	1468
CKS1B	235
MIR4258	1
FLAD1	1104
LENEP	0
ZBTB7B	1201
DCST2	33
DCST1	9
LOC100505666	21
ADAM15	2350
EFNA4	35
EFNA3	1832
EFNA1	580
SLC50A1	328
DPM3	331
KRTCAP2	1008
TRIM46	1958
MUC1	63
MIR92B	7
THBS3	1327
MTX1	410
GBAP1	1071
GBA	2097
FAM189B	2689
SCAMP3	2431
CLK2	1555
HCN3	513
PKLR	25
FDPS	4482
RUSC1-AS1	55
RUSC1	6405
ASH1L	8253
MIR555	0
POU5F1P4	4
LOC645676	84
MSTO1	617
YY1AP1	3671
DAP3	3043
MSTO2P	143
GON4L	1593
SYT11	41222
RIT1	795
KIAA0907	2409
SNORA42	0
SCARNA4	1
RXFP4	6
ARHGEF2	9624
SSR2	2779
UBQLN4	5744
LAMTOR2	809
RAB25	7
MEX3A	88
LMNA	1814
SEMA4A	2478
SLC25A44	4591
PMF1	257
PMF1-BGLAP	0
BGLAP	4
PAQR6	15924
SMG5	7177
TMEM79	308
C1orf85	675
VHLL	0
CCT3	7906
C1orf182	9
RHBG	4
C1orf61	8659
MIR9-1	0
MEF2D	9996
IQGAP3	103
TTC24	10
APOA1BP	2577
GPATCH4	1862
HAPLN2	5382
BCAN	12423
NES	1786
CRABP2	303
ISG20L2	739
RRNAD1	984
MRPL24	1775
HDGF	6167
PRCC	3267
SH2D2A	4
NTRK1	15
INSRR	5
PEAR1	379
LRRC71	16
ARHGEF11	6329
MIR765	9
ETV3L	10
ETV3	155
CYCSP52	2
FCRL5	2
FCRL4	18
FCRL3	2
FCRL2	0
FCRL1	0
CD5L	0
KIRREL	68
LOC646268	0
CD1D	12
CD1A	0
CD1C	2
CD1B	0
CD1E	0
OR10T2	0
OR10K2	0
OR10K1	0
OR10R2	0
OR6Y1	0
OR6P1	0
OR10X1	0
OR10Z1	0
SPTA1	4
OR6K2	0
OR6K3	0
OR6K6	0
OR6N1	0
OR6N2	0
MNDA	124
PYHIN1	2
IFI16	580
AIM2	0
CADM3	14074
LOC100131825	94
DARC	624
FCER1A	4
OR10J3	0
OR10J1	0
OR10J5	0
APCS	0
CRP	0
DUSP23	254
FCRL6	4
SLAMF8	88
C1orf204	286
VSIG8	11
CCDC19	10
TAGLN2	1234
IGSF9	12
SLAMF9	3
LOC100505633	0
PIGM	446
KCNJ10	15279
KCNJ9	6019
IGSF8	14764
ATP1A2	77555
ATP1A4	78
CASQ1	1392
PEA15	49431
DCAF8	8421
PEX19	4861
COPA	14779
SUMO1P3	106
NCSTN	3042
NHLH1	87
VANGL2	865
SLAMF6	4
CD84	109
SLAMF1	2
CD48	12
SLAMF7	6
LY9	0
CD244	49
ITLN1	0
ITLN2	0
F11R	630
TSTD1	562
USF1	2531
ARHGAP30	131
PVRL4	2
KLHDC9	912
PFDN2	2561
NIT1	1524
DEDD	1416
UFC1	3882
