Geneid	HISAT2 on data 10 and data 9: aligned reads (BAM)
NKPD1	3
TRAPPC6A	274
BLOC1S3	188
EXOC3L2	3
MARK4	877
CKM	4
KLC3	93
ERCC2	395
PPP1R13L	117
CD3EAP	51
ERCC1	719
FOSB	80
RTN2	681
PPM1N	17
VASP	530
OPA3	332
GPR4	268
EML2	837
MIR330	0
LOC100287177	0
GIPR	12
MIR642A	0
MIR642B	0
SNRPD2	1240
QPCTL	192
FBXO46	216
LOC388553	0
SIX5	220
DMPK	1882
DMWD	1057
RSPH6A	0
SYMPK	956
FOXA3	0
IRF2BP1	444
MYPOP	315
NANOS2	6
NOVA2	191
CCDC61	108
MIR769	0
PGLYRP1	4
IGFL4	20
IGFL3	0
IGFL2	0
DKFZp434J0226	23
IGFL1	0
HIF3A	938
PPP5C	810
CCDC8	158
PNMAL1	1096
LOC100506012	47
PNMAL2	1381
CALM3	11814
PTGIR	8
GNG8	10
DACT3	1269
LOC100506068	13
PRKD2	295
MIR320E	0
STRN4	1362
FKRP	294
SLC1A5	37
SNAR-E	0
AP2S1	551
ARHGAP35	3794
NPAS1	167
TMEM160	323
ZC3H4	703
SAE1	1233
BBC3	37
MIR3190	0
MIR3191	0
CCDC9	273
PRR24	151
C5AR1	19
GPR77	2
DHX34	360
MEIS3	1573
SLC8A2	1128
KPTN	196
LOC100505681	10
NAPA	2224
ZNF541	14
GLTSCR1	295
EHD2	1395
GLTSCR2	1962
SNORD23	4
SEPW1	8852
TPRX1	0
CRX	0
SULT2A1	0
SNAR-A12	0
SNAR-A13	0
SNAR-C1	0
SNAR-C5	0
SNAR-C2	0
SNAR-A1	0
SNAR-A2	0
SNAR-A14	0
SNAR-A11	0
SNAR-A4	0
SNAR-A8	0
SNAR-A5	0
SNAR-A9	0
SNAR-A3	0
SNAR-A10	0
SNAR-A6	0
SNAR-A7	0
SNAR-C4	0
SNAR-C3	0
BSPH1	0
ELSPBP1	0
CABP5	2
PLA2G4C	443
LIG1	161
CARD8	561
LOC100505812	24
ZNF114	36
CCDC114	32
EMP3	424
TMEM143	126
SYNGR4	0
KDELR1	917
GRIN2D	181
GRWD1	232
KCNJ14	130
CYTH2	915
LMTK3	1116
SULT2B1	22
FAM83E	2
SPACA4	0
RPL18	6879
SPHK2	732
DBP	704
CA11	9998
SEC1	31
NTN5	44
FUT2	52
MAMSTR	66
RASIP1	152
IZUMO1	9
FUT1	88
FGF21	0
BCAT2	422
HSD17B14	705
PLEKHA4	182
PPP1R15A	557
TULP2	7
NUCB1	2534
DHDH	35
BAX	204
FTL	31708
GYS1	705
RUVBL2	758
LHB	2
CGB	0
SNAR-G2	0
CGB2	0
CGB1	0
SNAR-G1	0
CGB5	0
CGB8	0
CGB7	0
NTF4	1
KCNA7	0
SNRNP70	3396
LIN7B	201
C19orf73	16
PPFIA3	1654
HRC	160
TRPM4	321
SLC6A16	57
MIR4324	1
CD37	45
TEAD2	157
DKKL1	0
CCDC155	0
PTH2	1
LOC100507003	9
SLC17A7	4531
PIH1D1	569
ALDH16A1	172
FLT3LG	114
RPL13A	1216
RPL13AP5	0
SNORD32A	7
SNORD33	2
SNORD34	1
SNORD35A	5
RPS11	9324
SNORD35B	8
MIR150	0
FCGRT	778
RCN3	113
NOSIP	575
PRRG2	24
PRR12	514
RRAS	613
SCAF1	1222
IRF3	509
BCL2L12	75
PRMT1	1057
C19orf76	24
CPT1C	723
TSKS	8
AP2A1	1646
FUZ	539
MED25	496
LOC100506033	175
PTOV1	2104
MIR4749	0
PNKP	237
AKT1S1	750
TBC1D17	1132
MIR4750	3
IL4I1	10
NUP62	290
ATF5	99
MIR4751	0
SIGLEC11	2
SIGLEC16	5
VRK3	334
ZNF473	89
FLJ26850	14
SNAR-B2	0
SNAR-B1	0
SNAR-D	0
IZUMO2	4
MYH14	1768
KCNC3	22
NAPSB	5
NAPSA	16
NR1H2	1624
POLD1	135
SPIB	2
MYBPC2	0
FAM71E1	86
C19orf63	2211
JOSD2	441
ASPDH	488
LRRC4B	2171
SNAR-F	0
SYT3	207
C19orf81	71
SHANK1	1479
CLEC11A	210
GPR32	0
ACPT	0
C19orf48	129
SNORD88B	0
SNORD88A	0
SNORD88C	1
MGC45922	7
KLK1	2
KLK15	0
KLK3	0
KLK2	0
KLKP1	0
KLK4	0
KLK5	19
KLK6	128
KLK7	146
KLK8	3
KLK9	1
KLK10	10
KLK11	0
KLK12	0
KLK13	0
KLK14	7
CTU1	40
SIGLEC9	0
SIGLEC7	2
SIGLECP3	6
CD33	4
C19orf75	0
IGLON5	354
VSIG10L	78
ETFB	1675
CLDND2	30
NKG7	111
LIM2	2
LOC147646	2
SIGLEC10	12
LOC100129083	0
SIGLEC8	0
CEACAM18	0
SIGLEC12	0
SIGLEC6	0
ZNF175	175
FLJ30403	52
SIGLEC5	1
SIGLEC14	0
MIR99B	0
MIRLET7E	0
MIR125A	0
LINC00085	468
HAS1	14
FPR1	4
FPR2	0
FPR3	2
ZNF577	200
ZNF649	154
ZNF613	94
ZNF350	141
ZNF615	135
ZNF614	192
ZNF432	116
ZNF841	174
ZNF616	59
ZNF836	61
PPP2R1A	4906
ZNF766	164
MIR643	0
ZNF480	133
ZNF610	105
ZNF880	183
ZNF528	285
ZNF534	10
ZNF578	48
ZNF808	40
ZNF701	71
ZNF137P	43
ZNF83	844
ZNF611	76
ZNF600	25
ZNF28	138
ZNF468	112
ZNF320	255
ZNF816-ZNF321P	0
ZNF321P	0
ZNF816	36
ZNF702P	62
ERVV-1	2
ERVV-2	0
ZNF160	451
ZNF415	343
ZNF347	117
ZNF665	16
ZNF677	45
VN1R2	0
VN1R4	0
LOC646508	0
FAM90A27P	0
BIRC8	0
ZNF845	65
ZNF525	43
ZNF765	43
ZNF761	112
LOC147804	29
ZNF813	13
ZNF331	673
LOC284379	0
DPRX	0
MIR512-2	0
MIR512-1	0
MIR1323	0
MIR498	0
MIR520E	0
MIR515-1	0
MIR515-2	0
MIR519E	0
MIR520F	0
MIR519C	0
MIR1283-1	0
MIR520A	0
MIR526B	0
MIR519B	0
MIR525	0
MIR523	0
MIR518F	0
MIR520B	0
MIR518B	0
MIR526A1	0
MIR520C	0
MIR518C	0
MIR524	0
MIR517A	0
MIR519D	0
MIR521-2	0
MIR520D	0
MIR517B	0
MIR520G	0
MIR516B2	0
MIR526A2	0
MIR518E	0
MIR518A1	0
MIR518D	0
MIR516B1	0
MIR518A2	0
MIR517C	0
MIR520H	0
MIR521-1	0
MIR522	0
MIR519A1	0
MIR527	0
MIR516A1	0
MIR1283-2	0
MIR516A2	0
MIR519A2	0
MIR371A	0
MIR371B	0
MIR372	0
MIR373	0
NLRP12	0
MYADM	641
PRKCG	455
CACNG7	2184
CACNG8	1431
MIR935	0
CACNG6	14
VSTM1	6
TARM1	0
OSCAR	18
NDUFA3	895
TFPT	1245
PRPF31	619
CNOT3	379
LENG1	154
TMC4	175
MBOAT7	1544
TSEN34	344
RPS9	9859
LILRB3	12
LILRA6	4
LILRB5	1
LILRB2	28
MIR4752	0
LILRA3	0
LILRA5	6
LILRA4	0
LAIR1	1
TTYH1	17350
LENG8	2367
LENG9	23
CDC42EP5	39
LAIR2	0
KIR3DX1	5
LILRA2	2
LILRA1	0
LILRB1	15
LILRB4	2
LILRP2	0
KIR3DL3	0
KIR2DL3	0
KIR2DL1	4
KIR2DL4	0
KIR3DL1	2
KIR2DS4	0
KIR3DL2	6
FCAR	2
NCR1	3
NLRP7	0
NLRP2	66
GP6	16
RDH13	135
EPS8L1	30
PPP1R12C	2886
TNNT1	474
TNNI3	18
C19orf51	11
SYT5	760
PTPRH	4
TMEM86B	128
PPP6R1	1814
HSPBP1	971
BRSK1	3220
TMEM150B	0
SUV420H2	197
COX6B2	6
FAM71E2	0
IL11	6
TMEM190	2
TMEM238	0
RPL28	5786
UBE2S	259
SHISA7	863
ISOC2	597
ZNF628	98
NAT14	1082
SSC5D	160
SBK2	2
SGK110	0
ZNF579	192
FIZ1	285
ZNF524	166
ZNF865	294
ZNF784	102
ZNF580	575
ZNF581	90
CCDC106	800
U2AF2	1575
EPN1	2423
NLRP9	6
RFPL4A	0
NLRP11	0
NLRP4	0
NLRP13	0
NLRP8	0
NLRP5	0
ZNF787	441
ZNF444	880
GALP	0
ZSCAN5B	0
ZSCAN5A	28
ZNF542	251
ZNF582	53
LOC386758	107
ZNF583	81
ZNF667	316
LOC100128252	793
ZNF471	357
ZFP28	212
ZNF470	336
ZNF71	122
LOC147670	147
ZNF835	64
ZIM2	13
PEG3	1435
PEG3-AS1	0
MIMT1	32
USP29	0
ZIM3	0
DUXA	0
ZNF264	366
AURKC	17
ZNF805	179
ZNF460	28
ZNF543	52
ZNF304	177
TRAPPC2P1	41
ZNF547	49
ZNF548	181
ZNF17	105
ZNF749	51
VN1R1	30
ZNF772	247
ZNF419	208
ZNF773	40
ZNF549	112
ZNF550	24
ZNF416	31
ZIK1	72
ZNF530	31
ZNF134	118
ZNF211	231
ZSCAN4	0
ZNF551	121
ZNF154	165
ZNF671	165
ZNF776	216
ZNF586	64
ZNF552	32
FKBP1AP1	2
ZNF587B	41
ZNF587	356
ZNF814	388
ZNF417	152
ZNF418	115
ZNF256	57
C19orf18	20
ZNF606	130
LOC100128398	147
ZSCAN1	55
ZNF135	150
ZSCAN18	1980
ZNF329	187
ZNF274	230
ZNF544	227
ZNF8	42
ZSCAN22	38
A1BG	48
A1BG-AS1	3
ZNF497	68
ZNF837	39
MIR4754	1
RPS5	3620
LOC646862	0
ZNF584	86
ZNF132	51
ZNF324B	51
ZNF324	138
ZNF446	257
SLC27A5	321
ZBTB45	356
TRIM28	1540
CHMP2A	1513
UBE2M	2414
LOC100131691	62
MZF1	476
MGC2752	453
KIR2DL2	2
KIR3DS1	0
KIR2DL5A	0
KIR2DL5B	0
KIR2DS5	0
KIR2DS3	0
KIR2DS1	0
KIR2DS2	0
FAM110C	41
SH3YL1	624
ACP1	870
FAM150B	18
TMEM18	295
LOC339822	0
SNTG2	3
TPO	0
PXDN	356
MYT1L	681
LOC730811	2
TSSC1	598
TRAPPC12	606
ADI1	1633
RNASEH1	170
LOC100506054	150
RPS7	4965
COLEC11	79
ALLC	23
LOC100505964	0
LOC727982	0
SOX11	88
LOC150622	500
LOC400940	34
LINC00487	0
CMPK2	118
RSAD2	243
LOC386597	31
RNF144A	919
LOC100506274	27
LOC339788	23
LINC00299	38
ID2	3365
KIDINS220	1982
MBOAT2	733
ASAP2	1414
ITGB1BP1	1176
CPSF3	258
IAH1	465
ADAM17	350
YWHAQ	4342
TAF1B	127
GRHL1	61
KLF11	194
CYS1	354
RRM2	0
C2orf48	0
MIR4261	0
HPCAL1	1998
ODC1	828
SNORA80B	0
NOL10	265
ATP6V1C2	15
PDIA6	764
KCNF1	567
FLJ33534	25
C2orf50	10
PQLC3	203
ROCK2	661
E2F6	307
GREB1	558
MIR4429	0
NTSR2	1542
LPIN1	1055
MIR4262	0
TRIB2	2017
MIR3125	1
LOC100506474	25
FAM84A	546
NBAS	641
DDX1	1452
MYCNOS	0
MYCN	67
FAM49A	1722
RAD51AP2	6
VSNL1	3096
SMC6	284
GEN1	102
MSGN1	0
KCNS3	114
NT5C1B-RDH14	0
RDH14	5
NT5C1B	0
MIR4757	0
OSR1	42
FLJ12334	4
TTC32	111
WDR35	491
MATN3	96
LAPTM4A	3666
SDC1	16
PUM2	1977
RHOB	10035
HS1BP3	386
GDF7	0
C2orf43	177
APOB	14
LOC645949	0
KLHL29	182
ATAD2B	228
UBXN2A	200
MFSD2B	3
C2orf44	80
FKBP1B	314
SF3B14	700
TP53I3	174
PFN4	18
LOC375190	324
C2orf84	11
ITSN2	306
NCOA1	2243
PTRHD1	251
CENPO	198
ADCY3	506
DNAJC27	283
DNAJC27-AS1	86
EFR3B	2561
POMC	37
DNMT3A	190
MIR1301	0
DTNB	586
ASXL2	174
KIF3C	1710
RAB10	2595
FAM59B	2408
HADHA	3771
HADHB	4023
GPR113	30
EPT1	517
CCDC164	13
OTOF	18
C2orf70	4
CIB4	0
KCNK3	280
C2orf18	635
CENPA	0
DPYSL5	858
MAPRE3	1887
TMEM214	653
AGBL5	350
OST4	973
EMILIN1	514
KHK	217
CGREF1	467
ABHD1	62
PREB	589
C2orf53	0
TCF23	0
SLC5A6	879
C2orf28	659
CAD	462
SLC30A3	275
DNAJC5G	38
TRIM54	159
UCN	49
MPV17	701
GTF3C2	376
LOC100505624	0
EIF2B4	541
SNX17	1376
ZNF513	487
PPM1G	953
FTH1P3	3
NRBP1	853
KRTCAP3	11
IFT172	612
FNDC4	1094
GCKR	15
C2orf16	32
ZNF512	728
CCDC121	148
GPN1	390
SUPT7L	696
SLC4A1AP	355
MRPL33	503
RBKS	80
LOC100302650	67
BRE	400
MIR4263	1
LOC100505716	2
FOSL2	564
PLB1	19
PPP1CB	4132
SPDYA	9
TRMT61B	75
WDR43	293
SNORD92	0
SNORD53	0
FAM179A	100
C2orf71	12
CLIP4	751
ALK	88
YPEL5	1587
LBH	709
LCLAT1	158
CAPN13	10
GALNT14	49
CAPN14	2
EHD3	1099
XDH	2
SRD5A2	0
MEMO1	233
DPY30	472
SPAST	641
SLC30A6	237
NLRC4	5
YIPF4	341
BIRC6	1132
MIR558	0
TTC27	84
MIR4765	0
LINC00486	10
LOC100271832	4
LTBP1	741
RASGRP3	280
FAM98A	581
MYADML	0
LOC100288911	177
CRIM1	2183
FEZ2	1278
VIT	9
STRN	688
HEATR5B	364
CCDC75	105
EIF2AK2	198
SULT6B1	0
LOC100505876	676
CEBPZ	404
C2orf56	158
PRKD3	635
QPCT	213
CDC42EP3	94
FAM82A1	109
CYP1B1	474
CYP1B1-AS1	12
ATL2	771
HNRPLL	407
GALM	145
SRSF7	1220
GEMIN6	50
DHX57	326
MORN2	356
ARHGEF33	28
LOC375196	10
SOS1	818
CDKL4	2
MAP4K3	574
LOC728730	95
TMEM178	660
THUMPD2	127
LOC100128590	0
SLC8A1	269
LOC388942	0
C2orf91	0
PKDCC	395
EML4	408
COX7A2L	1263
KCNG3	9
MTA3	246
OXER1	4
HAAO	103
ZFP36L2	1305
LOC100129726	6
THADA	218
PLEKHH2	560
LOC728819	14
DYNC2LI1	344
ABCG5	10
ABCG8	10
LRPPRC	1920
PPM1B	1631
SLC3A1	12
PREPL	2549
CAMKMT	220
MIR548AD	0
SIX3	16
SIX2	22
UNQ6975	1
SRBD1	174
PRKCE	484
EPAS1	9410
LOC388946	0
ATP6V1E2	30
RHOQ	2582
PIGF	181
CRIPT	481
SOCS5	370
LOC388948	1
LOC100134259	7
MCFD2	1465
TTC7A	424
C2orf61	5
CALM2	14764
EPCAM	8
MIR559	0
MSH2	287
KCNK12	116
MSH6	423
FBXO11	1500
FOXN2	458
PPP1R21	539
STON1-GTF2A1L	0
STON1	65
GTF2A1L	0
LHCGR	0
FSHR	0
NRXN1	2745
ASB3	41
GPR75-ASB3	0
CHAC2	50
ERLEC1	774
MIR3682	95
GPR75	201
PSME4	431
ACYP2	874
TSPYL6	0
C2orf73	15
SPTBN1	22574
RPL23AP32	3
EML6	204
RTN4	7139
C2orf63	179
RPS27A	3407
MIR4426	0
MTIF2	357
PRORSD1P	25
CCDC88A	2435
CCDC104	1076
SMEK2	1020
PNPT1	464
EFEMP1	2349
MIR217	0
MIR216A	0
MIR216B	0
CCDC85A	510
VRK2	46
FANCL	132
FLJ30838	21
MIR4432	0
BCL11A	285
PAPOLG	192
FLJ16341	0
REL	57
PUS10	72
PEX13	299
KIAA1841	216
LOC339803	117
C2orf74	405
AHSA2	739
USP34	2133
SNORA70B	0
XPO1	2508
FAM161A	155
CCT4	1350
COMMD1	309
B3GNT2	324
TMEM17	44
EHBP1	852
LOC100132215	79
OTX1	182
DBIL5P2	4
WDPCP	61
MDH1	2726
UGP2	3188
VPS54	421
PELI1	449
LINC00309	0
LGALSL	263
AFTPH	633
MIR4434	0
LOC339807	0
SERTAD2	249
LOC400958	0
SLC1A4	2963
CEP68	541
RAB1A	2232
ACTR2	3166
SPRED2	1195
MIR4778	0
MEIS1	175
LOC644838	0
ETAA1	167
C1D	341
WDR92	81
PNO1	196
PPP3R1	2052
CNRIP1	1347
PLEK	56
FBXO48	14
APLF	31
PROKR1	0
ARHGAP25	57
BMP10	0
GKN2	0
GKN1	0
ANTXR1	2094
MIR3126	0
GFPT1	600
NFU1	436
AAK1	1049
SNORA36C	0
ANXA4	620
GMCL1	186
SNRNP27	587
MXD1	319
ASPRV1	118
PCBP1-AS1	157
PCBP1	3121
LOC100133985	20
C2orf42	186
TIA1	1327
PCYOX1	1129
SNRPG	518
FAM136A	264
TGFA	275
ADD2	205
FIGLA	0
CLEC4F	4
CD207	0
VAX2	21
ATP6V1B1	14
ANKRD53	44
TEX261	1065
OR7E91P	0
NAGK	615
MCEE	92
MPHOSPH10	435
PAIP2B	2870
ZNF638	1890
DYSF	227
CYP26B1	197
EXOC6B	230
SPR	182
EMX1	125
SFXN5	15737
RAB11FIP5	612
NOTO	0
SMYD5	571
PRADC1	618
CCT7	1685
FBXO41	2208
EGR4	146
ALMS1	273
NAT8	0
ALMS1P	4
NAT8B	0
TPRKB	203
DUSP11	216
C2orf78	0
STAMBP	709
ACTG2	272
DGUOK	451
TET3	282
BOLA3	303
BOLA3-AS1	165
MOB1A	142
MTHFD2	112
SLC4A5	81
DCTN1	4105
LOC100189589	38
C2orf81	90
WDR54	177
RTKN	514
INO80B-WBP1	0
INO80B	8
WBP1	268
MOGS	382
MRPL53	450
CCDC142	53
TTC31	266
LBX2	2
LOC151534	14
PCGF1	117
TLX2	16
DQX1	4
AUP1	1272
HTRA2	304
LOXL3	172
DOK1	180
C2orf65	6
SEMA4F	291
HK2	45
POLE4	608
TACR1	16
FAM176A	6
MRPL19	1067
GCFC2	367
LRRTM4	123
SNAR-H	0
REG3G	0
REG1B	0
REG1A	0
REG1P	0
REG3A	0
CTNNA2	5233
MIR4264	0
LRRTM1	148
LOC1720	0
FUNDC2P2	5
SUCLG1	1106
DNAH6	66
C2orf89	28
TMSB10	4304
KCMF1	953
TCF7L1	339
TGOLN2	2107
RETSAT	907
ELMOD3	360
CAPG	641
SH2D6	11
LOC100630918	84
MAT2A	3102
GGCX	463
VAMP8	110
VAMP5	735
RNF181	618
TMEM150A	254
USP39	483
C2orf68	355
SFTPB	2
GNLY	204
ATOH8	251
LOC284950	0
ST3GAL5	819
LOC90784	68
POLR1A	269
PTCD3	1233
SNORD94	1
IMMT	907
MIR4779	0
MRPL35	1072
REEP1	503
KDM3A	1017
CHMP3	33
RNF103-CHMP3	0
RNF103	852
RMND5A	1203
CD8A	100
CD8B	14
LOC100286979	0
RGPD2	0
RGPD1	4
PLGLB2	0
PLGLB1	0
LOC285074	4
LINC00152	80
MIR4435-1	0
MIR4435-2	0
KRCC1	448
SMYD1	2
MIR4780	0
FABP1	4
THNSL2	329
FOXI3	0
C2orf51	0
EIF2AK3	227
RPIA	184
ANKRD36BP2	26
MIR4436A	0
LOC654342	124
GGT8P	2
ACTR3BP2	0
LOC90499	4
ANKRD20A8P	0
LOC442028	0
TEKT4	0
MAL	1319
MRPS5	582
ZNF514	158
ZNF2	72
PROM2	37
KCNIP3	1801
FAHD2A	340
TRIM43B	0
TRIM43	0
LOC729234	103
GPAT2	72
ADRA2B	20
ASTL	2
DUSP2	266
STARD7	3134
LOC285033	50
TMEM127	1315
CIAO1	1440
SNRNP200	2452
ITPRIPL1	7
NCAPH	2
NEURL3	10
ARID5A	337
KANSL3	1107
FER1L5	35
LMAN2L	274
CNNM4	251
MIR3127	0
CNNM3	486
ANKRD23	71
ANKRD39	145
SEMA4C	553
FAM178B	27
FAHD2B	378
ANKRD36	113
LOC100506123	246
ANKRD36B	12
COX5B	3916
ACTR1B	1668
LOC728537	71
ZAP70	106
TMEM131	562
VWA3B	12
CNGA3	6
INPP4A	814
COA5	1084
UNC50	597
MGAT4A	429
C2orf55	350
TSGA10	59
C2orf15	31
LIPT1	73
MITD1	223
MRPL30	498
LYG2	2
LYG1	18
TXNDC9	255
EIF5B	1758
REV1	507
AFF3	246
LONRF2	1433
CHST10	1229
NMS	0
PDCL3	279
NPAS2	878
RPL31	11161
TBC1D8	427
C2orf29	343
SNORD89	26
RNF149	221
CREG2	96
RFX8	8
MAP4K4	10364
IL1R2	0
IL1R1	295
IL1RL2	11
IL1RL1	21
IL18R1	41
IL18RAP	28
MIR4772	0
SLC9A4	0
SLC9A2	32
MFSD9	36
TMEM182	34
LOC100287010	2
LOC150568	122
LOC284998	174
LOC100506421	426
POU3F3	364
MRPS9	320
GPR45	10
TGFBRAP1	132
C2orf49	149
FHL2	168
LOC285000	0
NCK2	738
C2orf40	63
UXS1	587
PLGLA	0
RGPD3	14
ST6GAL2	610
LOC729121	0
RGPD4	11
SLC5A7	0
SULT1C3	0
SULT1C2	25
SULT1C2P1	0
SULT1C4	217
GCC2	837
LIMS1	545
RANBP2	1399
CCDC138	30
EDAR	0
LOC100287216	14
SH3RF3	410
MIR4265	0
MIR4266	0
SEPT10	564
SOWAHC	166
RGPD6	0
RGPD5	0
LIMS3L	0
LIMS3	0
LIMS3-LOC440895	1
LOC440895	0
LOC100288570	0
LOC440894	90
MIR4267	0
MALL	2
MIR4436B1	0
NPHP1	123
LINC00116	195
LOC100507334	0
LOC151009	185
BUB1	2
ACOXL	1
BCL2L11	125
LOC541471	39
ANAPC1	180
MERTK	1147
TMEM87B	216
FBLN7	117
ZC3H8	101
ZC3H6	370
RGPD8	0
POLR1B	171
CHCHD5	205
FLJ42351	18
SLC20A1	1182
CKAP2L	4
IL1A	0
IL1B	4
IL37	0
IL36G	0
IL36A	0
IL36B	0
IL36RN	0
IL1F10	0
IL1RN	2
PSD4	338
PAX8	37
LOC654433	141
CBWD2	275
FOXD4L1	2
FAM138B	0
WASH2P	373
DDX11L2	19
RPL23AP7	59
RABL2A	267
SLC35F5	415
MIR4782	0
ACTR3	1330
LOC100499194	0
LOC440900	0
DPP10	522
LOC389023	22
DDX18	732
CCDC93	743
INSIG2	361
EN1	0
MARCO	0
C1QL2	761
STEAP3	47
C2orf76	118
DBI	4039
TMEM37	10
SCTR	8
PCDP1	106
TMEM177	80
PTPN4	155
EPB41L5	1223
TMEM185B	652
RALB	963
INHBB	330
LOC84931	0
GLI2	124
TFCP2L1	46
CLASP1	1700
RNU4ATAC	2
LOC254128	302
MKI67IP	250
TSN	1328
CNTNAP5	26
GYPC	144
BIN1	2115
CYP27C1	2
ERCC3	558
MAP3K2	716
PROC	4
MIR4783	0
IWS1	688
MYO7B	32
LIMS2	725
GPR17	1427
SFT2D3	90
WDR33	831
POLR2D	160
AMMECR1L	373
SAP130	371
UGGT1	717
HS6ST1	1785
LOC389033	5
LOC100131320	42
RAB6C	32
LOC440905	7
POTEF	2
LOC285103	0
CCDC74B	60
SMPD4	576
MZT2B	657
TUBA3E	0
CCDC115	671
IMP4	778
PTPN18	722
LOC100216479	217
CFC1B	0
CFC1	0
TISP43	0
LOC646743	0
LOC150527	0
CYP4F30P	0
GPR148	4
FAM123C	137
ARHGEF4	3005
FAM168B	3701
PLEKHB2	2140
POTEE	6
LOC440910	0
WTH3DI	20
LOC389043	0
LOC401010	0
TUBA3D	4
MZT2A	697
MIR4784	0
LOC150776	503
CCDC74A	139
POTEKP	0
C2orf27A	33
C2orf27B	0
ANKRD30BL	11
MIR663B	0
GPR39	9
LYPD1	437
NCKAP5	173
MIR3679	0
MGAT5	1256
TMEM163	180
ACMSD	1
LOC100129961	11
CCNT2	708
YSK4	0
RAB3GAP1	1026
ZRANB3	29
R3HDM1	1117
MIR128-1	0
UBXN4	1836
LCT	0
LOC100507600	0
MCM6	246
DARS	2259
CXCR4	470
THSD7B	67
HNMT	334
SPOPL	392
NXPH2	54
LOC647012	0
LRP1B	946
KYNU	8
ARHGAP15	18
GTDC1	513
ZEB2	4447
ZEB2-AS1	5
DKFZp686O1327	18
PABPC1P2	0
ACVR2A	176
ORC4	687
MBD5	201
EPC2	435
KIF5C	30344
LYPD6B	26
LYPD6	342
MMADHC	596
RND3	245
RBM43	135
NMI	114
TNFAIP6	6
MIR4773-2	0
MIR4773-1	0
RIF1	419
NEB	103
ARL5A	656
CACNB4	589
STAM2	624
FMNL2	4693
PRPF40A	937
ARL6IP6	429
RPRM	110
GALNT13	270
LOC100144595	4
KCNJ3	48
NR4A2	381
GPD2	1842
GALNT5	0
ERMN	3084
CYTIP	88
ACVR1C	120
ACVR1	519
UPP2	51
LOC554201	0
CCDC148	28
PKP4	3842
DAPL1	4
TANC1	411
WDSUB1	167
BAZ2B	1099
MARCH7	921
LY75-CD302	0
CD302	0
LY75	33
PLA2R1	84
ITGB6	0
RBMS1	544
MIR4785	0
TANK	389
PSMD14	758
TBR1	60
SLC4A10	304
DPP4	20
GCG	0
FAP	25
IFIH1	179
GCA	291
KCNH7	0
FIGN	76
GRB14	80
COBLL1	845
SNORA70F	1
SLC38A11	347
SCN3A	514
SCN2A	993
CSRNP3	426
GALNT3	50
LOC100506124	27
TTC21B	304
LOC100506134	1
SCN1A	604
SCN9A	85
SCN7A	49
XIRP2	0
B3GALT1	31
STK39	749
CERS6	185
MIR4774	0
LOC100861402	0
NOSTRIN	368
SPC25	10
G6PC2	1
ABCB11	0
DHRS9	10
LRP2	112
BBS5	391
KBTBD10	33
FASTKD1	362
PPIG	516
C2orf77	39
PHOSPHO2	19
PHOSPHO2-KLHL23	0
KLHL23	8
SSB	1184
METTL5	336
UBR3	931
MYO3B	4
LOC440925	0
SP5	14
LOC100505695	132
GAD1	741
GORASP2	837
TLK1	956
METTL8	260
DCAF17	226
CYBRD1	3334
DYNC1I2	1528
SLC25A12	586
HAT1	521
METAP1D	93
DLX1	157
DLX2	16
ITGA6	1506
PDK1	139
LOC91149	12
RAPGEF4	21506
ZAK	1342
MLK7-AS1	2
CDCA7	12
SP3	920
OLA1	742
LOC285084	6
SP9	10
CIR1	532
SCRN3	493
GPR155	606
WIPF1	683
CHRNA1	0
CHN1	7685
ATF2	953
MIR933	0
ATP5G3	1944
KIAA1715	550
EVX2	0
HOXD13	0
HOXD12	0
HOXD11	0
HOXD10	0
HOXD9	0
HOXD8	0
HOXD-AS2	0
MIR10B	0
HOXD4	0
HOXD3	0
HOXD-AS1	38
HOXD1	9
MTX2	402
MIR1246	0
LOC375295	14
HNRNPA3	5375
MIR4444-1	18
NFE2L2	1745
MIR3128	0
LOC100130691	67
AGPS	648
TTC30B	35
TTC30A	200
PDE11A	69
RBM45	130
OSBPL6	575
MIR548N	1
PRKRA	655
DFNB59	75
FKBP7	97
PLEKHA3	332
LOC100506866	3
TTN	307
CCDC141	26
SESTD1	1036
ZNF385B	192
MIR1258	0
CWC22	400
UBE2E3	1191
MIR4437	0
ITGA4	110
CERKL	20
NEUROD1	92
SSFA2	2775
PPP1R1C	13
PDE1A	111
DNAJC10	1374
FRZB	1073
NCKAP1	3319
DUSP19	93
NUP35	117
ZNF804A	42
FSIP2	29
ZC3H15	880
ITGAV	3579
FAM171B	1575
ZSWIM2	0
CALCRL	295
TFPI	263
GULP1	142
MIR561	0
DIRC1	0
COL3A1	273
MIR1245A	0
MIR1245B	0
MIR3606	0
COL5A2	481
MIR3129	0
WDR75	418
SLC40A1	718
ASNSD1	437
ANKAR	47
OSGEPL1	139
ORMDL1	712
PMS1	309
MSTN	14
C2orf88	94
HIBCH	626
INPP1	543
MFSD6	667
TMEM194B	62
NAB1	1011
GLS	1435
STAT1	1340
STAT4	123
MYO1B	1568
OBFC2A	31
SDPR	1218
TMEFF2	233
PCGEM1	0
SLC39A10	1230
DNAH7	556
STK17B	458
HECW2	112
CCDC150	13
LOC100130452	0
GTF3C3	359
C2orf66	10
PGAP1	517
ANKRD44	335
SF3B1	3402
